up_threshold,down_threshold,full_score,full_mean,full_std,full_sharpe,full_dvolume,min_cv_score,avg_cv_score,cv_scores,avg_cv_sharpe
0.0,0.01,690.4171767414654,775.3476964288061,4299.744030790562,2.8511751882460565,94973072.76000002,365.0779978764423,662.145869100425,"[np.float64(1133.3508526842472), np.float64(365.0779978764423), np.float64(418.0847820804884), np.float64(732.0698437605221)]",2.7866676901415293
0.0005,0.0,692.0531436853158,812.2705599631993,5352.845263365034,2.3993081430578607,103150609.97999996,226.22659716291216,677.7089423460912,"[np.float64(1563.8066954288167), np.float64(226.22659716291216), np.float64(247.0683116503655), np.float64(673.7341651422706)]",2.4027191820959444
0.0005,0.0005,699.1393541111821,818.6139502503993,5350.631681814909,2.419045788534782,103143998.06999995,226.22659716291216,682.1347825545015,"[np.float64(1563.8066954288167), np.float64(226.22659716291216), np.float64(247.0683116503655), np.float64(691.4375259759113)]",2.4154696607402477
0.0005,0.001,659.7852513638851,782.657767255201,5340.328562920277,2.317255524438162,102050792.18999994,154.78061952808204,635.0791674940347,"[np.float64(1563.8066954288167), np.float64(190.0674201340927), np.float64(154.78061952808204), np.float64(631.6619348851473)]",2.2867404987707385
0.0005,0.0015,733.7154119107811,847.7820732032014,5285.301631286206,2.5362055922334377,102035287.43999994,318.19666437107975,721.0013673670386,"[np.float64(1577.5308204061018), np.float64(356.6160498058257), np.float64(318.19666437107975), np.float64(631.6619348851473)]",2.53093037413658
0.0005,0.002,703.919637630111,820.3783048224021,5276.045574477808,2.4585306832603053,102010795.87999997,244.00867597521383,683.6492075180627,"[np.float64(1577.5308204061018), np.float64(356.6160498058257), np.float64(244.00867597521383), np.float64(556.4412838851097)]",2.431114960356001
0.0005,0.0025,683.6088151368901,801.7429081432018,5269.73686301334,2.405560043627987,101995849.68999997,244.00867597521383,671.6141823810267,"[np.float64(1529.3907198579575), np.float64(356.6160498058257), np.float64(244.00867597521383), np.float64(556.4412838851097)]",2.398345947020524
0.0005,0.003,656.7839707600682,777.2991551544014,5264.629491766717,2.3344812369575174,101944787.28999998,167.04881421187474,640.1932835886471,"[np.float64(1548.4918468352034), np.float64(352.7285939952587), np.float64(167.04881421187474), np.float64(492.5038793122511)]",2.3129972354961468
0.0005,0.004,667.7727441042333,778.8929183616042,5023.771433452909,2.4514209175568995,100785740.27999997,390.8875196533605,709.5659718770348,"[np.float64(1282.906960563519), np.float64(390.8875196533605), np.float64(472.1093478751241), np.float64(692.3600594161355)]",2.5928465504783804
0.0005,0.005,713.7143679889514,816.430775306406,4897.191216878449,2.6359812058462637,100695488.30999997,271.8624027208582,708.1042320440902,"[np.float64(1220.7404020400406), np.float64(271.8624027208582), np.float64(455.36803726342504), np.float64(884.446086152037)]",2.654898610533099
0.0005,0.0075,736.2408864099939,826.5526313096052,4577.22928440863,2.855208641008086,100503835.35,411.76719347675123,729.9068027382914,"[np.float64(1253.1107234426127), np.float64(479.9034814854586), np.float64(411.76719347675123), np.float64(774.845812548343)]",2.8600013021722415
0.0005,0.01,676.8741562816898,762.8006342392066,4297.249689950424,2.806664237428501,94964334.33000001,365.0779978764423,653.931461337541,"[np.float64(1100.4932216327113), np.float64(365.0779978764423), np.float64(418.0847820804884), np.float64(732.0698437605221)]",2.7602780314130313
0.001,0.0,666.6246431727923,788.6230233295997,5334.279974060499,2.337564752034663,103139491.81999996,167.21864262253698,647.9545092870194,"[np.float64(1580.7429320850588), np.float64(167.21864262253698), np.float64(170.12229729821124), np.float64(673.7341651422706)]",2.323748152794893
0.001,0.0005,673.727714664253,794.9664136167997,5332.086817905652,2.3573364577660776,103132879.90999995,167.21864262253698,652.3803494954295,"[np.float64(1580.7429320850588), np.float64(167.21864262253698), np.float64(170.12229729821124), np.float64(691.4375259759113)]",2.3364986314391962
