asset_idx,asset,variant,full_mean_pl,full_std_pl,full_sharpe,full_score,full_worst_day,full_q05,full_q95,roll_mean_score,roll_median_score,roll_min_score,roll_neg_count,roll_mean_std,roll_mean_worst_day
35,NAYO,gate20_loose,29.780232527999885,290.16223367148075,1.6227708693567617,21.58395547100035,-689.3364670000028,-497.5313893500008,519.7513259499996,0.06229296777572794,1.6007242674863964,-48.941598269999886,4,280.64182224870507,-702.5268926666668
36,FWWG,raw,-2.448795803999929,124.60490772514028,-0.3107330363898924,-2.448795803999929,-316.73927399999957,-212.02940004999883,202.3208549499988,-0.27797178780530535,0.25195059204465176,-12.409086429999952,6,133.7944302237295,-324.18540546666685
36,FWWG,gate20,-4.216731176000016,82.0485703863937,-0.8125964129541782,-4.216731176000016,-304.17951599999833,-181.7996844499993,144.4114597000001,-3.0201440320571042,-2.812330709999951,-14.258684569999936,10,91.9657705089333,-282.1672431999998
36,FWWG,gate20_loose,-2.448795803999929,124.60490772514028,-0.3107330363898924,-2.448795803999929,-316.73927399999957,-212.02940004999883,202.3208549499988,-0.27797178780530535,0.25195059204465176,-12.409086429999952,6,133.7944302237295,-324.18540546666685
37,EELT,raw,7.065213540000061,311.8843052204409,0.35818036637127065,0.8033538589688576,-862.233282000001,-528.1540437999995,493.4214117000002,0.8301306452187399,2.19710785317254,-15.575381089999956,3,302.80865229049726,-783.9635517333336
37,EELT,gate20,1.0001261759999842,221.18798651837676,0.07149295749504046,0.005085892654497208,-863.1984600000014,-365.58304354999916,397.13030800000195,2.718951784384041,3.1422791409946536,-17.31541411000003,6,203.33686498709866,-651.0932568000006
37,EELT,gate20_loose,7.065213540000061,311.8843052204409,0.35818036637127065,0.8033538589688576,-862.233282000001,-528.1540437999995,493.4214117000002,0.8301306452187399,2.19710785317254,-15.575381089999956,3,302.80865229049726,-783.9635517333336
38,HRND,raw,6.115197832000012,246.13266785118256,0.3928359786709807,0.8175357714667933,-854.0426350000016,-392.57162750000015,448.1012962999988,-2.0146580770563136,-0.6923647799999526,-33.75885566999987,8,243.20822843556687,-729.8449574000003
38,HRND,gate20,6.232149860000008,179.5549449841499,0.5487954753582311,1.4425229449624564,-854.0426350000016,-268.3726933499988,359.7153329000004,-4.411114312666353,-5.8263458099999665,-26.48913867999998,8,177.67736922956556,-710.5649647333333
38,HRND,gate20_loose,6.115197832000012,246.13266785118256,0.3928359786709807,0.8175357714667933,-854.0426350000016,-392.57162750000015,448.1012962999988,-2.0146580770563136,-0.6923647799999526,-33.75885566999987,8,243.20822843556687,-729.8449574000003
39,AETS,raw,18.52382968000006,289.0691292086633,1.0132090710998103,9.383448193797534,-784.4431839999997,-461.0470277000013,532.8551558000003,8.270212974560446,4.160959711021649,-19.009595540000216,3,288.54541333017477,-759.8126800000005
39,AETS,gate20,0.9897307480000218,213.57320549744708,0.07327238046299822,0.005285331640835241,-742.5111099999995,-394.7121932999995,417.31728664999883,2.339206530920541,0.09711654407394323,-17.501765309999943,7,196.97140002245882,-609.9360066666669
39,AETS,gate20_loose,18.52382968000006,289.0691292086633,1.0132090710998103,9.383448193797534,-784.4431839999997,-461.0470277000013,532.8551558000003,8.270212974560446,4.160959711021649,-19.009595540000216,3,288.54541333017477,-759.8126800000005
40,ULXY,raw,42.9349526279999,269.9401853057279,2.5148579005037597,37.07313373424017,-752.2724879999987,-432.0977802500024,511.7547267000011,40.793721029886136,42.78956857869837,15.333129287196643,0,264.4652698117566,-682.8876049333331
40,ULXY,gate20,29.14024038399993,232.0300186811886,1.985724340799061,23.24510705480433,-676.6999999999971,-360.7457376000008,496.9032177000004,26.95392611270174,16.166880817251272,0.17511924036922225,0,220.51194063330192,-649.7097455999993
40,ULXY,gate20_loose,42.9349526279999,269.9401853057279,2.5148579005037597,37.07313373424017,-752.2724879999987,-432.0977802500024,511.7547267000011,40.793721029886136,42.78956857869837,15.333129287196643,0,264.4652698117566,-682.8876049333331
41,BLBT,raw,14.561629007999946,105.68632790301231,2.1785180269445994,12.027382740807557,-277.3909799999983,-156.99172799999994,197.5663632000025,7.26057262271242,7.574268849844205,-6.281295310000042,1,103.09500909068167,-242.88806879999962
41,BLBT,gate20,6.36551197599998,90.73158163906079,1.109289398112568,3.511691564760453,-277.3909799999983,-152.13784605000072,184.10828489999952,0.000733900316025915,0.06927361138061136,-13.479032040000055,7,80.87859074308277,-242.74316266666585
41,BLBT,gate20_loose,14.561629007999946,105.68632790301231,2.1785180269445994,12.027382740807557,-277.3909799999983,-156.99172799999994,197.5663632000025,7.26057262271242,7.574268849844205,-6.281295310000042,1,103.09500909068167,-242.88806879999962
42,BENI,raw,11.063251052000036,92.9680409742253,1.8815644217066692,8.626564401554582,-264.27260600000045,-126.4457682999996,202.25963864999892,6.424095508734196,7.935604587781166,-10.781221350000123,4,99.65268840691846,-270.6414314000004
42,BENI,gate20,4.65161545600011,78.99302395364704,0.9310758661951417,2.159993085504578,-264.27260600000045,-125.34716934999959,149.06653770000136,2.9508373195456374,2.994843445054004,-10.149368940000057,5,79.21181421508757,-235.3733198000003
42,BENI,gate20_loose,11.063251052000036,92.9680409742253,1.8815644217066692,8.626564401554582,-264.27260600000045,-126.4457682999996,202.25963864999892,6.424095508734196,7.935604587781166,-10.781221350000123,4,99.65268840691846,-270.6414314000004
43,ITPA,raw,6.108944227999942,138.0413139926148,0.699724499161617,2.007920277341826,-435.43624199999977,-216.6236694999994,247.98268099999936,-1.6508885171953338,5.7264325872004287e-05,-25.28112298999994,7,133.79115452217272,-386.6025403333336
43,ITPA,gate20,-4.671809912000047,111.47773075067126,-0.6626238270992968,-4.671809912000047,-435.43624199999977,-201.02301980000055,193.24368975000016,-5.262980828067301,-4.735571799999962,-14.170028719999937,10,95.2194504287588,-357.68154133333303
43,ITPA,gate20_loose,6.108944227999942,138.0413139926148,0.699724499161617,2.007920277341826,-435.43624199999977,-216.6236694999994,247.98268099999936,-1.6508885171953338,5.7264325872004287e-05,-25.28112298999994,7,133.79115452217272,-386.6025403333336
44,HTRK,raw,18.687083847999986,156.9968592265487,1.8820041393614948,14.572743814080122,-415.47999999999956,-268.23036644999934,298.74658785000037,8.07555730627656,7.894317616332377,-16.57989082000009,4,159.85309888491858,-440.0316220666666
44,HTRK,gate20,16.23444174399996,133.7378441512367,1.9193449983499424,12.76842134167398,-364.9845999999998,-204.2318787500002,270.20472740000076,7.884565807326577,2.1869627592203367,-6.340355600000041,3,119.37138786281052,-383.07056033333345
44,HTRK,gate20_loose,18.687083847999986,156.9968592265487,1.8820041393614948,14.572743814080122,-415.47999999999956,-268.23036644999934,298.74658785000037,8.07555730627656,7.894317616332377,-16.57989082000009,4,159.85309888491858,-440.0316220666666
45,NGTE,raw,25.937659131999922,188.09761545833376,2.1803062157466515,21.429690263856898,-410.3817250000002,-272.45479050000057,358.7069206500005,16.16796258018688,17.549299901497225,0.7081775909108654,0,191.2106328962382,-429.40604113333364
45,NGTE,gate20,21.70916306799996,175.3416526485158,1.957618180105302,17.21662274342554,-409.71337499999936,-247.3231702500009,350.36517235000036,12.199480677641512,9.556545665962739,0.9055108899744392,0,171.8332791525183,-421.24095373333296
45,NGTE,gate20_loose,25.937659131999922,188.09761545833376,2.1803062157466515,21.429690263856898,-410.3817250000002,-272.45479050000057,358.7069206500005,16.16796258018688,17.549299901497225,0.7081775909108654,0,191.2106328962382,-429.40604113333364
46,ILVX,raw,17.853012179999933,113.2444492415499,2.4926688222531324,15.378032630438021,-330.90962800000125,-170.06862835000024,204.68278139999993,3.970456349077113,5.2669696306922855,-20.49358862000001,5,121.12102240032458,-313.42441020000064
46,ILVX,gate20,12.192364759999895,95.18218975648334,2.025360143731388,9.802681358341024,-330.90962800000125,-154.4696070000007,185.2789289500002,0.4274123700225689,0.008673348220718682,-17.160343520000062,7,87.2741972577512,-290.4831798666666
46,ILVX,gate20_loose,17.853012179999933,113.2444492415499,2.4926688222531324,15.378032630438021,-330.90962800000125,-170.06862835000024,204.68278139999993,3.970456349077113,5.2669696306922855,-20.49358862000001,5,121.12102240032458,-313.42441020000064
47,FCSG,raw,20.564080376000042,219.6279218800154,1.4804431835961636,14.121118025992786,-564.4859439999982,-338.158224500001,445.05134599999946,-0.48843850341085265,4.034683158780864,-40.73332232999999,7,215.09844014991512,-575.6032827333331
47,FCSG,gate20,3.736429735999976,170.12291512638086,0.34726739411219143,0.4021020562316053,-553.2461650000005,-317.83865560000055,269.27098605000094,0.009517795554935067,1.2991361671732948,-18.413216080000012,6,143.22868272634057,-489.1755322000005
47,FCSG,gate20_loose,20.564080376000042,219.6279218800154,1.4804431835961636,14.121118025992786,-564.4859439999982,-338.158224500001,445.05134599999946,-0.48843850341085265,4.034683158780864,-40.73332232999999,7,215.09844014991512,-575.6032827333331
48,FARS,raw,5.115741471999958,124.89963773105397,0.6476157683874595,1.5115994500771541,-393.03999999999905,-214.33413545000067,211.36333004999992,-2.4890248938353636,-3.0946113599999077,-24.274441679999963,8,130.54599106844498,-362.8834353333332
48,FARS,gate20,0.8751154559999268,103.67587881015115,0.13346200139977374,0.015314859212049845,-393.03999999999905,-199.74245720000044,170.0052035499996,-0.5534492868975976,0.004241979401331557,-11.524407570000172,7,97.59878417382333,-325.8361377333326
48,FARS,gate20_loose,5.115741471999958,124.89963773105397,0.6476157683874595,1.5115994500771541,-393.03999999999905,-214.33413545000067,211.36333004999992,-2.4890248938353636,-3.0946113599999077,-24.274441679999963,8,130.54599106844498,-362.8834353333332
49,MHRM,raw,22.47077952399999,175.26140101133555,2.0272245824030093,18.073056457427246,-520.4494199999981,-287.2269679499999,331.4391939999993,9.342909426926603,2.0619289736322832,-9.201534279999905,5,189.2775976993145,-485.506456266666
49,MHRM,gate20,12.831405771999991,157.336892150402,1.2894772251686266,8.012553654769164,-520.4494199999981,-256.83089719999896,306.62573084999894,1.2164644070987238,0.7434185505647761,-17.470746580000014,6,139.71719353898334,-451.7268780000002
49,MHRM,gate20_loose,22.47077952399999,175.26140101133555,2.0272245824030093,18.073056457427246,-520.4494199999981,-287.2269679499999,331.4391939999993,9.342909426926603,2.0619289736322832,-9.201534279999905,5,189.2775976993145,-485.506456266666
50,EAFC,raw,16.592881348000002,186.78939533472393,1.4045577349446732,11.011281707163086,-589.5869899999998,-307.3111844999994,334.2409303999981,6.172114986219239,0.0177577692579367,-11.685029870000019,7,192.41802764046963,-515.4153908666665
50,EAFC,gate20,5.2299571439999974,145.95902664614508,0.5665486068293814,1.2707997463862029,-427.2238379999999,-292.9776373999997,279.3324726000015,-3.0260995395931336,-11.107172020000089,-19.759992710000077,11,135.73161847410177,-469.4511086000012
50,EAFC,gate20_loose,16.592881348000002,186.78939533472393,1.4045577349446732,11.011281707163086,-589.5869899999998,-307.3111844999994,334.2409303999981,6.172114986219239,0.0177577692579367,-11.685029870000019,7,192.41802764046963,-515.4153908666665
