asset_idx,asset,variant,full_mean_pl,full_std_pl,full_sharpe,full_score,full_worst_day,full_q05,full_q95,roll_mean_score,roll_median_score,roll_min_score,roll_neg_count,roll_mean_std,roll_mean_worst_day
6,OTCS,gate20,7.000785423999987,194.28873243134532,0.5697300886393528,1.7155478203874508,-758.654344999999,-353.2682238500012,311.23044480000027,-0.2853226359530693,0.15455548519131915,-17.84330471,5,172.82348309237895,-579.2808153333328
6,OTCS,gate20_loose,13.79030436000003,234.68304371999412,0.9290993229272532,6.388997338311283,-758.654344999999,-372.1055140000014,411.4856626499983,-1.2622792821562254,-4.22354954999997,-35.82318923999992,9,233.01506597163058,-631.0555316666664
7,HETT,raw,6.092425523999984,121.5104311024378,0.7927690222143512,2.3512587068674824,-421.61833599999954,-203.0409065499999,232.81419360000157,0.32801046882749796,-1.842530630000001,-9.948368110000011,9,132.87039456385995,-410.76416213333323
7,HETT,gate20,2.81215112399996,89.14068218522597,0.4988071920946298,0.5602839519768201,-421.61833599999954,-134.90651190000034,168.56658355000133,-2.5000027178918174,-3.0621063700000537,-14.098138750000007,8,91.39681909115328,-360.49820919999945
7,HETT,gate20_loose,6.092425523999984,121.5104311024378,0.7927690222143512,2.3512587068674824,-421.61833599999954,-203.0409065499999,232.81419360000157,0.32801046882749796,-1.842530630000001,-9.948368110000011,9,132.87039456385995,-410.76416213333323
8,HUXZ,raw,25.564994567999943,190.63258072364687,2.1204038390978988,20.91352594484446,-623.7064689999988,-273.54219620000083,353.12094099999877,7.699593250241581,1.3221614324002169,-25.66953547000001,4,181.7737771158072,-555.4147205333333
8,HUXZ,gate20,21.289502715999994,168.07588552066366,2.002765555164186,17.04100822824464,-623.7064689999988,-269.1083824000011,339.07629930000087,9.417875864803976,4.099653885876138,-12.54226034000003,4,149.59902322345022,-531.4349182000002
8,HUXZ,gate20_loose,25.564994567999943,190.63258072364687,2.1204038390978988,20.91352594484446,-623.7064689999988,-273.54219620000083,353.12094099999877,7.699593250241581,1.3221614324002169,-25.66953547000001,4,181.7737771158072,-555.4147205333333
9,DUCT,raw,27.33332592399999,171.77686821317843,2.515925655376898,23.60429914235673,-693.6932639999977,-245.93189655000037,320.4203782499995,15.101604398217841,8.42258708647381,-0.9675764899999922,1,178.2117799619873,-534.1660191999999
9,DUCT,gate20,16.972599403999972,149.36807911355453,1.796637951320676,12.958179106175754,-693.6932639999977,-227.73804405000195,295.2715740499992,9.76833444358603,5.07518960346193,-2.6306253499999195,5,149.30941206194603,-534.4236752
