kind,full_score,full_mean,full_std,full_sharpe,full_dvolume,min_cv_score,avg_cv_score,cv_scores,avg_cv_sharpe,low_scale,mid_cut,mid_scale,high_cut,high_scale,cap_move,min_scale,max_scale,b
tier,586.3426074693464,671.4076635919959,4043.4880862944347,2.625428108270444,92086408.69999999,95.93109550755418,521.5894870173871,"[np.float64(1195.2747511802158), np.float64(163.38300605796715), np.float64(95.93109550755418), np.float64(631.7690953238115)]",2.456478191085474,0.25,0.0075,1.0,0.0125,1.0,,,,
tier,586.3426074693464,671.4076635919959,4043.4880862944347,2.625428108270444,92086408.69999999,95.93109550755418,521.5894870173871,"[np.float64(1195.2747511802158), np.float64(163.38300605796715), np.float64(95.93109550755418), np.float64(631.7690953238115)]",2.456478191085474,0.25,0.0075,1.0,0.0125,1.25,,,,
tier,586.3426074693464,671.4076635919959,4043.4880862944347,2.625428108270444,92086408.69999999,95.93109550755418,521.5894870173871,"[np.float64(1195.2747511802158), np.float64(163.38300605796715), np.float64(95.93109550755418), np.float64(631.7690953238115)]",2.456478191085474,0.25,0.0075,1.0,0.015,1.0,,,,
tier,586.3426074693464,671.4076635919959,4043.4880862944347,2.625428108270444,92086408.69999999,95.93109550755418,521.5894870173871,"[np.float64(1195.2747511802158), np.float64(163.38300605796715), np.float64(95.93109550755418), np.float64(631.7690953238115)]",2.456478191085474,0.25,0.0075,1.0,0.015,1.25,,,,
tier,310.805257664548,371.11060487920207,2584.6819027613456,2.2702112279412554,58698799.89000002,44.13165801074293,273.94753057037013,"[np.float64(618.5425350694533), np.float64(44.13165801074293), np.float64(75.68129695650562), np.float64(357.4346322447787)]",2.0782810371156275,0.25,0.01,0.5,0.0125,0.75,,,,
tier,344.1691011111111,428.443893069597,3352.1764212833586,2.0208640319277373,74021177.47000001,17.26644532052535,305.3642825256063,"[np.float64(692.165106873923), np.float64(17.26644532052535), np.float64(82.84327332149344), np.float64(429.1823045864835)]",1.8274018046742806,0.25,0.01,0.5,0.0125,1.0,,,,
tier,344.1691011111111,428.443893069597,3352.1764212833586,2.0208640319277373,74021177.47000001,17.26644532052535,305.3642825256063,"[np.float64(692.165106873923), np.float64(17.26644532052535), np.float64(82.84327332149344), np.float64(429.1823045864835)]",1.8274018046742806,0.25,0.01,0.5,0.0125,1.25,,,,
tier,253.85935107666924,313.65086075200185,2406.79812670919,2.0605199477298797,54622599.16000001,36.489999147816,231.90492412871365,"[np.float64(596.3549769858371), np.float64(46.235688805984665), np.float64(36.489999147816), np.float64(248.53903157521685)]",1.9118980174372604,0.25,0.01,0.5,0.015,0.75,,,,
tier,228.62411270836367,313.319297318398,3015.265031908757,1.6429776552385105,65882103.480000004,16.373745066338273,222.97720933594283,"[np.float64(647.1887345491219), np.float64(19.807916383811552), np.float64(16.373745066338273), np.float64(208.53844134449957)]",1.5250573669518812,0.25,0.01,0.5,0.015,1.0,,,,
tier,228.62411270836367,313.319297318398,3015.265031908757,1.6429776552385105,65882103.480000004,16.373745066338273,222.97720933594283,"[np.float64(647.1887345491219), np.float64(19.807916383811552), np.float64(16.373745066338273), np.float64(208.53844134449957)]",1.5250573669518812,0.25,0.01,0.5,0.015,1.25,,,,
tier,348.168840760768,408.16040692000485,2678.866231623361,2.4090723928872846,61998111.820000015,46.832057501086204,300.0877100821939,"[np.float64(722.0482450949614), np.float64(57.2586607775322), np.float64(46.832057501086204), np.float64(374.2118769551958)]",2.1505816849900055,0.25,0.01,0.75,0.0125,0.75,,,,
tier,382.66749095831227,465.5133523376016,3424.7334151756795,2.1491927927648278,77268994.22000001,25.906155225482536,331.3177574887908,"[np.float64(797.4690799655053), np.float64(25.906155225482536), np.float64(55.43340158800762), np.float64(446.46239317616767)]",1.9047326693567723,0.25,0.01,0.75,0.0125,1.0,,,,
tier,382.66749095831227,465.5133523376016,3424.7334151756795,2.1491927927648278,77268994.22000001,25.906155225482536,331.3177574887908,"[np.float64(797.4690799655053), np.float64(25.906155225482536), np.float64(55.43340158800762), np.float64(446.46239317616767)]",1.9047326693567723,0.25,0.01,0.75,0.0125,1.25,,,,
tier,348.168840760768,408.16040692000485,2678.866231623361,2.4090723928872846,61998111.820000015,46.832057501086204,300.0877100821939,"[np.float64(722.0482450949614), np.float64(57.2586607775322), np.float64(46.832057501086204), np.float64(374.2118769551958)]",2.1505816849900055,0.25,0.01,0.75,0.015,0.75,,,,
tier,325.79469708665664,407.8568878944032,3236.512982519459,1.9925097351691465,73183436.16000001,24.214461985454697,291.17945128423736,"[np.float64(775.2032574312548), np.float64(27.52974154457456), np.float64(24.214461985454697), np.float64(337.77034417566546)]",1.7801989675002194,0.25,0.01,0.75,0.015,1.0,,,,
tier,325.79469708665664,407.8568878944032,3236.512982519459,1.9925097351691465,73183436.16000001,24.214461985454697,291.17945128423736,"[np.float64(775.2032574312548), np.float64(27.52974154457456), np.float64(24.214461985454697), np.float64(337.77034417566546)]",1.7801989675002194,0.25,0.01,0.75,0.015,1.25,,,,
tier,419.9471433974614,502.5946230151956,3525.3751075439104,2.254148423923291,80586513.27000001,32.393122432586395,358.0455183978297,"[np.float64(900.6304347083679), np.float64(35.692838462646634), np.float64(32.393122432586395), np.float64(463.465677987718)]",1.959845497746763,0.25,0.01,1.0,0.0125,1.0,,,,
tier,419.9471433974614,502.5946230151956,3525.3751075439104,2.254148423923291,80586513.27000001,32.393122432586395,358.0455183978297,"[np.float64(900.6304347083679), np.float64(35.692838462646634), np.float64(32.393122432586395), np.float64(463.465677987718)]",1.959845497746763,0.25,0.01,1.0,0.0125,1.25,,,,
tier,419.9471433974614,502.5946230151956,3525.3751075439104,2.254148423923291,80586513.27000001,32.393122432586395,358.0455183978297,"[np.float64(900.6304347083679), np.float64(35.692838462646634), np.float64(32.393122432586395), np.float64(463.465677987718)]",1.959845497746763,0.25,0.01,1.0,0.015,1.0,,,,
tier,419.9471433974614,502.5946230151956,3525.3751075439104,2.254148423923291,80586513.27000001,32.393122432586395,358.0455183978297,"[np.float64(900.6304347083679), np.float64(35.692838462646634), np.float64(32.393122432586395), np.float64(463.465677987718)]",1.959845497746763,0.25,0.01,1.0,0.015,1.25,,,,
tier,545.8658667295638,606.7908368144022,3205.263302315274,2.9932659608136003,73778305.18,211.92321434027141,513.8042672733116,"[np.float64(1025.4640668438835), np.float64(265.20286133182645), np.float64(211.92321434027141), np.float64(552.626926577265)]",2.9229866598695704,0.5,0.002,0.5,0.005,0.75,,,,
tier,689.6544979209893,772.1917324360004,4223.80949358885,2.890618846038772,97566873.95,239.8107979562436,639.4104308401686,"[np.float64(1323.7648546956466), np.float64(275.6939855583222), np.float64(239.8107979562436), np.float64(718.3720851504622)]",2.80171247118573,0.5,0.002,0.5,0.005,1.0,,,,
tier,689.6544979209893,772.1917324360004,4223.80949358885,2.890618846038772,97566873.95,239.8107979562436,639.4104308401686,"[np.float64(1323.7648546956466), np.float64(275.6939855583222), np.float64(239.8107979562436), np.float64(718.3720851504622)]",2.80171247118573,0.5,0.002,0.5,0.005,1.25,,,,
tier,531.9513354029746,592.1110158096002,3148.400362426648,2.9736044055577584,72363797.22,183.02102489063765,497.5025384839289,"[np.float64(1005.530387005369), np.float64(266.7389013796229), np.float64(183.02102489063765), np.float64(534.7198406600863)]",2.8794490321570057,0.5,0.002,0.5,0.0075,0.75,,,,
tier,661.4296959245434,742.8187964472016,4119.9710919337895,2.85074729062674,94779258.00999999,182.83872078289428,606.8028539657005,"[np.float64(1283.896930703869), np.float64(278.70451999785297), np.float64(182.83872078289428), np.float64(681.7712443781855)]",2.728096866325633,0.5,0.002,0.5,0.0075,1.0,,,,
tier,661.4296959245434,742.8187964472016,4119.9710919337895,2.85074729062674,94779258.00999999,182.83872078289428,606.8028539657005,"[np.float64(1283.896930703869), np.float64(278.70451999785297), np.float64(182.83872078289428), np.float64(681.7712443781855)]",2.728096866325633,0.5,0.002,0.5,0.0075,1.25,,,,
tier,478.5258150305423,535.8692923696,2933.041459738795,2.8887547538818894,68493657.69999997,160.42201960318556,441.75160218298976,"[np.float64(908.6536987333586), np.float64(217.78041576505228), np.float64(160.42201960318556), np.float64(480.1502746303624)]",2.7554041785094174,0.5,0.002,0.5,0.01,0.75,,,,
tier,553.2622863567786,630.303508464803,3718.910931145481,2.6798096819840524,87082059.14999998,136.24100397001473,494.4167259394635,"[np.float64(1089.1558328056346), np.float64(180.28635830715976), np.float64(136.24100397001473), np.float64(571.9837086750449)]",2.488547099758913,0.5,0.002,0.5,0.01,1.0,,,,
tier,553.2622863567786,630.303508464803,3718.910931145481,2.6798096819840524,87082059.14999998,136.24100397001473,494.4167259394635,"[np.float64(1089.1558328056346), np.float64(180.28635830715976), np.float64(136.24100397001473), np.float64(571.9837086750449)]",2.488547099758913,0.5,0.002,0.5,0.01,1.25,,,,
tier,441.2335137393203,498.8085310743991,2848.962086405798,2.7683258440760117,65222883.489999995,194.41526232020226,416.0602780671284,"[np.float64(805.4826480664258), np.float64(201.03130777367835), np.float64(194.41526232020226), np.float64(463.3118941082073)]",2.6945371923002255,0.5,0.002,0.5,0.0125,0.75,,,,
tier,477.9057846673209,556.1418192647993,3557.8515956045994,2.471540484036992,80545261.06999998,147.52807317365142,442.3766645088627,"[np.float64(881.9175613677676), np.float64(147.52807317365142), np.float64(202.30527213399313), np.float64(537.7557513600386)]",2.3753257283905986,0.5,0.002,0.5,0.0125,1.0,,,,
tier,477.9057846673209,556.1418192647993,3557.8515956045994,2.471540484036992,80545261.06999998,147.52807317365142,442.3766645088627,"[np.float64(881.9175613677676), np.float64(147.52807317365142), np.float64(202.30527213399313), np.float64(537.7557513600386)]",2.3753257283905986,0.5,0.002,0.5,0.0125,1.25,,,,
tier,384.1814540367572,441.32986721760057,2691.3316202394967,2.592782638475267,61198634.01999999,147.34949716946883,371.9436375556684,"[np.float64(783.2884291905935), np.float64(203.927089111855), np.float64(147.34949716946883), np.float64(353.2095347507562)]",2.5554468941164306,0.5,0.002,0.5,0.015,0.75,,,,
tier,362.41519763509575,440.9983037840016,3246.8955528630645,2.147526863003947,72458138.33999997,110.87283425451447,354.3314275833629,"[np.float64(837.129809748241), np.float64(153.29274574830671), np.float64(110.87283425451447), np.float64(316.0303205823893)]",2.1189778138652,0.5,0.002,0.5,0.015,1.0,,,,
tier,362.41519763509575,440.9983037840016,3246.8955528630645,2.147526863003947,72458138.33999997,110.87283425451447,354.3314275833629,"[np.float64(837.129809748241), np.float64(153.29274574830671), np.float64(110.87283425451447), np.float64(316.0303205823893)]",2.1189778138652,0.5,0.002,0.5,0.015,1.25,,,,
tier,593.6724713782334,654.5664271544008,3314.647647699708,3.1223843522599957,75247210.89,251.51254941454198,570.2057152607574,"[np.float64(1091.4419187233618), np.float64(357.3981390441436), np.float64(251.51254941454198), np.float64(580.4702538609823)]",3.067847745882954,0.5,0.002,0.75,0.005,0.75,,,,
tier,738.5696968562885,820.0146248304015,4305.542512293058,3.011367233872097,98906216.3,280.20864274221105,696.8391235296232,"[np.float64(1390.758096268519), np.float64(369.49561065283285), np.float64(280.20864274221105), np.float64(746.8941444549301)]",2.9405141137862794,0.5,0.002,0.75,0.005,1.0,,,,
tier,738.5696968562885,820.0146248304015,4305.542512293058,3.011367233872097,98906216.3,280.20864274221105,696.8391235296232,"[np.float64(1390.758096268519), np.float64(369.49561065283285), np.float64(280.20864274221105), np.float64(746.8941444549301)]",2.9405141137862794,0.5,0.002,0.75,0.005,1.25,,,,
tier,593.6724713782334,654.5664271544008,3314.647647699708,3.1223843522599957,75247210.89,251.51254941454198,570.2057152607574,"[np.float64(1091.4419187233618), np.float64(357.3981390441436), np.float64(251.51254941454198), np.float64(580.4702538609823)]",3.067847745882954,0.5,0.002,0.75,0.0075,0.75,,,,
tier,724.7566220405578,805.3466692928039,4246.1710043950725,2.998854471899046,97466232.59999998,251.383624803271,680.6372824523048,"[np.float64(1370.9393312278846), np.float64(371.05750466227863), np.float64(251.383624803271), np.float64(729.168669115785)]",2.909850593463899,0.5,0.002,0.75,0.0075,1.0,,,,
tier,724.7566220405578,805.3466692928039,4246.1710043950725,2.998854471899046,97466232.59999998,251.383624803271,680.6372824523048,"[np.float64(1370.9393312278846), np.float64(371.05750466227863), np.float64(251.383624803271), np.float64(729.168669115785)]",2.909850593463899,0.5,0.002,0.75,0.0075,1.25,,,,
tier,593.6724713782334,654.5664271544008,3314.647647699708,3.1223843522599957,75247210.89,251.51254941454198,570.2057152607574,"[np.float64(1091.4419187233618), np.float64(357.3981390441436), np.float64(251.51254941454198), np.float64(580.4702538609823)]",3.067847745882954,0.5,0.002,0.75,0.01,0.75,,,,
tier,671.585443520277,749.0997175696077,4023.924675853011,2.9434712288776255,93567522.29999998,229.1616840830855,625.1631675481511,"[np.float64(1274.047478870674), np.float64(322.1710988614708), np.float64(229.1616840830855), np.float64(675.2724083773743)]",2.8256318432289658,0.5,0.002,0.75,0.01,1.0,,,,
tier,671.585443520277,749.0997175696077,4023.924675853011,2.9434712288776255,93567522.29999998,229.1616840830855,625.1631675481511,"[np.float64(1274.047478870674), np.float64(322.1710988614708), np.float64(229.1616840830855), np.float64(675.2724083773743)]",2.8256318432289658,0.5,0.002,0.75,0.01,1.25,,,,
tier,593.6724713782334,654.5664271544008,3314.647647699708,3.1223843522599957,75247210.89,251.51254941454198,570.2057152607574,"[np.float64(1091.4419187233618), np.float64(357.3981390441436), np.float64(251.51254941454198), np.float64(580.4702538609823)]",3.067847745882954,0.5,0.002,0.75,0.0125,0.75,,,,
tier,634.3631828301193,712.0016798056057,3938.407025248875,2.8584488495184766,90293707.42999998,262.9975611483199,599.4480818822998,"[np.float64(1171.3511845826981), np.float64(305.27197940311197), np.float64(262.9975611483199), np.float64(658.1716023950692)]",2.783529351855922,0.5,0.002,0.75,0.0125,1.0,,,,
tier,634.3631828301193,712.0016798056057,3938.407025248875,2.8584488495184766,90293707.42999998,262.9975611483199,599.4480818822998,"[np.float64(1171.3511845826981), np.float64(305.27197940311197), np.float64(262.9975611483199), np.float64(658.1716023950692)]",2.783529351855922,0.5,0.002,0.75,0.0125,1.25,,,,
tier,593.6724713782334,654.5664271544008,3314.647647699708,3.1223843522599957,75247210.89,251.51254941454198,570.2057152607574,"[np.float64(1091.4419187233618), np.float64(357.3981390441436), np.float64(251.51254941454198), np.float64(580.4702538609823)]",3.067847745882954,0.5,0.002,0.75,0.015,0.75,,,,
tier,577.2729814895115,654.3193612808045,3779.59511032367,2.737250205904645,86278696.19,216.09205087106076,555.3562662726183,"[np.float64(1149.0594368219722), np.float64(308.524210395569), np.float64(216.09205087106076), np.float64(547.7493670018713)]",2.687933258581076,0.5,0.002,0.75,0.015,1.0,,,,
tier,577.2729814895115,654.3193612808045,3779.59511032367,2.737250205904645,86278696.19,216.09205087106076,555.3562662726183,"[np.float64(1149.0594368219722), np.float64(308.524210395569), np.float64(216.09205087106076), np.float64(547.7493670018713)]",2.687933258581076,0.5,0.002,0.75,0.015,1.25,,,,
tier,786.3756755982309,867.9730782056023,4420.784968753118,3.104394235681769,100422272.99,319.7574797689374,753.2476578286003,"[np.float64(1456.802976205394), np.float64(461.58436279172656), np.float64(319.7574797689374), np.float64(774.845812548343)]",3.0447037805223944,0.5,0.002,1.0,0.005,1.0,,,,
tier,786.3756755982309,867.9730782056023,4420.784968753118,3.104394235681769,100422272.99,319.7574797689374,753.2476578286003,"[np.float64(1456.802976205394), np.float64(461.58436279172656), np.float64(319.7574797689374), np.float64(774.845812548343)]",3.0447037805223944,0.5,0.002,1.0,0.005,1.25,,,,
tier,786.3756755982309,867.9730782056023,4420.784968753118,3.104394235681769,100422272.99,319.7574797689374,753.2476578286003,"[np.float64(1456.802976205394), np.float64(461.58436279172656), np.float64(319.7574797689374), np.float64(774.845812548343)]",3.0447037805223944,0.5,0.002,1.0,0.0075,1.0,,,,
tier,786.3756755982309,867.9730782056023,4420.784968753118,3.104394235681769,100422272.99,319.7574797689374,753.2476578286003,"[np.float64(1456.802976205394), np.float64(461.58436279172656), np.float64(319.7574797689374), np.float64(774.845812548343)]",3.0447037805223944,0.5,0.002,1.0,0.0075,1.25,,,,
tier,786.3756755982309,867.9730782056023,4420.784968753118,3.104394235681769,100422272.99,319.7574797689374,753.2476578286003,"[np.float64(1456.802976205394), np.float64(461.58436279172656), np.float64(319.7574797689374), np.float64(774.845812548343)]",3.0447037805223944,0.5,0.002,1.0,0.01,1.0,,,,
tier,786.3756755982309,867.9730782056023,4420.784968753118,3.104394235681769,100422272.99,319.7574797689374,753.2476578286003,"[np.float64(1456.802976205394), np.float64(461.58436279172656), np.float64(319.7574797689374), np.float64(774.845812548343)]",3.0447037805223944,0.5,0.002,1.0,0.01,1.25,,,,
tier,786.3756755982309,867.9730782056023,4420.784968753118,3.104394235681769,100422272.99,319.7574797689374,753.2476578286003,"[np.float64(1456.802976205394), np.float64(461.58436279172656), np.float64(319.7574797689374), np.float64(774.845812548343)]",3.0447037805223944,0.5,0.002,1.0,0.0125,1.0,,,,
tier,786.3756755982309,867.9730782056023,4420.784968753118,3.104394235681769,100422272.99,319.7574797689374,753.2476578286003,"[np.float64(1456.802976205394), np.float64(461.58436279172656), np.float64(319.7574797689374), np.float64(774.845812548343)]",3.0447037805223944,0.5,0.002,1.0,0.0125,1.25,,,,
tier,786.3756755982309,867.9730782056023,4420.784968753118,3.104394235681769,100422272.99,319.7574797689374,753.2476578286003,"[np.float64(1456.802976205394), np.float64(461.58436279172656), np.float64(319.7574797689374), np.float64(774.845812548343)]",3.0447037805223944,0.5,0.002,1.0,0.015,1.0,,,,
tier,786.3756755982309,867.9730782056023,4420.784968753118,3.104394235681769,100422272.99,319.7574797689374,753.2476578286003,"[np.float64(1456.802976205394), np.float64(461.58436279172656), np.float64(319.7574797689374), np.float64(774.845812548343)]",3.0447037805223944,0.5,0.002,1.0,0.015,1.25,,,,
tier,545.8658667295638,606.7908368144022,3205.263302315274,2.9932659608136003,73778305.18,211.92321434027141,513.8042672733116,"[np.float64(1025.4640668438835), np.float64(265.20286133182645), np.float64(211.92321434027141), np.float64(552.626926577265)]",2.9229866598695704,0.5,0.003,0.5,0.005,0.75,,,,
tier,689.6544979209893,772.1917324360004,4223.80949358885,2.890618846038772,97566873.95,239.8107979562436,639.4104308401686,"[np.float64(1323.7648546956466), np.float64(275.6939855583222), np.float64(239.8107979562436), np.float64(718.3720851504622)]",2.80171247118573,0.5,0.003,0.5,0.005,1.0,,,,
tier,689.6544979209893,772.1917324360004,4223.80949358885,2.890618846038772,97566873.95,239.8107979562436,639.4104308401686,"[np.float64(1323.7648546956466), np.float64(275.6939855583222), np.float64(239.8107979562436), np.float64(718.3720851504622)]",2.80171247118573,0.5,0.003,0.5,0.005,1.25,,,,
tier,531.9513354029746,592.1110158096002,3148.400362426648,2.9736044055577584,72363797.22,183.02102489063765,497.5025384839289,"[np.float64(1005.530387005369), np.float64(266.7389013796229), np.float64(183.02102489063765), np.float64(534.7198406600863)]",2.8794490321570057,0.5,0.003,0.5,0.0075,0.75,,,,
tier,661.4296959245434,742.8187964472016,4119.9710919337895,2.85074729062674,94779258.00999999,182.83872078289428,606.8028539657005,"[np.float64(1283.896930703869), np.float64(278.70451999785297), np.float64(182.83872078289428), np.float64(681.7712443781855)]",2.728096866325633,0.5,0.003,0.5,0.0075,1.0,,,,
tier,661.4296959245434,742.8187964472016,4119.9710919337895,2.85074729062674,94779258.00999999,182.83872078289428,606.8028539657005,"[np.float64(1283.896930703869), np.float64(278.70451999785297), np.float64(182.83872078289428), np.float64(681.7712443781855)]",2.728096866325633,0.5,0.003,0.5,0.0075,1.25,,,,
tier,478.5258150305423,535.8692923696,2933.041459738795,2.8887547538818894,68493657.69999997,160.42201960318556,441.75160218298976,"[np.float64(908.6536987333586), np.float64(217.78041576505228), np.float64(160.42201960318556), np.float64(480.1502746303624)]",2.7554041785094174,0.5,0.003,0.5,0.01,0.75,,,,
tier,553.2622863567786,630.303508464803,3718.910931145481,2.6798096819840524,87082059.14999998,136.24100397001473,494.4167259394635,"[np.float64(1089.1558328056346), np.float64(180.28635830715976), np.float64(136.24100397001473), np.float64(571.9837086750449)]",2.488547099758913,0.5,0.003,0.5,0.01,1.0,,,,
tier,553.2622863567786,630.303508464803,3718.910931145481,2.6798096819840524,87082059.14999998,136.24100397001473,494.4167259394635,"[np.float64(1089.1558328056346), np.float64(180.28635830715976), np.float64(136.24100397001473), np.float64(571.9837086750449)]",2.488547099758913,0.5,0.003,0.5,0.01,1.25,,,,
tier,441.2335137393203,498.8085310743991,2848.962086405798,2.7683258440760117,65222883.489999995,194.41526232020226,416.0602780671284,"[np.float64(805.4826480664258), np.float64(201.03130777367835), np.float64(194.41526232020226), np.float64(463.3118941082073)]",2.6945371923002255,0.5,0.003,0.5,0.0125,0.75,,,,
tier,477.9057846673209,556.1418192647993,3557.8515956045994,2.471540484036992,80545261.06999998,147.52807317365142,442.3766645088627,"[np.float64(881.9175613677676), np.float64(147.52807317365142), np.float64(202.30527213399313), np.float64(537.7557513600386)]",2.3753257283905986,0.5,0.003,0.5,0.0125,1.0,,,,
tier,477.9057846673209,556.1418192647993,3557.8515956045994,2.471540484036992,80545261.06999998,147.52807317365142,442.3766645088627,"[np.float64(881.9175613677676), np.float64(147.52807317365142), np.float64(202.30527213399313), np.float64(537.7557513600386)]",2.3753257283905986,0.5,0.003,0.5,0.0125,1.25,,,,
tier,384.1814540367572,441.32986721760057,2691.3316202394967,2.592782638475267,61198634.01999999,147.34949716946883,371.9436375556684,"[np.float64(783.2884291905935), np.float64(203.927089111855), np.float64(147.34949716946883), np.float64(353.2095347507562)]",2.5554468941164306,0.5,0.003,0.5,0.015,0.75,,,,
tier,362.41519763509575,440.9983037840016,3246.8955528630645,2.147526863003947,72458138.33999997,110.87283425451447,354.3314275833629,"[np.float64(837.129809748241), np.float64(153.29274574830671), np.float64(110.87283425451447), np.float64(316.0303205823893)]",2.1189778138652,0.5,0.003,0.5,0.015,1.0,,,,
tier,362.41519763509575,440.9983037840016,3246.8955528630645,2.147526863003947,72458138.33999997,110.87283425451447,354.3314275833629,"[np.float64(837.129809748241), np.float64(153.29274574830671), np.float64(110.87283425451447), np.float64(316.0303205823893)]",2.1189778138652,0.5,0.003,0.5,0.015,1.25,,,,
tier,554.5168650872207,617.1145735552018,3278.367569577439,2.9763099901111536,74660538.44000001,204.74102603518975,527.0747974387045,"[np.float64(1048.1760854882455), np.float64(314.14138127689847), np.float64(204.74102603518975), np.float64(541.2406969544845)]",2.9060989044917003,0.5,0.003,0.75,0.005,0.75,,,,
tier,698.9476409342072,782.5495886104023,4279.250871260343,2.891439595954081,98356393.57000001,233.24606985304786,653.3782162901623,"[np.float64(1347.2145864992258), np.float64(325.8283277620341), np.float64(233.24606985304786), np.float64(707.2238810463416)]",2.8071539134164385,0.5,0.003,0.75,0.005,1.0,,,,
tier,698.9476409342072,782.5495886104023,4279.250871260343,2.891439595954081,98356393.57000001,233.24606985304786,653.3782162901623,"[np.float64(1347.2145864992258), np.float64(325.8283277620341), np.float64(233.24606985304786), np.float64(707.2238810463416)]",2.8071539134164385,0.5,0.003,0.75,0.005,1.25,,,,
tier,554.5168650872207,617.1145735552018,3278.367569577439,2.9763099901111536,74660538.44000001,204.74102603518975,527.0747974387045,"[np.float64(1048.1760854882455), np.float64(314.14138127689847), np.float64(204.74102603518975), np.float64(541.2406969544845)]",2.9060989044917003,0.5,0.003,0.75,0.0075,0.75,,,,
tier,685.1391497061221,767.8841914072046,4219.3672585085105,2.8775203428746106,96909517.08999999,204.87415182024912,637.3039749716182,"[np.float64(1327.3876037066977), np.float64(327.39610680282914), np.float64(204.87415182024912), np.float64(689.558037556697)]",2.775177845285646,0.5,0.003,0.75,0.0075,1.0,,,,
tier,685.1391497061221,767.8841914072046,4219.3672585085105,2.8775203428746106,96909517.08999999,204.87415182024912,637.3039749716182,"[np.float64(1327.3876037066977), np.float64(327.39610680282914), np.float64(204.87415182024912), np.float64(689.558037556697)]",2.775177845285646,0.5,0.003,0.75,0.0075,1.25,,,,
tier,554.5168650872207,617.1145735552018,3278.367569577439,2.9763099901111536,74660538.44000001,204.74102603518975,527.0747974387045,"[np.float64(1048.1760854882455), np.float64(314.14138127689847), np.float64(204.74102603518975), np.float64(541.2406969544845)]",2.9060989044917003,0.5,0.003,0.75,0.01,0.75,,,,
tier,631.9759392572176,711.6442402632074,3995.079710198034,2.816485334732267,92991072.35,182.84224409056617,581.9197221600367,"[np.float64(1230.4664142542501), np.float64(278.6950455381785), np.float64(182.84224409056617), np.float64(635.6751847571521)]",2.6827810793875706,0.5,0.003,0.75,0.01,1.0,,,,
tier,631.9759392572176,711.6442402632074,3995.079710198034,2.816485334732267,92991072.35,182.84224409056617,581.9197221600367,"[np.float64(1230.4664142542501), np.float64(278.6950455381785), np.float64(182.84224409056617), np.float64(635.6751847571521)]",2.6827810793875706,0.5,0.003,0.75,0.01,1.25,,,,
tier,554.5168650872207,617.1145735552018,3278.367569577439,2.9763099901111536,74660538.44000001,204.74102603518975,527.0747974387045,"[np.float64(1048.1760854882455), np.float64(314.14138127689847), np.float64(204.74102603518975), np.float64(541.2406969544845)]",2.9060989044917003,0.5,0.003,0.75,0.0125,0.75,,,,
tier,594.6821594960885,674.5462024992071,3908.5430256117675,2.728769227992295,89717257.47999999,216.1087544631935,556.0646220161126,"[np.float64(1127.7147566920505), np.float64(261.88689309854396), np.float64(216.1087544631935), np.float64(618.5480838106624)]",2.6385071275106684,0.5,0.003,0.75,0.0125,1.0,,,,
tier,594.6821594960885,674.5462024992071,3908.5430256117675,2.728769227992295,89717257.47999999,216.1087544631935,556.0646220161126,"[np.float64(1127.7147566920505), np.float64(261.88689309854396), np.float64(216.1087544631935), np.float64(618.5480838106624)]",2.6385071275106684,0.5,0.003,0.75,0.0125,1.25,,,,
tier,554.5168650872207,617.1145735552018,3278.367569577439,2.9763099901111536,74660538.44000001,204.74102603518975,527.0747974387045,"[np.float64(1048.1760854882455), np.float64(314.14138127689847), np.float64(204.74102603518975), np.float64(541.2406969544845)]",2.9060989044917003,0.5,0.003,0.75,0.015,0.75,,,,
tier,537.4996063106939,616.8638839744059,3747.855231380881,2.602414926974431,85702246.24000001,169.9771764309484,512.1401533164423,"[np.float64(1105.4220661929319), np.float64(265.118108869566), np.float64(169.9771764309484), np.float64(508.04326177232264)]",2.5382276964733084,0.5,0.003,0.75,0.015,1.0,,,,
tier,537.4996063106939,616.8638839744059,3747.855231380881,2.602414926974431,85702246.24000001,169.9771764309484,512.1401533164423,"[np.float64(1105.4220661929319), np.float64(265.118108869566), np.float64(169.9771764309484), np.float64(508.04326177232264)]",2.5382276964733084,0.5,0.003,0.75,0.015,1.25,,,,
tier,707.5001002457511,792.9239061608044,4356.3997216374755,2.8778873782078773,99281976.50999999,226.1488418376841,666.5596042851922,"[np.float64(1369.7551880403716), np.float64(374.40694473160295), np.float64(226.1488418376841), np.float64(695.9274425311104)]",2.7934923968868985,0.5,0.003,1.0,0.005,1.0,,,,
tier,707.5001002457511,792.9239061608044,4356.3997216374755,2.8778873782078773,99281976.50999999,226.1488418376841,666.5596042851922,"[np.float64(1369.7551880403716), np.float64(374.40694473160295), np.float64(226.1488418376841), np.float64(695.9274425311104)]",2.7934923968868985,0.5,0.003,1.0,0.005,1.25,,,,
tier,707.5001002457511,792.9239061608044,4356.3997216374755,2.8778873782078773,99281976.50999999,226.1488418376841,666.5596042851922,"[np.float64(1369.7551880403716), np.float64(374.40694473160295), np.float64(226.1488418376841), np.float64(695.9274425311104)]",2.7934923968868985,0.5,0.003,1.0,0.0075,1.0,,,,
