kind,full_score,full_mean,full_std,full_sharpe,full_dvolume,min_cv_score,avg_cv_score,cv_scores,avg_cv_sharpe,low_scale,mid_cut,mid_scale,high_cut,high_scale,cap_move,min_scale,max_scale,b
tier,657.762301870018,746.6897016144013,4341.036856017306,2.719673019154391,98746403.49999999,156.9885912306491,611.0454099190422,"[np.float64(1325.6163169573429), np.float64(306.21371286407276), np.float64(156.9885912306491), np.float64(655.3630186241043)]",2.613339891614146,0.25,0.003,1.0,0.0075,1.0,,,,
tier,657.762301870018,746.6897016144013,4341.036856017306,2.719673019154391,98746403.49999999,156.9885912306491,611.0454099190422,"[np.float64(1325.6163169573429), np.float64(306.21371286407276), np.float64(156.9885912306491), np.float64(655.3630186241043)]",2.613339891614146,0.25,0.003,1.0,0.0075,1.25,,,,
tier,657.762301870018,746.6897016144013,4341.036856017306,2.719673019154391,98746403.49999999,156.9885912306491,611.0454099190422,"[np.float64(1325.6163169573429), np.float64(306.21371286407276), np.float64(156.9885912306491), np.float64(655.3630186241043)]",2.613339891614146,0.25,0.003,1.0,0.01,1.0,,,,
tier,657.762301870018,746.6897016144013,4341.036856017306,2.719673019154391,98746403.49999999,156.9885912306491,611.0454099190422,"[np.float64(1325.6163169573429), np.float64(306.21371286407276), np.float64(156.9885912306491), np.float64(655.3630186241043)]",2.613339891614146,0.25,0.003,1.0,0.01,1.25,,,,
tier,657.762301870018,746.6897016144013,4341.036856017306,2.719673019154391,98746403.49999999,156.9885912306491,611.0454099190422,"[np.float64(1325.6163169573429), np.float64(306.21371286407276), np.float64(156.9885912306491), np.float64(655.3630186241043)]",2.613339891614146,0.25,0.003,1.0,0.0125,1.0,,,,
tier,657.762301870018,746.6897016144013,4341.036856017306,2.719673019154391,98746403.49999999,156.9885912306491,611.0454099190422,"[np.float64(1325.6163169573429), np.float64(306.21371286407276), np.float64(156.9885912306491), np.float64(655.3630186241043)]",2.613339891614146,0.25,0.003,1.0,0.0125,1.25,,,,
tier,657.762301870018,746.6897016144013,4341.036856017306,2.719673019154391,98746403.49999999,156.9885912306491,611.0454099190422,"[np.float64(1325.6163169573429), np.float64(306.21371286407276), np.float64(156.9885912306491), np.float64(655.3630186241043)]",2.613339891614146,0.25,0.003,1.0,0.015,1.0,,,,
tier,657.762301870018,746.6897016144013,4341.036856017306,2.719673019154391,98746403.49999999,156.9885912306491,611.0454099190422,"[np.float64(1325.6163169573429), np.float64(306.21371286407276), np.float64(156.9885912306491), np.float64(655.3630186241043)]",2.613339891614146,0.25,0.003,1.0,0.015,1.25,,,,
tier,492.2546378174228,556.3686031048028,3174.782874083908,2.770885560048075,72694402.11,132.54140142280366,452.7146444728549,"[np.float64(985.7218151356456), np.float64(174.06802204808574), np.float64(132.54140142280366), np.float64(518.5273392848846)]",2.6649561572969107,0.25,0.004,0.5,0.005,0.75,,,,
tier,635.5709284194077,721.7694987263997,4202.778955245322,2.7153885392483055,96482970.88,160.91971582085455,578.6217464887565,"[np.float64(1283.8289056338263), np.float64(185.7836662033758), np.float64(160.91971582085455), np.float64(683.9546982969691)]",2.59884190013985,0.25,0.004,0.5,0.005,1.0,,,,
tier,635.5709284194077,721.7694987263997,4202.778955245322,2.7153885392483055,96482970.88,160.91971582085455,578.6217464887565,"[np.float64(1283.8289056338263), np.float64(185.7836662033758), np.float64(160.91971582085455), np.float64(683.9546982969691)]",2.59884190013985,0.25,0.004,0.5,0.005,1.25,,,,
tier,478.3365756028504,541.6927945288005,3117.101136158303,2.7477180687884033,71269008.94999997,105.37462382362708,436.8514145196243,"[np.float64(965.7720246768148), np.float64(175.56664776807273), np.float64(105.37462382362708), np.float64(500.69236180998263)]",2.6187107226590585,0.25,0.004,0.5,0.0075,0.75,,,,
tier,607.306668688866,692.4005751663977,4098.006379096436,2.671497635905596,93684469.73999998,108.2404132258327,547.0582567757571,"[np.float64(1243.926330753737), np.float64(188.64519722886922), np.float64(108.2404132258327), np.float64(647.4210858945894)]",2.5222577287793366,0.25,0.004,0.5,0.0075,1.0,,,,
tier,607.306668688866,692.4005751663977,4098.006379096436,2.671497635905596,93684469.73999998,108.2404132258327,547.0582567757571,"[np.float64(1243.926330753737), np.float64(188.64519722886922), np.float64(108.2404132258327), np.float64(647.4210858945894)]",2.5222577287793366,0.25,0.004,0.5,0.0075,1.25,,,,
tier,424.8757809169791,485.45935501040236,2898.473514973387,2.6482168378261703,67376384.24999996,83.61598780290339,381.6398637882451,"[np.float64(868.8423424536046), np.float64(127.96940886647181), np.float64(83.61598780290339), np.float64(446.13171603000075)]",2.469696518178475,0.25,0.004,0.5,0.01,0.75,,,,
tier,498.947671732173,579.8935711056004,3693.0758253476197,2.482733325695925,85964785.69999997,65.22676243227257,437.039521923613,"[np.float64(1049.0343610544137), np.float64(96.33643836149986), np.float64(65.22676243227257), np.float64(537.5605258462658)]",2.2521807676963195,0.25,0.004,0.5,0.01,1.0,,,,
tier,498.947671732173,579.8935711056004,3693.0758253476197,2.482733325695925,85964785.69999997,65.22676243227257,437.039521923613,"[np.float64(1049.0343610544137), np.float64(96.33643836149986), np.float64(65.22676243227257), np.float64(537.5605258462658)]",2.2521807676963195,0.25,0.004,0.5,0.01,1.25,,,,
tier,387.4262884791918,448.4005412880003,2812.644431334628,2.5207008015755705,64100278.57999999,112.00733046841212,355.4919446487561,"[np.float64(765.5778542301729), np.float64(112.00733046841212), np.float64(115.11259705898188), np.float64(429.26999683745737)]",2.402664832634646,0.25,0.004,0.5,0.0125,0.75,,,,
