adds,removes,excluded,n_active,full_score,full_mean,full_std,full_sharpe,test_score,test_mean,test_std,test_sharpe,cv_mean_score,cv_min_score,cv_mean_sharpe
FWWG,"SMAH,HRND","1,5,10,17,18,34,38",44,815.4019508087036,888.7632228912031,4215.058758335584,3.333899058192371,797.4720069537348,870.1046863020002,4151.928070188284,3.3135359825439528,784.9822767429879,388.16695741479856,3.2458169293815313
FWWG,"FARS,EORC","1,5,13,17,18,34,48",44,809.0407993685077,883.395330459204,4234.416872947129,3.298613956098181,772.38995873335,846.8015522220021,4155.790467673213,3.2217957714875247,790.7373649180106,445.1103304534624,3.2569823051529365
FWWG,"FARS,LSST","1,2,5,17,18,34,48",44,810.3791869595556,884.984524503197,4245.6725048270455,3.2957874026428233,798.6833451475046,871.8980013219978,4173.951380350522,3.3028458171624284,789.7369725973277,449.3674194949639,3.24242147289792
FWWG,"FARS,HETT","1,5,7,17,18,34,48",44,813.6384006592948,888.9003252392006,4274.595365982817,3.287971608950214,795.4191321492012,869.8449791219936,4207.031286456109,3.2691596020958276,789.5091861524689,439.00361119739074,3.223932014037271
FWWG,"FARS,ITPA","1,5,17,18,34,43,48",44,814.1548125484742,888.8838065352021,4258.004042613987,3.3007218590686125,787.2879343919542,860.9387767719967,4163.555274483297,3.2694743807582163,787.7215609141413,417.59419960342154,3.231092353288524
FWWG,"FARS,NPCK","1,5,11,17,18,34,48",44,808.7761685431082,883.6019201672008,4249.50188682419,3.287673105041057,788.5488966378599,862.5726923319942,4178.6603318309635,3.2638383340882413,787.2205567625044,444.4433243098249,3.235855156459405
FWWG,"FARS,CCNS","1,5,17,18,32,34,48",44,815.1693612251959,890.3852083792067,4276.403660416874,3.2920714191038933,788.4548289970829,862.56046868201,4181.159897644388,3.261840933414449,785.3520034464577,407.25315330796127,3.216913354912612
FWWG,"FARS,HRND","1,5,17,18,34,38,48",44,814.2992902092582,888.8775529312068,4253.300296746761,3.304348896325823,787.122585170715,861.0928080920025,4173.757794595109,3.2620658461389627,784.7659557235972,394.1087669610389,3.2212059966322495
FWWG,"EORC,LSST","1,2,5,13,17,18,34",44,804.543060290432,878.502845671209,4211.495602080362,3.2981987703942086,771.5895846810323,845.9549176520097,4152.496822428762,3.221127495090846,785.4784381350872,451.4855825975641,3.2534014555937176
FWWG,"EORC,HETT","1,5,7,13,17,18,34",44,807.8352566423629,882.4186464072052,4239.399441129013,3.291094424103603,768.2906192279011,843.9018954520079,4185.935052082215,3.1876415641400895,785.2921195680536,441.1822928033799,3.235689486018731
FWWG,"EORC,ITPA","1,5,13,17,18,34,43",44,808.3734397098259,882.4021277032039,4222.11987169193,3.304501791185159,760.2417730901682,834.9956931020064,4139.952525492486,3.189032012292431,783.5263376548019,419.83703608636677,3.243224265237657
FWWG,"EORC,NPCK","1,5,11,13,17,18,34",44,802.936844981651,877.1202413351983,4215.429209607698,3.2899351483996626,761.3914039237538,836.6296086620004,4158.325315375968,3.1811545762480287,782.9691428482489,446.59951086402157,3.2469432643613607
FWWG,"EORC,CCNS","1,5,13,17,18,32,34",44,809.3828715616372,883.9035295471996,4240.686895046867,3.295631644599641,761.3903364973565,836.6173850119928,4157.95917193754,3.1813882211583855,781.1566758190269,409.48113319509156,3.228923775681682
FWWG,"EORC,HRND","1,5,13,17,18,34,38",44,808.49581763973,882.3958740992043,4218.100950674155,3.3076268120641985,760.0472585172267,835.1497244220064,4150.889253325209,3.181216307228442,780.5206926450487,396.2420043283138,3.2326391653372673
FWWG,"LSST,HETT","1,2,5,7,17,18,34",44,809.1448915270342,884.0078404512001,4251.541651395928,3.2876053846898934,794.6349126131852,868.9983445520036,4203.246352247219,3.2689186183804213,784.259058246924,445.40150114496413,3.2201830806887584
FWWG,"LSST,ITPA","1,2,5,17,18,34,43",44,809.697430194507,883.9913217472019,4233.8276918560805,3.3012987443029354,786.5418850434684,860.0921422020078,4158.590477069461,3.2701587015709705,782.5259500367716,424.07312097843476,3.228149601822874
FWWG,"LSST,NPCK","1,2,5,11,17,18,34",44,804.2828495507576,878.7094353792006,4226.442245188694,3.287307688212308,787.7770907137909,861.7260577620007,4174.491803048856,3.26389078025679,781.9702769771638,450.83770227717287,3.2320665072162473
FWWG,"LSST,CCNS","1,2,5,17,18,32,34",44,810.7312964863382,885.4927235911949,4251.628635421611,3.293060257809195,787.7596975581416,861.713834111992,4174.624580338019,3.2637406725202482,780.1794956788347,413.7721310496682,3.214102177124494
FWWG,"LSST,HRND","1,2,5,17,18,34,38",44,809.8429029925941,883.9850681432066,4229.092413816493,3.3049717993617977,786.3527165002888,860.2461735220184,4169.52949766316,3.262163342768819,779.5491488795707,400.54478643648986,3.218160849573344
FWWG,"HETT,ITPA","1,5,7,17,18,34,43",44,812.9790899984055,887.9071224831986,4262.0645278564225,3.2939539504639748,783.2624536385459,858.0391200020025,4191.857288338763,3.236462687173415,782.3033236491118,413.70995606389073,3.2102963974895955
FWWG,"HETT,NPCK","1,5,7,11,17,18,34",44,807.5726330325026,882.6252361152,4254.401060689587,3.280257346042892,784.5001783109257,859.673035562,4207.627789515106,3.230472099006809,781.7720979424763,440.5335137260339,3.214355764220047
FWWG,"HETT,CCNS","1,5,7,17,18,32,34",44,813.9700161044826,889.4085243272009,4281.181441297616,3.2847903619692795,784.4113809551128,859.6608119120007,4209.948672263343,3.2286452786727495,779.8930472605839,403.31199545574407,3.195716315945523
FWWG,"HETT,HRND","1,5,7,17,18,34,38",44,813.1192338485147,887.9008688792037,4257.501860485663,3.2974607811216647,783.1011392290482,858.1931513220072,4201.873674062294,3.2293272490405327,779.3380208817312,390.1888072283003,3.200337656852989
FWWG,"ITPA,NPCK","1,5,11,17,18,34,43",44,808.0977597844982,882.6087174111973,4237.564660008528,3.2932286037774325,776.3919527824021,850.7668332119949,4163.448363050126,3.2309286870890133,779.9973050029869,419.1531796035437,3.221842943190772
FWWG,"ITPA,CCNS","1,5,17,18,32,34,43",44,814.515865615811,889.3920056232112,4263.685627318306,3.298208072019122,776.3123351210556,850.7546095620119,4165.488008871491,3.2293002529037182,778.1215761655538,381.896008943582,3.203495759884026
FWWG,"ITPA,HRND","1,5,17,18,34,38,43",44,813.6173432928691,887.8843501752028,4241.449176416868,3.3098791575573103,774.9659595242657,849.2869489720022,4158.520845648484,3.229130315190132,777.4896889911641,368.64142494368195,3.2069498344367466
FWWG,"NPCK,CCNS","1,5,11,17,18,32,34",44,809.1218109181434,884.1101192551926,4255.652812336905,3.2848094082588464,777.5655267616474,852.388525121992,4180.773636046575,3.2236727283398894,777.6296552242728,408.79732521394317,3.2080332528744506
FWWG,"NPCK,HRND","1,5,11,17,18,34,38",44,808.2580598308392,882.6024638071982,4232.376163493315,3.297242431073768,776.227753873123,850.9208645319939,4173.542753964652,3.2236977061329015,777.0468130292575,395.6279806058467,3.2124263965952453
FWWG,"CCNS,HRND","1,5,17,18,32,34,38",44,814.6895699031791,889.3857520192038,4258.074898315231,3.302530793898415,776.195478852649,850.9086408820039,4174.129728091928,3.2231980810230083,775.1638767918025,358.3077302320297,3.194278028623317
DIHO,"SMAH,FARS","1,5,10,18,34,36,48",44,814.317870992489,888.8737695032037,4252.595899221674,3.3048821597698637,801.7417835833883,875.0414875120099,4183.429936899129,3.3072433259522973,793.098352977936,433.5030677788198,3.2512941793218273
DIHO,"SMAH,EORC","1,5,10,13,18,34,36",44,808.5134281532901,882.3920906712059,4217.426325324261,3.3081417203230994,774.6389961908259,849.0984038420022,4162.345622674911,3.225446847958574,788.8889793074079,435.7434915442362,3.2631478774573077
DIHO,"SMAH,LSST","1,2,5,10,18,34,36",44,809.8635333913314,883.9812847151975,4228.32411588625,3.3055581739337674,801.0037295346133,874.194852941999,4178.20925726769,3.3081718553039337,787.9024584177422,440.01337521381754,3.248456482311659
DIHO,"SMAH,HETT","1,5,7,10,18,34,36",44,813.1491849749651,887.8970854512075,4256.444927152925,3.298265531335149,797.7304261506608,872.1418307420041,4211.616265656735,3.274223544940807,787.6984453459254,429.6606379419177,3.230597142905847
DIHO,"SMAH,ITPA","1,5,10,18,34,36,43",44,813.6495750942942,887.8805667471969,4240.3185628263145,3.310747576534506,789.6178438769526,863.2356283919955,4167.563787923533,3.275043745023906,785.8951378086197,408.23102832580696,3.2375216883119657
DIHO,"SMAH,NPCK","1,5,10,11,18,34,36",44,808.247971927351,882.5986803792017,4232.563884338754,3.297082059628827,790.7951534695594,864.8695439520059,4185.262016522678,3.2673672842970296,785.380495167564,435.04477343896497,3.2418640424082703
DIHO,"SMAH,CCNS","1,5,10,18,32,34,36",44,814.6725905003003,889.381968591203,4258.477263190406,3.302204704652411,790.7685992190211,864.8573203019937,4185.677960311117,3.266996421077745,783.5393726814141,397.96395092419465,3.223159224363515
DIHO,"SMAH,HRND","1,5,10,18,34,36,38",44,813.8511890499921,887.8743131431975,4233.82302079775,3.315803579528273,789.4985726444812,863.389659711998,4176.353010620107,3.2687344987178624,782.9825455906483,384.7685637953105,3.2286260809186604
DIHO,"FARS,EORC","1,5,13,18,34,36,48",44,807.4441196353184,882.5064207112067,4254.44170256696,3.2797844397378757,764.3682243912116,840.0865256320045,4180.643565729927,3.1772462909675565,788.6962240419462,441.6999489087802,3.2390462709592844
DIHO,"FARS,LSST","1,2,5,18,34,36,48",44,808.8236057661777,884.095614755204,4264.411300562242,3.278009102481044,790.7133494897,865.1829747320037,4198.1506364000425,3.2585167016531154,787.7407201833726,446.00151262586417,3.225510463803209
DIHO,"FARS,HETT","1,5,7,18,34,36,48",44,812.075607704893,888.0114154912023,4293.521369337388,3.2702045938759414,787.4427707414302,863.129952531996,4231.047094674771,3.2255095554826605,787.5065866461115,435.6288963100096,3.207207285730683
DIHO,"FARS,ITPA","1,5,18,34,36,43,48",44,812.5787139269983,887.9948967871974,4277.401595416783,3.2824675937168637,779.3205678913963,854.223750181992,4187.296478171482,3.2255808683092995,785.7038364590757,414.1984494905482,3.2138543868951195
DIHO,"FARS,NPCK","1,5,11,18,34,36,48",44,807.19337743846,882.7130104192006,4269.044406705188,3.269330753276214,780.5638810986591,855.8576657419943,4202.8790035989605,3.219768609020389,785.2085746814066,441.05941460727064,3.218577945586916
DIHO,"FARS,CCNS","1,5,18,32,34,36,48",44,813.5882922822527,889.4962986312057,4295.914181897073,3.273848306627226,780.4646381047611,855.8454420920008,4205.514297654568,3.2177050540451693,783.3251157834552,403.8681345591276,3.199491271025158
DIHO,"FARS,HRND","1,5,18,34,36,38,48",44,812.734594968511,887.9886431831969,4272.361337289626,3.286316894959642,779.1274189447124,854.3777815019945,4198.266508162419,3.2177325647801083,782.7520834853835,390.7002707176593,3.204160256748911
DIHO,"EORC,LSST","1,2,5,13,18,34,36",44,802.9705420072349,877.6139359232029,4230.769820580351,3.2798510218191157,763.570149208322,839.239891061997,4177.2722247033425,3.176605947935282,783.4671122955631,448.1280619076679,3.2359554492336735
DIHO,"EORC,HETT","1,5,7,13,18,34,36",44,806.2555313947406,881.5297366592065,4258.863366415108,3.2727532597013274,760.264725378141,837.1868688620021,4210.519477571253,3.1438131884806393,783.2742434840312,437.81559934325884,3.2184237759467633
DIHO,"EORC,ITPA","1,5,13,18,34,36,43",44,806.7802650279975,881.5132179552,4242.064537317364,3.2856519882718596,752.224793068641,828.2806665119901,4164.281561612091,3.1449043602208633,781.493261851663,416.4487749744582,3.2254070370236643
DIHO,"EORC,NPCK","1,5,11,13,18,34,36",44,801.3369008225931,876.2313315872024,4235.512557859439,3.2710170577538835,753.3561996571508,829.9145820719947,4183.112945784878,3.1369226419988827,780.9417752340761,443.2237020279944,3.2291109398017324
DIHO,"EORC,CCNS","1,5,13,18,32,34,36",44,807.7847370588237,883.0146197992075,4260.742315546981,3.276820327298574,753.350134999843,829.9023584219988,4182.899907029613,3.1370362027411987,779.1142432914364,406.10342595794197,3.210918757472671
DIHO,"EORC,HRND","1,5,13,18,34,36,38",44,806.9141474034961,881.506964351201,4237.703736507801,3.2890097491192507,752.0018519571157,828.4346978319913,4175.9841807179855,3.136674403555847,778.4913441931965,392.8405282776687,3.215036363193207
DIHO,"LSST,HETT","1,2,5,7,18,34,36",44,807.6062678090341,883.1189307032028,4269.718578709733,3.2703177204227374,786.6608911223292,862.2833179620036,4227.187520838942,3.2252878062361727,782.2864682854411,442.0793530984391,3.203936717887508
DIHO,"LSST,ITPA","1,2,5,18,34,36,43",44,808.1454294838915,883.1024119992046,4252.48080861444,3.2835127949887175,778.5770122463973,853.3771156120079,4182.262688416904,3.226262419948898,780.537919296955,420.72965298516584,3.2113773029122985
DIHO,"LSST,NPCK","1,2,5,11,18,34,36",44,802.7242606889259,877.8205256311954,4245.2347442708,3.2694449247913258,779.7944637931885,855.011031171988,4198.637723157249,3.219832790240765,779.9883412923034,447.5065888103825,3.2152758213319492
DIHO,"LSST,CCNS","1,2,5,18,32,34,36",44,809.1742190785176,884.6038138431995,4270.401218467001,3.2752928068200364,779.7721265908388,854.9988075219921,4198.920095857,3.219570230885241,778.1821563150786,410.4390302852926,3.1971361156187905
DIHO,"LSST,HRND","1,2,5,18,34,36,38",44,808.3023784713724,883.0961583952038,4247.406355461086,3.287412387424506,778.3599383937235,853.5311469319998,4193.96601607829,3.217840187370957,777.5649902582975,397.1882523816184,3.2015880087209765
DIHO,"HETT,ITPA","1,5,7,18,34,36,43",44,811.4198274749144,887.0182127352035,4280.9089720379525,3.2761708980694357,775.2911298010325,851.324093412013,4215.348454933392,3.193239172207943,780.3091650570487,410.3584504250865,3.193694724446657
DIHO,"HETT,NPCK","1,5,7,11,18,34,36",44,806.0067778692617,881.7363263672036,4273.385525692865,3.262395903980443,776.5111529669745,852.9580089719908,4231.590382286057,3.187087847780594,779.7837070620302,437.19325521644976,3.1977299570497335
DIHO,"HETT,CCNS","1,5,7,18,32,34,36",44,812.405758466943,888.5196145792063,4300.137966439553,3.2670413713861235,776.4172004137389,852.9457853220007,4234.047241054407,3.1851928529579174,777.889932651307,399.9714259423696,3.1789297510989964
DIHO,"HETT,HRND","1,5,7,18,34,36,38",44,811.5713893619441,887.0119591312041,4276.008849360121,3.27990212541602,775.1020441534697,851.4781247319945,4226.128928070381,3.1856697911858034,777.3479505033672,386.8253273325073,3.1839274569841756
DIHO,"ITPA,NPCK","1,5,11,18,34,36,43",44,806.5185020789531,881.7198076632033,4257.024252836702,3.2748731093595955,768.4119305698206,844.0518066220125,4187.139813815096,3.187290478453819,777.9937171089275,415.79187289016744,3.2046856449847803
DIHO,"ITPA,CCNS","1,5,18,32,34,36,43",44,812.9382860845059,888.5030958751971,4283.117194425861,3.2799633579174223,768.3271299517211,844.0395829719934,4189.318628218078,3.1855866722000368,776.1040208779127,378.5370885528271,3.186169763288418
DIHO,"ITPA,HRND","1,5,18,34,36,38,43",44,812.0562012716368,886.9954404271999,4260.425621857131,3.291837617753637,766.9756921826329,842.5719223819975,4182.502954916244,3.1852295096430754,775.4853990788296,365.2602611985266,3.1900255087993834
DIHO,"NPCK,CCNS","1,5,11,18,32,34,36",44,807.537551941614,883.2212095072045,4275.227071218377,3.2664822865368497,769.5625672907394,845.673498531999,4205.0801288668345,3.1797900756350423,775.6169194456215,405.4466476421823,3.1906717880959214
DIHO,"NPCK,HRND","1,5,11,18,34,36,38",44,806.6902625112623,881.7135540592037,4251.499880194916,3.279105201975514,768.2197411007616,844.2058379419987,4198.002494163953,3.17962324417267,775.0470578737979,392.2539701460068,3.1954597879949125
DIHO,"CCNS,HRND","1,5,18,32,34,36,38",44,813.1233588094598,888.4968422711994,4277.174489397432,3.284497420445651,768.1824364140803,844.1936142919958,4198.736414304755,3.1790214292058856,773.1511371089913,354.93996336037935,3.1771307687100663
AENO,"SMAH,FARS,EORC","5,10,13,17,18,34,36,48",43,817.7342054200853,889.6757088831987,4172.394939245783,3.371446926719222,796.8222946151681,867.9192441119947,4099.15242303939,3.3477672372701783,799.3920198789074,450.31533299256563,3.323378985049399
AENO,"SMAH,FARS,LSST","2,5,10,17,18,34,36,48",43,819.0537176891459,891.264902927204,4184.300370376724,3.3678594297056716,823.0436856789994,893.0156932119955,4116.9900622645655,3.4296458506275105,798.3778044383045,454.5900839017519,3.3082475787571917
AENO,"SMAH,FARS,HETT","5,7,10,17,18,34,36,48",43,822.3276278531348,895.1807036632036,4212.910390392349,3.359684492060043,819.7610605337277,890.9626710120024,4151.746028213502,3.393116211154134,798.1681662942618,444.21884025548303,3.289093783858565
AENO,"SMAH,FARS,ITPA","5,10,17,18,34,36,43,48",43,822.8111791549419,895.1641849591999,4197.115295252246,3.3722658363488973,811.6179981221826,882.056468661995,4108.6156651975225,3.3944614112777334,796.3652320351048,422.81590361179457,3.2959870537487923
AENO,"SMAH,FARS,NPCK","5,10,11,17,18,34,36,48",43,817.4616078350448,889.8822985912026,4187.937783548745,3.3597143253519075,812.8862192231804,883.6903842220001,4123.67714594932,3.3883282585250996,795.8671780185289,449.5818962486407,3.3014741892340216
AENO,"SMAH,FARS,CCNS","5,10,17,18,32,34,36,48",43,823.8580663444568,896.6655868031995,4214.658859310034,3.3638612856245715,812.8175392091432,883.6781605719932,4125.43806206917,3.3868351238242957,794.0464014553659,412.5861499041815,3.281613476349753
AENO,"SMAH,FARS,HRND","5,10,17,18,34,36,38,48",43,822.9932515856442,895.157931355199,4191.156478352315,3.377036795533752,811.4980047280422,882.2104999819986,4117.622988246323,3.387627477822115,793.4605079336721,399.4241253027716,3.286957604441476
AENO,"SMAH,EORC,LSST","2,5,10,13,17,18,34,36",43,813.2539731589037,884.7832240952011,4148.92539610087,3.3718733847052085,796.0697101829444,867.0726095420052,4094.3782675823245,3.3484013490009716,794.1609044664108,456.74271976751317,3.3206730087730865
AENO,"SMAH,EORC,HETT","5,7,10,13,17,18,34,36",43,816.5607962113559,888.6990248312005,4176.506698284726,3.364430223458415,792.7519719202295,865.0195873419999,4129.515902418932,3.3120493797558113,793.9933476414457,446.43327521447105,3.302325505136412
AENO,"SMAH,EORC,ITPA","5,10,13,17,18,34,36,43",43,817.0659120049086,888.6825061271983,4160.0152343996715,3.3777049815468216,784.6913029118614,856.1133849920006,4083.8344193263642,3.314615571972557,792.2126763511235,425.09693014519223,3.309614275882116
AENO,"SMAH,EORC,NPCK","5,10,11,13,17,18,34,36",43,811.6587780871571,883.4006197592004,4152.668079529691,3.3635701088344674,785.8492962150514,857.7473005519953,4102.21244625605,3.3060636938499552,791.6578905890331,451.77264302080727,3.314026527825911
AENO,"SMAH,EORC,CCNS","5,10,13,17,18,32,34,36",43,818.1078419754953,890.183907971202,4177.726479813421,3.3690677204703405,785.8730749725754,857.7350769020023,4101.064749588018,3.3069417793299767,789.8947791333758,414.8539273205059,3.2950987560106912
AENO,"SMAH,EORC,HRND","5,10,13,17,18,34,36,38",43,817.226187108342,888.6762525231992,4154.739102107976,3.3819705538795968,784.5433240550326,856.2674163120065,4093.5819314234045,3.3073178540144976,789.2584731125339,401.59689572286374,3.2998676036977517
AENO,"SMAH,LSST,HETT","2,5,7,10,17,18,34,36",43,817.8514751095605,890.2882188752019,4189.313582088652,3.3601430049269716,819.0233318546627,890.1160364420049,4146.493711186458,3.394185850812207,792.9461050268978,450.66983175083095,3.2862001095869933
AENO,"SMAH,LSST,ITPA","2,5,10,17,18,34,36,43",43,818.3709965065044,890.2717001712001,4172.381665185335,3.373716182800902,810.9184593884152,881.2098340919974,4102.152152012995,3.396546579704949,791.1985333828198,429.3515395909859,3.293937098873559
AENO,"SMAH,LSST,NPCK","2,5,10,11,17,18,34,36",43,812.9857282787224,884.9898138032008,4164.332372132713,3.360182698665302,812.1611175669779,882.8437496520025,4118.026251809521,3.389727136534227,790.6447720801223,456.0282458662001,3.2985451292004733
AENO,"SMAH,LSST,CCNS","2,5,10,17,18,32,34,36",43,819.437342211575,891.7731020152056,4189.315045206667,3.365746104089701,812.1682465509002,882.8315260020038,4117.387383126005,3.390206158169329,788.9036289997999,419.16465569109624,3.279707311830651
AENO,"SMAH,LSST,HRND","2,5,10,17,18,34,36,38",43,818.5542824953925,890.2654465672023,4166.382761731435,3.378550044846746,810.7749306066561,881.3638654119969,4111.9081384361525,3.389080164534037,788.2737980787687,405.92033178642697,3.2847848857187163
AENO,"SMAH,HETT,ITPA","5,7,10,17,18,34,36,43",43,821.6673869447308,894.1875009072013,4200.295194217058,3.3660362276605618,807.6205023621729,879.1568118920014,4137.099326629911,3.3600086999792143,790.9931394755798,418.97775870817804,3.275451327106005
AENO,"SMAH,HETT,NPCK","5,7,10,11,17,18,34,36",43,816.2901559301822,888.9056145392053,4191.967590783249,3.3528006908211307,808.865671103714,880.790727452003,4152.8346707135925,3.35349834698129,790.4649772126447,445.7178385283359,3.2802107101558517
AENO,"SMAH,HETT,CCNS","5,7,10,17,18,32,34,36",43,822.6905781980927,895.6889027512032,4218.571188337669,3.357080965542475,808.8021885658796,880.7785038019985,4154.419585136482,3.3521724624236375,788.6331581039984,408.6903532619896,3.2606406221815005
AENO,"SMAH,HETT,HRND","5,7,10,17,18,34,36,38",43,821.84515623207,894.181247303199,4194.479539584748,3.3706796705084647,807.5044516747513,879.3108432119968,4145.925767563001,3.3534428638209626,788.078664270591,395.54998248988966,3.2663378085829278
AENO,"SMAH,ITPA,NPCK","5,10,11,17,18,34,36,43",43,816.7822546663524,888.8890958352026,4175.924820307837,3.3656186965546455,800.745465079296,871.8845251020026,4108.99668800411,3.3550050843626056,788.6748715081246,424.3447426579044,3.2874464809481205
AENO,"SMAH,ITPA,CCNS","5,10,17,18,32,34,36,43",43,823.2036402757999,895.6723840472047,4201.853570329576,3.3703753873080227,800.6913199427582,871.8723014520039,4110.288547217646,3.3539035881892185,786.8453478474386,387.2751693776171,3.2681622987545227
AENO,"SMAH,ITPA,HRND","5,10,17,18,34,36,38,43",43,822.3103740297735,894.1647285991995,4179.229306009995,3.382916967122991,799.3579786513791,870.4046408620022,4102.913726136697,3.3542761739917304,786.2125643752404,373.9987309483835,3.2726487029990734
AENO,"SMAH,NPCK,CCNS","5,10,11,17,18,32,34,36",43,817.8387777677547,890.3904976792003,4193.151246386351,3.3574533974462186,801.9517776761709,873.5062170120032,4125.533984804502,3.347771714218646,786.3580889489674,414.10100286751634,3.273447535801896
AENO,"SMAH,NPCK,HRND","5,10,11,17,18,34,36,38",43,816.9804056513525,888.882842231198,4169.466714511758,3.370808003708749,800.6269194881814,872.0385564219969,4117.893322340582,3.348348087137122,785.7755743256388,400.91366321295436,3.2789199903992206
AENO,"SMAH,CCNS,HRND","5,10,17,18,32,34,36,38",43,823.4149290192825,895.6661304432014,4194.974490334627,3.375878687457836,800.6195427667258,872.0263327719946,4117.714822694678,3.3484462984238896,783.9364715851789,363.7723318621435,3.2598102966301696
AENO,"FARS,EORC,LSST","2,5,13,17,18,34,36,48",43,812.2070684862903,884.897554135202,4185.7029277238835,3.342678416622669,785.7864922112486,858.0607313319982,4114.598999725978,3.297315585236407,793.9748689130272,462.6783047437041,3.2957973296370016
AENO,"FARS,EORC,HETT","5,7,13,17,18,34,36,48",43,815.4800161225179,888.8133548711995,4214.292191727586,3.334693571658008,782.4712237477859,856.0077091319952,4149.205333392099,3.261990957322689,793.7765652048492,452.3486745981678,3.276992816794245
AENO,"FARS,EORC,ITPA","5,13,17,18,34,36,43,48",43,815.9878546247292,888.7968361672007,4197.813453457632,3.347721868303647,774.4011672371115,847.1015067820001,4103.842442915845,3.263734180896554,791.996354995473,431.0100991509933,3.2839823799355057
AENO,"FARS,EORC,NPCK","5,11,13,17,18,34,36,48",43,810.597047814345,883.5149497992,4189.850049288735,3.3341522432874307,775.6258531821151,848.7354223419993,4120.057777297638,3.2571594993821713,791.4615686926852,457.7351468884761,3.288792181204578
AENO,"FARS,EORC,CCNS","5,13,17,18,32,34,36,48",43,817.0162218903898,890.2982380111984,4215.886234543911,3.3390016621910332,775.5763052471384,848.7231986919983,4121.181622151977,3.256224375630515,789.6548397158435,420.70312436534624,3.2694619000232152
AENO,"FARS,EORC,HRND","5,13,17,18,34,36,38,48",43,816.1022688301952,888.7905825632026,4194.0099161641365,3.350734333001109,774.1782230382058,847.255538102006,4115.809227311914,3.2548365492923597,789.002959359135,407.4742503180928,3.273408457407207
AENO,"FARS,LSST,HETT","2,5,7,17,18,34,36,48",43,816.8002267722875,890.4025489152014,4226.143429402996,3.331287894066201,808.7231029832128,881.1041582319967,4167.827975641247,3.3426235585332895,792.7607334375834,456.61740090343585,3.2620678954181175
AENO,"FARS,LSST,ITPA","2,5,17,18,34,36,43,48",43,817.3224599211255,890.3860302112042,4209.224313331626,3.344616065417403,800.608606838532,872.1979558820057,4123.814755463456,3.3441513194501127,791.013228448712,435.29709565568305,3.269507339222062
AENO,"FARS,LSST,NPCK","2,5,11,17,18,34,36,48",43,811.9535568575908,885.1041438432036,4200.564829013757,3.3316294057232554,801.9170647942191,873.8318714420026,4137.541053809073,3.3393010122041495,790.479432670717,462.02265962964975,3.274527709185431
AENO,"FARS,LSST,CCNS","2,5,17,18,32,34,36,48",43,818.3751252135872,891.8874320552004,4226.529104460575,3.336538838448465,801.8522859180674,873.819647791998,4139.161916678971,3.337946674777488,788.6947888354376,425.04566755448644,3.255261125896504
AENO,"FARS,LSST,HRND","2,5,17,18,34,36,38,48",43,817.4599224228028,890.3797766072024,4204.699395667394,3.3481918820783565,800.3916922828571,872.3519872020046,4135.775348419881,3.3350689635334665,788.0493416515014,411.82975931694057,3.259526494341421
AENO,"FARS,HETT,ITPA","5,7,17,18,34,36,43,48",43,820.5852158057162,894.3018309472014,4238.136819195856,3.336407980793555,797.313176204988,870.144933681995,4158.220590269092,3.3086747385775426,790.7775357263828,424.9035156033041,3.2505903574577992
AENO,"FARS,HETT,NPCK","5,7,11,17,18,34,36,48",43,815.2240871370531,889.0199445791981,4229.207547404741,3.3237053025597008,798.6240811896322,871.7788492419943,4171.8285371605125,3.3040748858792166,790.268954561504,451.6919517948711,3.2557381267741428
AENO,"FARS,HETT,CCNS","5,7,17,18,32,34,36,48",43,821.5950114864829,895.8032327912024,4256.7656752073235,3.327383707613016,798.4884075610764,871.7666255919991,4175.643229365823,3.301010136118161,788.3946312642054,414.5529543558351,3.235789637500111
AENO,"FARS,HETT,HRND","5,7,17,18,34,36,38,48",43,820.7174001017709,894.2955773432029,4233.784798305322,3.33981420944184,797.1239703353929,870.2989650020044,4169.239911977466,3.3005140418846386,787.8239599229055,401.4392327620784,3.2406599541571577
AENO,"FARS,ITPA,NPCK","5,11,17,18,34,36,43,48",43,815.7189603592973,889.0034258752023,4213.17135479496,3.336294013129597,790.4947133373655,862.8726468920021,4128.291080422865,3.304809231811046,788.4795313105135,430.31774068651225,3.2626785627622668
AENO,"FARS,ITPA,CCNS","5,17,18,32,34,36,43,48",43,822.110728331443,895.7867140872057,4240.064283969741,3.3404284988593176,790.3676766290868,862.8604232419998,4131.837624163845,3.301925787577135,786.6068234530262,393.13537228956443,3.243007658151945
AENO,"FARS,ITPA,HRND","5,17,18,34,36,38,43,48",43,821.1853905413136,894.2790586392016,4218.54160412491,3.3518203143071577,788.9667407862169,861.3927626520052,4126.569754540486,3.3005174418389127,785.9584373201858,379.8872649393405,3.246682070665268
AENO,"FARS,NPCK,CCNS","5,11,17,18,32,34,36,48",43,816.7618597929729,890.5048277192042,4230.764623323212,3.328031424206932,791.6945035940842,864.4943388020038,4144.942794912139,3.297718774661109,786.1394289874884,420.01032599849077,3.248659383720349
AENO,"FARS,NPCK,HRND","5,11,17,18,34,36,38,48",43,815.8712005335674,888.997172271201,4208.190653253358,3.3402192646056723,790.3023666536316,863.0266782120021,4139.399982049861,3.2965284781294,785.5410585997149,406.85090032619166,3.2532971444964156
