adds,removes,excluded,n_active,full_score,full_mean,full_std,full_sharpe,test_score,test_mean,test_std,test_sharpe,cv_mean_score,cv_min_score,cv_mean_sharpe
none,"FARS,HRND","1,5,17,18,34,36,38,48",43,818.7181077770653,891.3263487351965,4196.937570562325,3.357950116169002,788.7162116959169,861.2730384519953,4130.376233158825,3.2970174326215624,788.6765205216568,402.08633660977813,3.272452465260233
none,"EORC,LSST","1,2,5,13,17,18,34,36",43,808.9943492688242,880.9516414752018,4154.193630526718,3.3530137775167637,773.2513170009586,846.1351480120007,4107.381117112893,3.2572023386064473,789.395883720284,459.4239289889983,3.3067141481152706
none,"EORC,HETT","1,5,7,13,17,18,34,36",43,812.2866324831057,884.8674422112031,4182.196860516919,3.3453668467066913,769.9601058203998,844.0821258119977,4140.895011611724,3.223001358785716,789.2199407238836,449.14000910599685,3.2882106859029068
none,"EORC,ITPA","1,5,13,17,18,34,36,43",43,812.805850649949,884.8509235072011,4165.324537755383,3.358855093550585,761.9117520080898,835.1759234620037,4094.882602811854,3.224827695012357,787.4402560629849,427.80952695155406,3.29557940627472
none,"EORC,NPCK","1,5,11,13,17,18,34,36",43,807.3832268962377,879.5690371391983,4158.397427278254,3.3443671094006056,763.0737568959233,836.8098390220001,4112.9511596650955,3.216941992527626,786.8842333866487,454.5191475942294,3.2997463640109235
none,"EORC,CCNS","1,5,13,17,18,32,34,36",43,813.8189041429949,886.3523253511983,4183.9028054854925,3.349614328781171,763.0434033442319,836.797615371996,4113.478492428563,3.2164826071702017,785.0835688011108,417.4730289691269,3.2808159085906214
none,"EORC,HRND","1,5,13,17,18,34,36,38",43,812.9186062197653,884.844669903205,4161.564768339856,3.3618658943402746,761.6744661075711,835.3299547819985,4107.200639470138,3.21574898178989,784.4234196042091,404.1932223294177,3.28479186327914
none,"LSST,HETT","1,2,5,7,17,18,34,36",43,813.6120928797152,886.4566362551967,4193.8927017148735,3.3420287748320123,796.280277934644,869.1785749119974,4158.19381848431,3.3050214950575283,788.2189999904718,453.40462571888145,3.2727953054265004
none,"LSST,ITPA","1,2,5,17,18,34,36,43",43,814.1457685833427,886.4401175512003,4176.577048192562,3.3558219427824043,788.1873144398579,860.2723725619965,4113.52258665412,3.306679431199625,786.4722889829492,432.092670385276,3.280629702695244
none,"LSST,NPCK","1,2,5,11,17,18,34,36",43,808.7452602267987,881.1582311832011,4168.945479994493,3.341932633702614,789.435029755801,861.9062881219922,4129.093886614467,3.30046624626595,785.9175520455633,458.8027163788474,3.2850044235053955
none,"LSST,CCNS","1,2,5,17,18,32,34,36",43,815.1832719354194,887.9415193952021,4194.3807670184715,3.347237394848384,789.3888922981231,861.8940644720004,4130.12202197423,3.2995978460325235,784.139032659146,421.8124099814063,3.2661179796421917
none,"LSST,HRND","1,2,5,17,18,34,36,38",43,814.2817054669553,886.4338639472073,4172.089998655326,3.35940740262129,787.9563229777642,860.4264038820012,4125.836694397572,3.2974004992850996,783.4852596582973,408.54573825700595,3.2704436160079435
none,"HETT,ITPA","1,5,7,17,18,34,36,43",43,817.4275026561858,890.3559182872023,4204.916931388711,3.3479289554817213,784.9156823510057,858.2193503620022,4146.862705316556,3.2722663758490746,786.2584152149169,421.7437701524588,3.261977104056496
none,"HETT,NPCK","1,5,7,11,17,18,34,36",43,812.0350637770828,885.0740319192,4197.005384027225,3.3343414918944094,786.1658862263369,859.8532659219927,4162.304119338281,3.2663336170162127,785.7291758643066,448.5174258074754,3.2664931415886835
none,"HETT,CCNS","1,5,7,17,18,32,34,36",43,818.42193040698,891.8573201312008,4224.0539702535225,3.3383812083954787,786.0481241064364,859.8410422720027,4165.5365571234315,3.263752558626362,783.8600083107386,411.3632395065523,3.2469089567512333
none,"HETT,HRND","1,5,7,17,18,34,36,38",43,817.5581467995861,890.3496646832083,4200.603272081811,3.351343452354576,784.7126758000841,858.3733816820045,4158.233281784205,3.2639041451415314,783.2820349123881,398.20051607259006,3.251838036389286
none,"ITPA,NPCK","1,5,11,17,18,34,36,43",43,812.5412362494417,885.0575132151974,4180.58003048964,3.3473795281904897,778.0578863477707,850.9470635719953,4118.111656947244,3.2671902965282746,783.9403077940818,427.15123675292034,3.2738184256984684
none,"ITPA,CCNS","1,5,17,18,32,34,36,43",43,818.9490005471015,891.8408014272028,4206.9587440480955,3.351884834584992,777.9490310991458,850.9348399219953,4121.069608515629,3.264798329278301,782.0724875493336,389.9520436148134,3.254544890986008
none,"ITPA,HRND","1,5,17,18,34,36,38,43",43,818.0372740881709,890.3331459792063,4184.973859981873,3.363797136894986,776.5770544268262,849.4671793320059,4114.894246173582,3.2640584709385654,781.4158954571147,376.65277007647563,3.258255617984619
none,"NPCK,CCNS","1,5,11,17,18,32,34,36",43,813.5689109865662,886.5589150592017,4198.67372544742,3.3386083735478604,779.2148959272225,852.5687554819957,4136.01665347896,3.259245978797638,781.5851621954008,416.8143949921162,3.259554156127198
none,"NPCK,HRND","1,5,11,17,18,34,36,38",43,812.6920315488214,885.0512596112043,4175.633668079619,3.351321079441768,777.8516382866069,851.1010948920017,4129.571327448472,3.2587135146843003,780.9791422191955,403.60537127691066,3.2642483655204546
none,"CCNS,HRND","1,5,17,18,32,34,36,38",43,819.1132979892099,891.8345478232059,4201.58327089948,3.3561496765764844,777.7903280764403,851.0888712420087,4131.05824639807,3.2574937991895654,779.100834290504,366.329995741444,3.2451952779477073
none,"SMAH,FARS,EORC","1,5,10,13,17,18,34,36,48",42,810.7397388526198,880.6140547512001,4087.649701330373,3.4062925593449047,786.3167326662032,855.8851451019978,4025.249277680408,3.3619613188101667,794.836623104473,456.0171868512483,3.367482756024113
none,"SMAH,FARS,LSST","1,2,5,10,17,18,34,36,48",42,812.0720368880218,882.203248795199,4099.18058348434,3.402840602623188,812.5480630533899,880.9815942019917,4042.4698057031756,3.4457999048429286,793.8345915623421,460.286298298339,3.3520426066867812
none,"SMAH,FARS,HETT","1,5,7,10,17,18,34,36,48",42,815.3512966555564,886.1190495312028,4127.693076866749,3.394334828680165,809.3133843641355,878.9285720019974,4075.8409149112026,3.4096230031418733,793.6483980897033,449.9680927827953,3.332255932458734
none,"SMAH,FARS,ITPA","1,5,10,17,18,34,36,43,48",42,815.8410853471896,886.1025308272015,4111.589376138487,3.407565762908447,801.1600379007645,870.0223696519981,4033.031800406488,3.4108983508634516,791.8526851805408,428.59946199084726,3.3397657721878167
none,"SMAH,FARS,NPCK","1,5,10,11,17,18,34,36,48",42,810.4746745507821,880.8206444592026,4103.0553528817345,3.394299134463489,802.411653766924,871.6562852119952,4048.645119002416,3.4041254753768464,791.3319025806327,455.3147980582276,3.3448854265737693
none,"SMAH,FARS,CCNS","1,5,10,17,18,32,34,36,48",42,816.869153881736,887.6039326711987,4129.8043135366015,3.3982846089867804,802.3317930877356,871.6440615619952,4050.7667408827083,3.402294824430303,789.5311806547825,418.3718060147253,3.3245670633399564
