mname,abs_cap,gate,gate_th,max_scale,full_score,full_mean,full_std,full_sharpe,full_worst,full_q05,test_score,train_score,roll_mean,roll_median,roll_min,roll_neg_count
algo0.25,0.0175,20,-250.0,1.5,761.9057664655086,818.6202467408034,3531.415623952742,3.665250418092124,-10638.424466200115,-4791.3462207001285,860.9349622695777,696.3219582722229,366.59507514512904,349.87523995956644,-189.3905318039979,2
algo0.25,0.0175,40,0.0,1.5,860.6666521111581,913.4785374136038,3577.8052744359547,4.036934028448107,-10638.424466200115,-4791.3462207001285,843.5965568482718,871.7068316090947,481.6545170029359,605.7869207519019,-31.651636216003844,3
algo0.25,0.0175,40,-250.0,1.5,858.6397538299576,912.5986187400019,3617.226618896847,3.989092374895417,-10638.424466200115,-4791.3462207001285,841.7835333920228,869.5172795432258,461.76762845252114,594.0680071493213,-91.72774293800583,2
algo0.25,0.0175,40,-500.0,1.5,844.9401076814061,899.8188613440025,3625.8869024544465,3.923835960658506,-10638.424466200115,-4791.3462207001285,841.7835333920228,846.7690945927862,516.4102882449623,564.695780708145,22.4236688368186,0
algo0.25,0.02,0,0.0,0.75,465.9815263141741,518.0078508855981,2736.740186698526,2.992766106569049,-8144.631214200053,-3789.2317824199504,510.6452291944218,435.9575449405858,290.9747230384497,181.43346635556364,41.01870565377722,0
algo0.25,0.02,0,0.0,1.0,618.1471024651336,687.2973882608,3634.6765470861183,2.989846756146173,-10873.345656199963,-5065.919816129977,677.9819387127686,577.941915224213,386.17252851213874,242.63579125679507,54.694725777896835,0
algo0.25,0.02,0,0.0,1.25,668.9528960660818,738.2658697864018,3757.442059505588,3.106636949176946,-11011.529520799872,-5129.142638479994,726.3799114879727,630.3435505982867,410.82637717735486,298.9370904376541,44.26258708525179,0
algo0.25,0.02,0,0.0,1.5,689.13396913085,758.9104315408042,3818.239547318589,3.1426596917099947,-11152.055484799901,-5184.2172392799575,746.1896166880673,650.7806736605572,423.8844220071189,318.36299971473863,51.86224945765598,0
algo0.25,0.02,20,0.0,0.75,363.57873965574487,418.91445459999954,2584.0378637209533,2.5632825275161184,-8144.631214200053,-3789.2317824199504,399.1011025658949,340.1283939655917,220.26203477523396,170.48278292834752,1.954328569616864,0
algo0.25,0.02,20,0.0,1.0,479.6991077826006,553.7243379655993,3439.2919628173295,2.5456258479518077,-10873.345656199963,-5065.919816129977,527.8486553167919,447.8985116546521,289.607569880636,219.52201816878696,2.4690610693327217,0
algo0.25,0.02,20,0.0,1.25,516.8913661666791,591.0553506920008,3539.9330295937993,2.6399950448084817,-11011.529520799872,-5129.142638479994,575.1458974108195,478.37256483151714,306.77359258775806,229.3209940768935,0.05185318523066101,0
algo0.25,0.02,20,0.0,1.5,527.0698295789049,602.4963929944068,3603.732425258947,2.6434549781555137,-11152.055484799901,-5184.2172392799575,592.8917716977668,483.47053802766527,310.341524149135,206.90094908676878,-16.797038428003397,1
algo0.25,0.02,20,-250.0,0.75,401.08630903293624,456.2007927751992,2673.8681798695493,2.6976527609048007,-8144.631214200053,-3789.2317824199504,524.3564022924463,318.06112981280916,173.34758104030698,31.615923568055234,-179.36527952199958,4
algo0.25,0.02,20,-250.0,1.0,519.3093620418687,592.8365691703991,3527.0851836722954,2.657596487174324,-10873.345656199963,-5065.919816129977,696.1644239148778,400.17099255139135,223.9603527423297,22.722261420842536,-238.85944065399985,3
algo0.25,0.02,20,-250.0,1.25,585.9306563853602,658.552065614402,3665.8048891639673,2.84047371329835,-11011.529520799872,-5129.142638479994,745.7595424769105,478.490183679884,269.59230393872724,92.93726592886583,-181.54543455999882,3
algo0.25,0.02,20,-250.0,1.5,604.1963746164623,677.3097424304041,3725.3464197674766,2.8746876480224786,-11152.055484799901,-5184.2172392799575,765.605371349724,495.7318083906768,279.561830400499,105.54025168919578,-179.9560495079958,3
algo0.25,0.02,40,0.0,0.75,464.7297927482401,515.5402976103976,2695.312465324005,3.024290480276358,-8144.631214200053,-3789.2317824199504,475.36359782925393,457.48241697356457,259.3886128814318,194.88544555909678,-28.075208088002306,3
algo0.25,0.02,40,0.0,1.0,588.741572056388,658.1039830016005,3571.611906858314,2.9134009766256916,-10873.345656199963,-5065.919816129977,630.969506020699,560.4355673878521,323.8651940737048,183.75590919932748,-40.11769365000264,3
algo0.25,0.02,40,0.0,1.25,683.8823609947515,750.8180646856033,3714.0088398829216,3.196404875655851,-11011.529520799872,-5129.142638479994,728.2733997481663,654.0952110961246,385.4530098139986,338.70816410592624,-34.88616431000372,3
algo0.25,0.02,40,0.0,1.5,705.2805851947112,772.5701076104057,3773.1203956555473,3.2374810979041158,-11152.055484799901,-5184.2172392799575,748.0222345831885,676.5998994639684,398.631238811202,359.48223870669074,-32.31994786400897,3
algo0.25,0.02,40,-250.0,0.75,476.2374080656652,527.3337341135983,2731.106545556474,3.052930486278097,-8144.631214200053,-3789.2317824199504,510.6452291944218,453.1017381439613,251.88970064458334,204.41447485647234,-63.17231595400153,2
algo0.25,0.02,40,-250.0,1.0,625.1428126030604,692.7442925967998,3601.898260589388,3.0409656828140745,-10873.345656199963,-5065.919816129977,677.9819387127686,589.7129660822325,327.5517989538655,253.6229752039059,-67.80205554800074,2
algo0.25,0.02,40,-250.0,1.25,682.779263274599,750.8883998464016,3749.798452511691,3.166193653052683,-11011.529520799872,-5129.142638479994,726.3799114879727,653.4444884902503,363.04195462163864,332.6986850936764,-64.42123010400573,2
algo0.25,0.02,40,-250.0,1.5,703.1157427691955,771.6901889368037,3810.4891254101153,3.2020805790691313,-11152.055484799901,-5184.2172392799575,746.1896166880673,674.1368872521191,375.43770871975704,353.07811719901383,-62.0279388900043,2
algo0.25,0.02,40,-500.0,0.75,465.9815263141741,518.0078508855981,2736.740186698526,2.992766106569049,-8144.631214200053,-3789.2317824199504,510.6452291944218,435.9575449405858,233.77543580174287,177.71179652161516,-64.28434480199996,3
algo0.25,0.02,40,-500.0,1.0,618.1471024651336,687.2973882608,3634.6765470861183,2.989846756146173,-10873.345656199963,-5065.919816129977,677.9819387127686,577.941915224213,361.8930789222167,244.3280037827845,8.217802842221607,0
algo0.25,0.02,40,-500.0,1.25,668.9528960660818,738.2658697864018,3757.442059505588,3.106636949176946,-11011.529520799872,-5129.142638479994,726.3799114879727,630.3435505982867,398.8433024312475,296.6342686708045,11.454892129925982,0
algo0.25,0.02,40,-500.0,1.5,689.13396913085,758.9104315408042,3818.239547318589,3.1426596917099947,-11152.055484799901,-5184.2172392799575,746.1896166880673,650.7806736605572,411.4092901887906,316.47407057826837,14.6075474666289,0
algo0.25,0.025,0,0.0,1.5,697.8911439931196,772.595263271206,3996.690119698152,3.0564800725393253,-11102.385807599989,-5501.763124859947,695.3284438631904,699.2534500995586,405.9151965894934,282.2014324565828,-68.1325250819935,1
algo0.25,0.025,20,0.0,1.5,529.3936067111097,609.6989925840078,3754.641467221255,2.5675387656953585,-11102.385807599989,-5501.763124859947,492.9535460228997,553.5512154993382,337.4946730318176,209.55392064848226,0.0989443203944123,0
algo0.25,0.025,20,-250.0,1.5,580.8240291649909,661.0658690344048,3885.0167074422247,2.6904309388718146,-11102.385807599989,-5501.763124859947,635.8350913004978,544.1685538125317,293.28612179690566,66.82286737115851,-163.98316925999242,2
algo0.25,0.025,40,0.0,1.5,682.5571363769435,756.3262342144064,3931.3969768658317,3.0418113056624017,-11102.385807599989,-5501.763124859947,617.8784471578712,724.8940512373047,411.069232474091,313.2784581755764,-12.070039174002401,1
algo0.25,0.025,40,-250.0,1.5,711.9052156791781,785.3750206672056,3989.2425683824836,3.1128388912650116,-11102.385807599989,-5501.763124859947,695.3284438631904,722.5596078476266,413.38389571900757,318.8006243016408,-64.92206000199612,2
algo0.25,0.025,40,-500.0,1.5,697.8911439931196,772.595263271206,3996.690119698152,3.0564800725393253,-11102.385807599989,-5501.763124859947,695.3284438631904,699.2534500995586,435.46340513013007,351.9365703481563,0.0051078562264709,0
algo0.5,999.0,0,0.0,1.5,774.2941088914769,861.322436094407,4565.760271741393,2.9827898704198805,-11937.776304599829,-6482.833124179893,740.3134295555819,796.6175033163025,409.3461657771396,434.34762710603025,-282.8110631979943,3
algo0.5,999.0,20,0.0,1.5,585.4176929954718,679.7748516032062,4315.087467250496,2.4908380693135848,-11937.776304599829,-6454.949048509914,520.0641688814485,628.8077368467751,365.7244294469063,225.10761217243686,0.016398259278328314,0
algo0.5,999.0,20,-250.0,1.5,638.366240899463,732.6124274880057,4450.832218885395,2.6025738548140724,-11937.776304599829,-6482.833124179893,674.5300263645651,614.1312485330054,315.4819369346977,203.3355170600041,-233.46113756799255,4
algo0.5,999.0,40,0.0,1.5,741.9175791680311,829.1944559928086,4496.743977859877,2.915601952247991,-11937.776304599829,-6482.833124179893,655.8207304381244,798.7144336159383,413.42561858329634,351.3306581512804,-233.5535034139995,4
algo0.5,999.0,40,-250.0,1.5,762.5432963995372,849.8169938168079,4545.742698383735,2.9559056386251763,-11937.776304599829,-6482.833124179893,740.3134295555819,777.0228429129979,402.5160156497237,404.1314066439876,-238.6987269660004,3
algo0.5,999.0,40,-500.0,1.5,774.2941088914769,861.322436094407,4565.760271741393,2.9827898704198805,-11937.776304599829,-6482.833124179893,740.3134295555819,796.6175033163025,466.5448526969402,434.34762710603025,-207.46312138599924,1
algo0.5,0.01,0,0.0,1.5,446.0496355543584,502.15933098880373,2816.0405397382547,2.8195035046949135,-11312.861474200035,-2911.277391239989,315.75331107329,530.4898129316541,238.74156257811526,315.75331107329,-324.20837528400006,4
algo0.5,0.01,20,0.0,1.5,325.29071182178706,383.72564786560304,2571.528177402761,2.3593889706171023,-11312.861474200035,-1815.9447564700326,257.92380847050146,369.64099551629704,180.94629714922573,245.16392377928636,-169.6723409220009,4
algo0.5,0.01,20,-250.0,1.5,387.5897172193944,444.7067603504041,2699.2335966794813,2.604973232609265,-11312.861474200035,-2741.0151386699636,360.43401669832866,405.64988556034854,176.4138889217539,322.3059178047003,-282.0572457460023,5
algo0.5,0.01,40,0.0,1.5,457.87813695721724,512.3656313512034,2794.624484807229,2.8988552821109006,-11312.861474200035,-2898.226557630021,317.309553434914,548.8138017374187,233.29153584314932,317.309553434914,-220.40768332800045,5
algo0.5,0.01,40,-250.0,1.5,446.0496355543584,502.15933098880373,2816.0405397382547,2.8195035046949135,-11312.861474200035,-2911.277391239989,315.75331107329,530.4898129316541,204.739806789303,315.75331107329,-280.67490073400086,5
algo0.5,0.01,40,-500.0,1.5,446.0496355543584,502.15933098880373,2816.0405397382547,2.8195035046949135,-11312.861474200035,-2911.277391239989,315.75331107329,530.4898129316541,292.5400623474474,315.75331107329,-146.2420483459994,3
algo0.5,0.0125,0,0.0,1.5,581.2312664052423,636.1892772928034,3093.1242652381147,3.2520632323622887,-11312.861474200035,-3610.5847589298733,383.7569675483211,709.7272450459318,386.4376347324275,313.85440499374886,-41.65341410599898,1
algo0.5,0.0125,20,0.0,1.5,485.36049768448146,539.708063998404,2855.530139171867,2.9884236387185203,-11312.861474200035,-2898.226557630021,309.7491135228275,599.3175407257388,302.6516792191997,246.4874484253391,-96.57032970799864,1
algo0.5,0.0125,20,-250.0,1.5,536.9951138030355,591.5246841168045,2980.3944595405396,3.138116983194728,-11312.861474200035,-3028.565088560054,427.91581531995416,608.628084157796,286.7361317392913,199.8832811005581,-147.30567211399818,4
algo0.5,0.0125,40,0.0,1.5,609.218368846439,661.4131953872028,3061.047676426213,3.4164318772640856,-11312.861474200035,-3141.1137125400187,385.2994093881249,754.524678084808,364.24848321725693,385.2994093881249,-178.71809636799887,1
algo0.5,0.0125,40,-250.0,1.5,581.2312664052423,636.1892772928034,3093.1242652381147,3.2520632323622887,-11312.861474200035,-3610.5847589298733,383.7569675483211,709.7272450459318,349.82175928408935,327.2674316154856,-147.11374449199843,1
algo0.5,0.0125,40,-500.0,1.5,581.2312664052423,636.1892772928034,3093.1242652381147,3.2520632323622887,-11312.861474200035,-3610.5847589298733,383.7569675483211,709.7272450459318,430.6186675177143,368.2653724940955,-50.48246182199878,1
algo0.5,0.015,0,0.0,0.75,548.6505854603633,586.8141304520008,2447.0734133336678,3.7916092040563303,-7953.118923600065,-3329.39098014996,584.3871426323641,525.1362753108992,390.48526072699275,312.40882503207337,41.87151172057362,0
algo0.5,0.015,0,0.0,1.0,728.4564332793873,778.9905999760032,3244.090672136382,3.7967258328248663,-10579.990526599926,-4221.991132550003,776.1798390514924,697.0899324078557,519.1131295766319,414.7884439749135,55.08166129051811,0
algo0.5,0.015,0,0.0,1.25,787.8788973994626,839.8129859207996,3409.173569695294,3.8949642630457357,-11089.203717400087,-4478.593364099946,834.1358263863414,757.3899859208499,549.4506729356807,482.10163776650626,52.854615624299086,0
algo0.5,0.015,0,0.0,1.5,817.5763977926805,870.5210913536044,3502.64682247983,3.929641695853211,-11312.861474200035,-4672.399251209946,864.0463343598365,786.9466214773433,570.0172152270036,510.71396601910897,58.7857179658262,0
algo0.5,0.015,20,0.0,0.75,476.6871896473089,515.1281461328005,2312.9467613584998,3.521434768526478,-7953.118923600065,-2345.1956155599937,516.0165149919475,451.44251711281794,268.0276353239244,185.42121497440476,-63.52207164399669,1
algo0.5,0.015,20,0.0,1.0,631.398178815783,682.6630065648015,3075.632647497491,3.509473045878462,-10579.990526599926,-3111.4704301899847,685.6774340523054,596.5289976939795,353.3515779900062,242.3639596613743,-85.4532998659966,1
algo0.5,0.015,20,0.0,1.25,676.3926411884132,728.9817167544008,3213.919330555315,3.586341722468381,-11089.203717400087,-3343.895728129986,741.6620059426779,634.2770438051676,375.98505470036264,274.855713606834,-90.53049552800401,1
algo0.5,0.015,20,0.0,1.5,700.1948797633287,753.8588261592051,3299.8322789307786,3.6121698367900903,-11312.861474200035,-3401.0606275699793,768.8199620198039,655.8918605950386,390.56222937454737,290.32346182330554,-92.92931348600224,1
algo0.5,0.015,20,-250.0,0.75,499.3047372215655,537.9902998168028,2367.751197107872,3.592596022284803,-7953.118923600065,-2681.360171759984,598.1025823738998,434.4877789079651,250.27849283805597,185.1467696487941,-98.91793734799715,3
algo0.5,0.015,20,-250.0,1.0,645.2591482530624,697.3261891304031,3131.9898304422704,3.520348323458692,-10579.990526599926,-3577.6001982999264,794.3592141780318,547.3503955822508,319.5304906746695,199.64069146886965,-132.5003687259966,3
algo0.5,0.015,20,-250.0,1.25,726.8583101607031,779.4153295936005,3313.823943403136,3.7188573184057896,-11089.203717400087,-4092.458822189984,853.5727102805228,643.6407944289966,364.4038516844325,291.05898425323096,-140.2891116140041,3
algo0.5,0.015,20,-250.0,1.5,754.3038332392573,807.9062384984045,3405.257417441924,3.751293274376581,-11312.861474200035,-4272.187571269959,883.5748933747784,669.405061265403,379.82686824748345,298.6003438822861,-143.6646558920018,3
algo0.5,0.015,40,0.0,0.75,555.402627396358,592.3577004376,2415.9453739306628,3.8767422954495494,-7953.118923600065,-3046.205701679942,548.1470013753045,560.190997235043,305.86450559021273,330.6215588576956,-121.28243438199738,1
algo0.5,0.015,40,0.0,1.0,733.2026704800824,782.5173116504028,3208.779528299147,3.8558850670534306,-10579.990526599926,-4018.764328279948,727.8947741999558,736.7416479931961,402.2582577265639,427.91121022270625,-162.23837238999704,1
algo0.5,0.015,40,0.0,1.25,813.8294073133391,863.7213963896006,3381.367720464771,4.038790072847872,-11089.203717400087,-4188.373972289915,835.7114463812297,799.4572317011817,451.71091312558514,487.33355696198333,-171.04397161800335,1
algo0.5,0.015,40,0.0,1.5,844.9392887356523,895.7450094480057,3472.9454144984047,4.07808660159125,-11312.861474200035,-4272.187571269959,865.5037350967157,831.4344111556298,469.7133117547568,514.1784653579633,-175.07708014600246,1
algo0.5,0.015,40,-250.0,0.75,548.6505854603633,586.8141304520008,2447.0734133336678,3.7916092040563303,-7953.118923600065,-3329.39098014996,584.3871426323641,525.1362753108992,323.5239597151165,312.40882503207337,13.04829989973466,0
algo0.5,0.015,40,-250.0,1.0,746.1650449637721,795.3802777040032,3229.8112571744564,3.893746543137448,-10579.990526599926,-4018.764328279948,776.1798390514924,726.4971534642009,425.9952978101913,444.8140099787716,0.0014800792726681372,0
algo0.5,0.015,40,-250.0,1.25,787.8788973994626,839.8129859207996,3409.173569695294,3.8949642630457357,-11089.203717400087,-4478.593364099946,834.1358263863414,757.3899859208499,449.63201913379,457.34361665701243,-1.801415018001626,1
algo0.5,0.015,40,-250.0,1.5,817.5763977926805,870.5210913536044,3502.64682247983,3.929641695853211,-11312.861474200035,-4672.399251209946,864.0463343598365,786.9466214773433,467.33310238976196,468.10937731560205,-1.9154372360029448,1
algo0.5,0.015,40,-500.0,0.75,548.6505854603633,586.8141304520008,2447.0734133336678,3.7916092040563303,-7953.118923600065,-3329.39098014996,584.3871426323641,525.1362753108992,340.8278088496081,312.40882503207337,4.27250834123383,0
algo0.5,0.015,40,-500.0,1.0,728.4564332793873,778.9905999760032,3244.090672136382,3.7967258328248663,-10579.990526599926,-4221.991132550003,776.1798390514924,697.0899324078557,488.36989806772664,414.7884439749135,17.25475326754034,0
algo0.5,0.015,40,-500.0,1.25,787.8788973994626,839.8129859207996,3409.173569695294,3.8949642630457357,-11089.203717400087,-4478.593364099946,834.1358263863414,757.3899859208499,526.5062258296039,482.10163776650626,15.056468863566346,0
algo0.5,0.015,40,-500.0,1.5,817.5763977926805,870.5210913536044,3502.64682247983,3.929641695853211,-11312.861474200035,-4672.399251209946,864.0463343598365,786.9466214773433,546.4863494350991,510.71396601910897,15.361450269877556,0
algo0.5,0.0175,0,0.0,1.5,903.9034511997672,962.4812840160065,3874.0741181357316,3.9282070631093666,-11312.861474200035,-5161.464450110111,903.1315388111858,904.1606516022591,590.1416890143198,602.2803612394476,122.25921905799461,0
algo0.5,0.0175,20,0.0,1.5,728.0683990106525,789.7781944120069,3635.516379779596,3.4348599755567872,-11312.861474200035,-4908.143002200033,739.2383908741128,721.0561455537693,427.77697198437437,341.87767685757126,1.5959788620076012,0
algo0.5,0.0175,20,-250.0,1.5,820.8011437348873,880.9945007272054,3772.232979936378,3.6927056775107037,-11312.861474200035,-5133.458958420085,922.6238484981261,753.409376818671,396.56380754454347,387.0480008782642,-197.7346584859967,2
algo0.5,0.0175,40,0.0,1.5,920.1997775202433,976.6062293800077,3823.075049388772,4.0390262054147055,-11312.861474200035,-5161.464450110111,904.5907197513295,930.2848287364935,514.8693304155067,644.8992319118394,-31.839083764000243,3
algo0.5,0.0175,40,-250.0,1.5,892.8764478165639,951.3823112856074,3850.6060585028263,3.906573385525186,-11312.861474200035,-5161.464450110111,903.1315388111858,885.8700074187088,476.698629785394,571.4591496813415,-94.82305816599919,2
algo0.5,0.0175,40,-500.0,1.5,903.9034511997672,962.4812840160065,3874.0741181357316,3.9282070631093666,-11312.861474200035,-5161.464450110111,903.1315388111858,904.1606516022591,552.800322457905,602.2803612394476,24.395032770700226,0
algo0.5,0.02,0,0.0,0.75,490.6568568246227,545.0570822976019,2869.6134887955354,3.0032299499500215,-8563.867006800021,-3955.6028631299732,538.8160569495465,458.2970854261645,307.273041576728,191.3553900991773,45.43772962618809,0
algo0.5,0.02,0,0.0,1.0,650.8304275742906,723.1360437376067,3811.027692062684,3.000184125054588,-11430.765313399956,-5289.932471449987,715.2791744408895,607.5433333330606,407.8091660700262,260.0466714643196,60.60444080880533,0
algo0.5,0.02,0,0.0,1.25,709.5648500444488,782.812677328807,3976.7581637112044,3.112423410861017,-11709.47514200001,-5418.701471099857,772.7469814234618,667.1128820222591,437.6517384640277,315.2525662081799,51.19212308600185,0
algo0.5,0.02,0,0.0,1.5,737.7648658655849,812.2509894512071,4080.740285293646,3.147177936865912,-11988.184970599832,-5539.326715899888,801.720078397472,694.8060425237657,456.0510093660844,336.0311319336539,60.52644493772418,0
algo0.5,0.02,20,0.0,0.75,382.05056145790314,440.00944982160183,2709.7648844015825,2.567440558115268,-8563.867006800021,-3955.6028631299732,419.4446028137987,357.36362637719503,231.47829566929806,179.90431283964574,2.115340548573808,0
algo0.5,0.02,20,0.0,1.0,504.8907657893347,582.3527466032053,3606.6310539583174,2.55302116208959,-11430.765313399956,-5289.932471449987,556.7754652646586,470.612410617205,304.84823022772736,231.7466271213622,2.6823732792772934,0
algo0.5,0.02,20,0.0,1.25,548.1449898028454,626.6081465976059,3748.4455382957817,2.6431075540796156,-11709.47514200001,-5418.701471099857,611.1286105466316,506.486994264683,325.72267445389593,244.94310317791272,1.6428301825416955,0
algo0.5,0.02,20,0.0,1.5,569.4378974626076,649.2992147064077,3844.67764979648,2.6702686004633387,-11988.184970599832,-5539.326715899888,636.0043462439758,525.4101378408062,339.0561208759333,256.8532451928796,2.259597941679365,0
algo0.5,0.02,20,-250.0,0.75,421.4526440777943,478.74787847360244,2791.012140461681,2.712158967355206,-8563.867006800021,-3955.6028631299732,552.7067678480923,333.1076940533067,182.54431944748674,31.75839321963613,-185.82535726000256,4
algo0.5,0.02,20,-250.0,1.0,546.4345179703713,623.3842545496062,3698.7956558095325,2.6648053654527835,-11430.765313399956,-5289.932471449987,733.6923149160403,420.26894697614296,236.11265625818723,23.544937658447353,-247.41677549599635,3
algo0.5,0.02,20,-250.0,1.25,621.7925160021991,698.5512694544063,3880.6949183978068,2.8461565780465286,-11709.47514200001,-5418.701471099857,792.4196976237353,507.0861309965141,286.6074094992698,97.5590243438097,-188.25825801798962,3
algo0.5,0.02,20,-250.0,1.5,652.7820313322372,730.3561250408058,3980.878655052883,2.900853126045614,-11988.184970599832,-5539.326715899888,821.4815001404237,539.4982015140135,303.36223746603963,122.45106721140893,-187.9847653579979,3
algo0.5,0.02,40,0.0,0.75,489.47476376604936,542.6000598512015,2826.411364852257,3.0353898038532185,-8563.867006800021,-3955.6028631299732,502.09618357035976,480.909987652241,273.2091648796132,205.860606732669,-28.38509885800363,3
algo0.5,0.02,40,0.0,1.0,644.9083668686109,715.9933749216063,3758.5385665400745,3.0120348830522197,-11430.765313399956,-5289.932471449987,666.3505050263999,630.4279630414569,358.01857753597454,257.8449269325027,-40.642226277999065,3
algo0.5,0.02,40,0.0,1.25,725.078667981473,795.8381590232074,3930.9231138131026,3.2011071681167897,-11709.47514200001,-5418.701471099857,774.3415708777812,692.0517381123359,408.41512425405205,356.61238221134926,-35.64117797199242,3
algo0.5,0.02,40,0.0,1.5,754.4982694680817,826.3759348152074,4032.8820743822616,3.239904005830835,-11988.184970599832,-5539.326715899888,803.1946779656673,721.8585422342302,426.02901432470816,380.3595992756709,-33.26212254399979,3
algo0.5,0.02,40,-250.0,0.75,501.43357594212216,554.8596388776016,2863.6703272704344,3.0635863071294693,-8563.867006800021,-3955.6028631299732,538.8160569495465,476.31424101560816,265.480405589473,214.7069507041137,-64.29746974000157,2
algo0.5,0.02,40,-250.0,1.0,658.1682273944593,728.8563409752059,3776.7364538961483,3.05137272970191,-11430.765313399956,-5289.932471449987,715.2791744408895,619.8925796698924,345.118422768713,266.3098381048082,-69.00829446999924,2
algo0.5,0.02,40,-250.0,1.25,698.5959570513464,771.9297485544074,3954.4566419942093,3.08646221221683,-11709.47514200001,-5418.701471099857,772.7469814234618,648.8374016256411,367.5126745187723,282.9322166975991,-65.94008313799003,2
algo0.5,0.02,40,-250.0,1.5,726.5840677808205,801.1520167208071,4058.056581308679,3.12152513661852,-11988.184970599832,-5539.326715899888,801.720078397472,676.1796554186966,383.88097203721173,307.03305070331743,-63.865324435999426,2
algo0.5,0.02,40,-500.0,0.75,490.6568568246227,545.0570822976019,2869.6134887955354,3.0032299499500215,-8563.867006800021,-3955.6028631299732,538.8160569495465,458.2970854261645,246.743766258316,186.63525516569726,-66.17319098000064,3
algo0.5,0.02,40,-500.0,1.0,650.8304275742906,723.1360437376067,3811.027692062684,3.000184125054588,-11430.765313399956,-5289.932471449987,715.2791744408895,607.5433333330606,387.4239006711827,257.92436344020683,9.039123837225834,0
algo0.5,0.02,40,-500.0,1.25,709.5648500444488,782.812677328807,3976.7581637112044,3.112423410861017,-11709.47514200001,-5418.701471099857,772.7469814234618,667.1128820222591,423.14199383145785,315.2525662081799,12.469971344306,0
algo0.5,0.02,40,-500.0,1.5,737.7648658655849,812.2509894512071,4080.740285293646,3.147177936865912,-11988.184970599832,-5539.326715899888,801.720078397472,694.8060425237657,440.5190938303636,335.6979269750548,15.792238542598467,0
algo0.5,0.025,0,0.0,1.5,747.4029820080386,827.1515314728097,4272.076938943595,3.0613713738467188,-11937.776304599829,-5893.659781450042,747.8871931742923,746.7410305921185,437.2273721452457,298.20279891817773,-67.4244967559903,1
algo0.5,0.025,20,0.0,1.5,571.6659050095874,656.754416174408,4006.2433218304095,2.5920040941701603,-11937.776304599829,-5893.659781450042,528.1200082570338,600.5077409821879,361.2709255266546,260.12486489420525,0.18033882989359593,0
algo0.5,0.025,20,-250.0,1.5,627.6921891872914,712.848331529608,4151.468712098062,2.7149721101296054,-11937.776304599829,-5893.659781450042,682.2454649288608,591.3693043475232,317.9551340827954,81.24489267587826,-169.64592738799402,2
algo0.5,0.025,40,0.0,1.5,730.0621435340696,808.8681413040096,4201.916869044308,3.0436890269194627,-11937.776304599829,-5893.659781450042,663.5677101943093,773.6033866035231,439.1167309483132,331.2897176959199,-12.687341007995935,1
algo0.5,0.025,40,-250.0,1.5,736.1666157652834,816.0525587424096,4250.453396375147,3.0356582408774657,-11937.776304599829,-5893.659781450042,747.8871931742923,728.056439893426,424.8723659394345,311.6632117016861,-67.10305632799806,2
algo0.5,0.025,40,-500.0,1.5,747.4029820080386,827.1515314728097,4272.076938943595,3.0613713738467188,-11937.776304599829,-5893.659781450042,747.8871931742923,746.7410305921185,469.6892597685145,375.0667387720011,0.28191560364769286,0
algo0.75,999.0,0,0.0,1.5,814.7843767701265,905.4199922448029,4774.723001968824,2.9982780292856264,-12494.702602799982,-6782.02931528007,780.044289089983,837.6145136725133,431.6643618564061,460.07746798707336,-294.72465045799964,3
algo0.75,999.0,20,0.0,1.5,615.3617754422717,713.7124690512028,4511.456189707109,2.50136197910276,-12494.702602799982,-6753.87384563008,548.2351023843526,659.9347189016326,384.1665896352327,239.3367062954307,0.024270973874442416,0
algo0.75,999.0,20,-250.0,1.5,671.3920944477106,769.582934907203,4653.425981519424,2.6148851753189812,-12494.702602799982,-6782.02931528007,710.4249694817767,645.2301164683033,332.0549182916886,217.417598130569,-242.55442077799466,4
algo0.75,999.0,40,0.0,1.5,780.8825394223439,871.7660677168038,4702.401404735139,2.931232495441291,-12494.702602799982,-6782.02931528007,690.9873809465382,840.2039914367781,438.16444949106636,373.1259129711543,-243.55965090799845,4
algo0.75,999.0,40,-250.0,1.5,802.5906350000587,893.4742300112038,4753.874804299722,2.971695420907047,-12494.702602799982,-6782.02931528007,780.044289089983,817.2801507784329,425.3500237490658,428.71756422129647,-249.13685404799762,3
algo0.75,999.0,40,-500.0,1.5,814.7843767701265,905.4199922448029,4774.723001968824,2.9982780292856264,-12494.702602799982,-6782.02931528007,780.044289089983,837.6145136725133,490.96026412170124,460.07746798707336,-216.71579976599662,1
algo0.75,0.01,0,0.0,1.5,469.8156325512834,528.3379382975995,2948.3482800306906,2.8333682126599493,-11820.792395800003,-3039.632369799941,334.3762642847911,557.6220115700895,251.94774922478965,334.3762642847911,-336.7757234780013,4
algo0.75,0.01,20,0.0,1.5,342.2176718656532,403.17764101359995,2690.528500617767,2.3693479681853447,-11820.792395800003,-1939.2580022799432,273.2515418792823,387.6274280429266,190.24380515861802,258.07356950927954,-177.7306690220019,4
algo0.75,0.01,20,-250.0,1.5,408.1329195976224,467.6813635991998,2824.583804003923,2.6179756573170176,-11820.792395800003,-2856.1340406799336,380.91251307030814,426.244264804094,186.0945340233663,340.45894754684474,-294.8222848279995,5
