mname,abs_cap,gate,gate_th,max_scale,full_score,full_mean,full_std,full_sharpe,full_worst,full_q05,test_score,train_score,roll_mean,roll_median,roll_min,roll_neg_count
all,0.015,40,-250.0,1.0,810.1706515712751,864.1917127104009,3528.36417296315,3.872636175352204,-11481.549028999987,-4293.622608469985,854.98334649344,780.8104437061401,461.59036555841516,480.3513347196895,0.004034221437244667,0
all,0.015,40,-250.0,1.25,851.1714029931504,906.5015748583967,3654.3577809099133,3.9221798342476375,-11820.792395800003,-4814.123965769888,901.5314320889337,817.9867620431874,486.25241906409445,490.8770535525626,-1.6563830520002012,1
all,0.015,40,-250.0,1.5,865.6237699969502,920.8983832784005,3679.425250658248,3.957325106965393,-11820.792395800003,-4927.930521129875,914.3670599903176,833.4906113427268,495.3579954451128,490.034654355562,-2.5114550379965292,1
all,0.015,40,-500.0,0.75,603.4756686444032,644.9702474119956,2674.0866949777965,3.8135917745201624,-8631.019669199944,-3592.251677509982,643.9640390559705,576.8549966485589,380.4005159402369,343.792136795608,14.855014451465319,0
all,0.015,40,-500.0,1.0,801.021483015959,855.9740145447998,3544.8866683833253,3.817932358771479,-11481.549028999987,-4538.693298410003,854.98334649344,765.5815040401893,504.4384062717487,456.2322724049939,19.678608061452575,0
all,0.015,40,-500.0,1.25,851.1714029931504,906.5015748583967,3654.3577809099133,3.9221798342476375,-11820.792395800003,-4814.123965769888,901.5314320889337,817.9867620431874,535.6161233626968,525.5685492150063,16.27516132612758,0
all,0.015,40,-500.0,1.5,865.6237699969502,920.8983832784005,3679.425250658248,3.957325106965393,-11820.792395800003,-4927.930521129875,914.3670599903176,833.4906113427268,578.3618513185166,547.8824268327355,15.868844497761362,0
all,0.0175,0,0.0,1.5,955.2899532848214,1016.402337809597,4064.7390453540147,3.953693423778291,-11820.792395800003,-5424.845179799997,955.2632613813522,955.0521408006282,623.4491942846507,641.6199592420635,127.76032710823822,0
all,0.0175,20,0.0,1.5,778.5589486081273,842.3507120031965,3812.4091657416666,3.493521711325063,-11820.792395800003,-5151.151329049951,782.9427496885218,776.0187323381416,458.52507056023165,387.1103410887023,1.9500391269709259,0
all,0.0175,20,-250.0,1.5,866.7314111991795,929.5583358943983,3957.102383739596,3.714234905193687,-11820.792395800003,-5398.693280400063,975.2153013802643,794.9116842222408,419.3339238411418,414.4027598420492,-206.18540582799957,2
all,0.0175,40,0.0,1.5,973.1306499164607,1031.923335366398,4010.4537380965344,4.06840263414236,-11820.792395800003,-5424.845179799997,956.486866755819,983.8987256264382,548.5054494101581,688.1985304432277,-30.90224345600087,3
all,0.0175,40,-250.0,1.5,970.6819838914993,1030.7693425975963,4054.9412836495057,4.01926765009672,-11820.792395800003,-5424.845179799997,955.2632613813522,980.6155890783673,523.3848702382687,674.1057701133826,-95.41029602000151,2
all,0.0175,40,-500.0,1.5,955.2899532848214,1016.402337809597,4064.7390453540147,3.953693423778291,-11820.792395800003,-5424.845179799997,955.2632613813522,955.0521408006282,584.6096553646826,641.6199592420635,28.263097050973634,0
all,0.02,0,0.0,0.75,540.0440118249044,599.1996543823956,3135.6318646629998,3.0214574969528667,-9399.99649260001,-4320.73372319999,595.2244532370705,502.9924796474418,339.9119032712831,212.20142425004633,54.37730925669082,0
all,0.02,0,0.0,1.0,716.1279097562127,794.7640245720012,4164.126638999591,3.0177570687587814,-12545.604627799941,-5774.842973679985,789.8512226995691,666.6458099425962,451.0390246161876,294.7642223831857,72.57109526368872,0
all,0.02,0,0.0,1.25,767.6008046094099,845.492288938397,4258.502776948012,3.1392269973705385,-12545.604627799941,-5782.615452070005,837.0565880337341,720.9577398814646,474.3036123309869,346.5445049083444,57.50676559638984,0
all,0.02,0,0.0,1.5,782.431381708621,859.9610216703968,4280.155274313759,3.176795411797158,-12545.604627799941,-5782.615452070005,850.0399000673779,737.0316748987751,483.7843617532684,364.37330190537693,65.3479114341802,0
all,0.02,20,0.0,0.75,420.22820314376594,483.3406593999969,2961.6809901802835,2.5803882567693823,-9399.99649260001,-4320.73372319999,463.16641295226833,391.8650335088238,254.65736697849565,198.8181976545658,2.4412981809527006,0
all,0.02,20,0.0,1.0,555.2230075385573,639.5764862360022,3941.670024027245,2.5655603108129674,-12545.604627799941,-5774.842973679985,614.6061460978349,515.9707873030113,335.3201299519842,256.1395761442778,3.115911981406243,0
all,0.02,20,0.0,1.25,592.5544518594681,676.050383258398,4012.523526682414,2.6639831640986062,-12545.604627799941,-5782.615452070005,662.899419526485,546.0092334142487,351.6741354022473,265.107185841893,2.052112345902202,0
all,0.02,20,0.0,1.5,608.3833034607525,691.2033616551975,4032.319799585516,2.710321921168297,-12545.604627799941,-5782.615452070005,675.8433634972009,563.7831969662785,361.86212611708584,272.3597880977654,2.2959173246837086,0
all,0.02,20,-250.0,0.75,461.71945062255367,524.2524828175963,3050.5360318890234,2.7172796803112846,-9399.99649260001,-4320.73372319999,609.471801270251,362.2167509465639,200.50743500052025,31.586589619012766,-198.77607180799947,2
all,0.02,20,-250.0,1.0,584.7789118255896,669.2679318744022,4022.2985794734745,2.630847745159879,-12545.604627799941,-5774.842973679985,808.727774517627,433.7003444586301,255.33607949824324,9.27724355384707,-264.55900502799335,2
all,0.02,20,-250.0,1.25,678.2321234451886,759.3844950631982,4153.298643443278,2.8909366149333016,-12545.604627799941,-5782.615452070005,857.3075016032574,557.9316908573336,313.7848050716004,122.56887004907713,-199.6940844299984,3
all,0.02,20,-250.0,1.5,691.9225452537314,772.7049517871992,4174.585422919094,2.926647031251205,-12545.604627799941,-5782.615452070005,870.2631898490642,572.1607352569255,322.01535058132293,135.80617029677862,-196.23014455199845,3
