portfolio,n_signals,full_mean_pl,full_std_pl,full_sharpe,full_score,full_worst_day,roll_mean_score,roll_median_score,roll_min_score,roll_neg_count,roll_positive_count,signals
market0.25_stable_top5_0.75,5,447.8433185400004,1535.7268216678824,4.6108621061154595,427.72461568966764,-4604.548228200059,324.2388678851369,325.6740006112384,167.46790876800415,0,15,NAYO_market_spread_z_w60_reversal_e1.0;ULXY_own_z_l2_v20_reversal_e0.5;ELLT_lead1_GARI_corr+1;CCNS_lead1_CUBO_corr-1;SRNA_absolute_return_w10_momentum_lag
market0.25_low_corr_top5_0.75,5,447.8433185400004,1535.7268216678824,4.6108621061154595,427.72461568966764,-4604.548228200059,324.2388678851369,325.6740006112384,167.46790876800415,0,15,NAYO_market_spread_z_w60_reversal_e1.0;ULXY_own_z_l2_v20_reversal_e0.5;ELLT_lead1_GARI_corr+1;CCNS_lead1_CUBO_corr-1;SRNA_absolute_return_w10_momentum_lag
low_corr_top20,20,427.7873165639993,974.2092156425149,6.942976173662657,419.0933214784496,-2277.757838000005,496.0250066602568,485.77216033403397,360.46393728729294,0,15,NAYO_market_spread_z_w60_reversal_e1.0;ULXY_own_z_l2_v20_reversal_e0.5;ELLT_lead1_GARI_corr+1;CCNS_lead1_CUBO_corr-1;SRNA_absolute_return_w10_momentum_lag;MTNS_lead2_FCSG_corr+1;HETT_lead2_DIHO_corr-1;BLBT_own_z_l5_v40_reversal_e0.5;MDGI_own_z_l5_v60_reversal_e1.0;CCNS_lead2_CTGI_corr-1;RTTH_relative_return_w20_reversal_cur;EELT_market_spread_z_w60_reversal_e1.0;MTNS_lead10_ALUT_corr-1;DUCT_absolute_return_w60_momentum_lag;ULXY_lead2_AENO_corr-1;FWWG_absolute_return_w20_reversal_cur;MTNS_absolute_return_w60_reversal_lag;NGTE_relative_return_w5_reversal_lag;NPCK_relative_return_w5_momentum_lag;HUXZ_own_z_l5_v60_momentum_e0.5
market0.25_stable_top3_0.75,3,422.2759441279988,1522.404371286356,4.38567377277751,401.40646016986216,-4350.161795199994,286.57378314559725,272.98192432780985,125.27910521752892,0,15,NAYO_market_spread_z_w60_reversal_e1.0;ULXY_own_z_l2_v20_reversal_e0.5;ELLT_lead1_GARI_corr+1
market0.25_low_corr_top3_0.75,3,422.2759441279988,1522.404371286356,4.38567377277751,401.40646016986216,-4350.161795199994,286.57378314559725,272.98192432780985,125.27910521752892,0,15,NAYO_market_spread_z_w60_reversal_e1.0;ULXY_own_z_l2_v20_reversal_e0.5;ELLT_lead1_GARI_corr+1
stable_top15,15,352.68654858799977,896.8503877770224,6.217830804567866,343.7941148488478,-2544.129144999999,399.41381193812634,387.6427950940706,299.1554617645587,0,15,NAYO_market_spread_z_w60_reversal_e1.0;ULXY_own_z_l2_v20_reversal_e0.5;ELLT_lead1_GARI_corr+1;CCNS_lead1_CUBO_corr-1;SRNA_absolute_return_w10_momentum_lag;MTNS_lead2_FCSG_corr+1;HETT_lead2_DIHO_corr-1;BLBT_own_z_l5_v40_reversal_e0.5;MDGI_own_z_l5_v60_reversal_e1.0;CCNS_lead2_CTGI_corr-1;RTTH_relative_return_w20_reversal_cur;EELT_market_spread_z_w60_reversal_e1.0;MTNS_lead10_ALUT_corr-1;DUCT_absolute_return_w60_momentum_lag;ULXY_lead2_AENO_corr-1
low_corr_top15,15,352.68654858799977,896.8503877770224,6.217830804567866,343.7941148488478,-2544.129144999999,399.41381193812634,387.6427950940706,299.1554617645587,0,15,NAYO_market_spread_z_w60_reversal_e1.0;ULXY_own_z_l2_v20_reversal_e0.5;ELLT_lead1_GARI_corr+1;CCNS_lead1_CUBO_corr-1;SRNA_absolute_return_w10_momentum_lag;MTNS_lead2_FCSG_corr+1;HETT_lead2_DIHO_corr-1;BLBT_own_z_l5_v40_reversal_e0.5;MDGI_own_z_l5_v60_reversal_e1.0;CCNS_lead2_CTGI_corr-1;RTTH_relative_return_w20_reversal_cur;EELT_market_spread_z_w60_reversal_e1.0;MTNS_lead10_ALUT_corr-1;DUCT_absolute_return_w60_momentum_lag;ULXY_lead2_AENO_corr-1
stable_top10,10,246.1608653880002,672.6687143587196,5.7861246465601885,239.02147146201014,-2286.7186280000024,275.1272352431512,256.64052935073636,206.61346529239057,0,15,NAYO_market_spread_z_w60_reversal_e1.0;ULXY_own_z_l2_v20_reversal_e0.5;ELLT_lead1_GARI_corr+1;CCNS_lead1_CUBO_corr-1;SRNA_absolute_return_w10_momentum_lag;MTNS_lead2_FCSG_corr+1;HETT_lead2_DIHO_corr-1;BLBT_own_z_l5_v40_reversal_e0.5;MDGI_own_z_l5_v60_reversal_e1.0;CCNS_lead2_CTGI_corr-1
low_corr_top10,10,246.1608653880002,672.6687143587196,5.7861246465601885,239.02147146201014,-2286.7186280000024,275.1272352431512,256.64052935073636,206.61346529239057,0,15,NAYO_market_spread_z_w60_reversal_e1.0;ULXY_own_z_l2_v20_reversal_e0.5;ELLT_lead1_GARI_corr+1;CCNS_lead1_CUBO_corr-1;SRNA_absolute_return_w10_momentum_lag;MTNS_lead2_FCSG_corr+1;HETT_lead2_DIHO_corr-1;BLBT_own_z_l5_v40_reversal_e0.5;MDGI_own_z_l5_v60_reversal_e1.0;CCNS_lead2_CTGI_corr-1
stable_top5,5,139.42690732799997,474.6278567218609,4.644761027249178,133.25041615487083,-1331.5138350000052,133.65620494018953,130.60044363667905,81.87469806658001,0,15,NAYO_market_spread_z_w60_reversal_e1.0;ULXY_own_z_l2_v20_reversal_e0.5;ELLT_lead1_GARI_corr+1;CCNS_lead1_CUBO_corr-1;SRNA_absolute_return_w10_momentum_lag
low_corr_top5,5,139.42690732799997,474.6278567218609,4.644761027249178,133.25041615487083,-1331.5138350000052,133.65620494018953,130.60044363667905,81.87469806658001,0,15,NAYO_market_spread_z_w60_reversal_e1.0;ULXY_own_z_l2_v20_reversal_e0.5;ELLT_lead1_GARI_corr+1;CCNS_lead1_CUBO_corr-1;SRNA_absolute_return_w10_momentum_lag
stable_top3,3,101.57490175599986,419.11284530385774,3.8319994991315487,95.09865360906662,-862.3120140000065,82.39974066115435,82.36739883617054,51.48058839246571,0,15,NAYO_market_spread_z_w60_reversal_e1.0;ULXY_own_z_l2_v20_reversal_e0.5;ELLT_lead1_GARI_corr+1
low_corr_top3,3,101.57490175599986,419.11284530385774,3.8319994991315487,95.09865360906662,-862.3120140000065,82.39974066115435,82.36739883617054,51.48058839246571,0,15,NAYO_market_spread_z_w60_reversal_e1.0;ULXY_own_z_l2_v20_reversal_e0.5;ELLT_lead1_GARI_corr+1
