vol_window,soft_cut,hard_cut,high_scale,full_score,full_mean,full_std,full_sharpe,full_dvolume,min_cv_score,avg_cv_score,cv_scores,avg_cv_sharpe
5,0.005,0.006,0.25,160.64186325588938,187.89741892800066,1223.7394836345447,2.4277381674184895,13729399.840000004,141.83896919238958,184.77087142121596,"[np.float64(185.49303245777065), np.float64(141.83896919238958), np.float64(216.13250606895608), np.float64(195.61897796574746)]",2.7177891348396424
5,0.005,0.006,0.5,192.43343810766922,219.9554716200005,1315.2392607300878,2.644234759801889,16708923.55,170.25765242907372,211.582822309755,"[np.float64(251.82011936083285), np.float64(170.25765242907372), np.float64(199.40682588418173), np.float64(224.8466915649317)]",2.853606176916714
5,0.005,0.006,0.75,222.17545688807664,251.92751518479884,1457.6594572982585,2.7326847476680904,19684943.990000006,180.96269119647616,236.35616398649032,"[np.float64(315.7964048846079), np.float64(195.94283355827255), np.float64(180.96269119647616), np.float64(252.72272630660464)]",2.860915983250925
5,0.005,0.007,0.25,219.08200431977565,243.45568902879916,1283.9472266958637,2.9980768315450255,17738374.62000001,227.10653602085105,243.04358453198745,"[np.float64(234.79971086313574), np.float64(238.13655981871327), np.float64(272.13153142524976), np.float64(227.10653602085105)]",3.3236239627586532
5,0.005,0.007,0.5,305.38608399432246,331.71104406959967,1539.888142088622,3.4059695494169695,24766293.929999996,283.3438881514651,324.8024509057234,"[np.float64(347.5212892706292), np.float64(359.36912684497105), np.float64(308.9754993558282), np.float64(283.3438881514651)]",3.6673382294436943
5,0.005,0.007,0.75,388.3658228688462,420.03733307359846,1896.5826835108978,3.5017578889745065,31791546.62,335.5548105008759,403.35255778176366,"[np.float64(457.52588062254017), np.float64(477.85454605049887), np.float64(342.4749939531398), np.float64(335.5548105008759)]",3.6993815298844686
5,0.005,0.008,0.25,269.4521231329661,292.2352147879983,1343.5940623054787,3.4390182167554326,21510301.109999996,225.66673110936657,288.9113055634369,"[np.float64(345.1556382714679), np.float64(281.9568849422831), np.float64(302.8659679306299), np.float64(225.66673110936657)]",3.7765626891250057
5,0.005,0.008,0.5,403.3132577008776,429.8269738735993,1742.5198048899313,3.900191646040197,32346923.020000003,278.20392401203145,414.2778440694228,"[np.float64(564.7214210258662), np.float64(445.12423924455936), np.float64(369.06179199523433), np.float64(278.20392401203145)]",4.170821722622214
5,0.005,0.008,0.75,533.5885680983299,567.5354910031969,2263.3930531452775,3.9646335444436556,43184740.89999998,325.77728034433244,536.1316725641086,"[np.float64(781.6107887823467), np.float64(605.54909889301), np.float64(431.5895222367455), np.float64(325.77728034433244)]",4.170034046120922
5,0.005,0.01,0.25,270.4566144721297,296.9589726015985,1469.8056478396663,3.194526862870739,27579804.520000007,209.56854957648332,289.33702293090454,"[np.float64(423.4130782165953), np.float64(262.22482659598757), np.float64(209.56854957648332), np.float64(262.14163733455206)]",3.4776656399257018
5,0.005,0.01,0.5,402.04341728285317,439.31981835039824,2115.101969859718,3.284123571902388,44541743.09999999,173.2684743977369,410.3406240147537,"[np.float64(719.1387289176547), np.float64(401.25078309432905), np.float64(173.2684743977369), np.float64(347.70450964929404)]",3.4652325726582847
5,0.005,0.01,0.75,529.2078879413083,581.5740052255978,2892.590952535606,3.1789812570066767,61508773.599999964,131.66367936618659,526.9735543700807,"[np.float64(1012.4183345537948), np.float64(536.7681833203967), np.float64(131.66367936618659), np.float64(427.04402023994476)]",3.2950151935810417
5,0.005,0.012,0.25,269.03875710501654,297.8224720519986,1540.2579782159705,3.0572714551266573,30839112.109999996,225.26957120766843,285.6864109176758,"[np.float64(417.01689296639216), np.float64(242.5945890877236), np.float64(225.26957120766843), np.float64(257.8645904089189)]",3.2709752952040105
5,0.005,0.012,0.5,397.5535477140137,441.10780998559807,2308.5126878968904,3.021220937091853,51095892.85999999,202.75637889571422,401.45171956427635,"[np.float64(705.5757847138066), np.float64(360.46263476408404), np.float64(202.75637889571422), np.float64(337.01207988350063)]",3.1052402774314025
5,0.005,0.012,0.75,520.9616658136281,583.9047417448,3209.0989159415403,2.876927400575653,71354286.02999996,173.5481781114592,511.8573781349711,"[np.float64(991.1914425812456), np.float64(473.4526063424345), np.float64(173.5481781114592), np.float64(409.23728550474493)]",2.8932263627326322
5,0.005,999.0,0.25,309.68225355570405,337.0378291263981,1583.8477145996414,3.3646138699245673,33015166.080000002,224.64395114425724,324.81238131848625,"[np.float64(462.46037777613947), np.float64(224.64395114425724), np.float64(280.75544512897034), np.float64(331.38975122457805)]",3.5323882716378705
5,0.005,999.0,0.5,478.13623521488836,519.9220987399989,2430.2286883717443,3.382681732258973,55472330.110000014,315.0880044296307,479.39212501427005,"[np.float64(795.8172615066986), np.float64(322.8499224826859), np.float64(315.0880044296307), np.float64(483.8133116380649)]",3.4274567097203343
5,0.005,999.0,0.75,641.9231730161861,702.3957166583999,3408.705256097083,3.25808498610118,77929172.49000001,342.1738121831155,628.7730748948544,"[np.float64(1126.5740497218303), np.float64(416.1107603306173), np.float64(342.1738121831155), np.float64(630.2336773438548)]",3.2460518666512352
5,0.006,0.007,0.25,309.29338059859384,339.57100999919794,1679.8721588588767,3.19612957836837,26668385.810000002,219.19379953245843,318.99776035959945,"[np.float64(427.4855433458029), np.float64(318.00448124498445), np.float64(219.19379953245843), np.float64(311.30721731515195)]",3.2609488569694327
5,0.006,0.007,0.5,364.9356610230397,395.7693098439996,1818.9318460693917,3.4402950550468065,30714287.669999998,273.5819408673677,375.02105135247814,"[np.float64(474.94114179762084), np.float64(412.527344959947), np.float64(273.5819408673677), np.float64(339.03377778497696)]",3.5238375610358226
5,0.006,0.007,0.75,418.2186111004521,452.12462465919754,2035.4706921377594,3.5120712022392255,34760846.48,324.784386008617,428.543023918624,"[np.float64(521.1553421008973), np.float64(504.6987549624198), np.float64(324.784386008617), np.float64(363.53361260256185)]",3.6275071645231978
5,0.006,0.008,0.25,360.0018909105696,388.35210115839595,1723.1433748912573,3.563479370514211,30436398.799999997,250.94840592377088,365.416972767693,"[np.float64(537.6767555605726), np.float64(362.87002361441716), np.float64(250.94840592377088), np.float64(310.1727059720112)]",3.613692820302073
5,0.006,0.008,0.5,463.7650628315366,493.88809035999867,1990.209766555683,3.923735329345618,38287789.980000004,334.518112443623,465.5465807526406,"[np.float64(693.1314587187125), np.float64(499.74412610280314), np.float64(334.7926257454236), np.float64(334.518112443623)]",4.007802150895977
5,0.006,0.008,0.75,564.1098174854524,599.6270965711952,2378.9716642638105,3.9853088634948213,46143087.49999999,354.26428554409364,562.0634736312953,"[np.float64(846.0708685447813), np.float64(633.3228160302913), np.float64(414.59592440601494), np.float64(354.26428554409364)]",4.112185095843386
5,0.006,0.01,0.25,361.9286294962954,393.0775931559954,1823.3020673260446,3.4087069658537303,36501566.75,154.96611757658394,365.6816242721486,"[np.float64(616.4526503554019), np.float64(344.66203990108716), np.float64(154.96611757658394), np.float64(346.64568925552146)]",3.463751065738911
5,0.006,0.01,0.5,463.85560344419815,503.38396000159787,2323.4447665367156,3.4256029541277053,50474872.69999999,137.12808613842918,461.98475425084564,"[np.float64(848.4790926052127), np.float64(457.93577985885366), np.float64(137.12808613842918), np.float64(404.39605840088717)]",3.500725199712469
5,0.006,0.01,0.75,560.6475413597387,613.6696203951957,2983.925967332505,3.251745774769573,64456747.29999995,115.00157049036358,553.5490262483904,"[np.float64(1077.4566288811488), np.float64(565.9055379459971), np.float64(115.00157049036358), np.float64(455.8323676760524)]",3.331752903216099
5,0.006,0.012,0.25,361.03882772381337,393.9423954687952,1880.3871131085627,3.312496740431196,39757444.63999999,171.28361155587007,362.62586394413313,"[np.float64(610.7647162174898), np.float64(325.7563243257511), np.float64(171.28361155587007), np.float64(342.6988036774217)]",3.338587936669003
5,0.006,0.012,0.5,460.08151667018427,505.1743089535977,2500.6184534168674,3.1942126746927757,57022784.08000001,167.07555283259856,453.7948746731403,"[np.float64(835.7468856768104), np.float64(418.1488857307231), np.float64(167.07555283259856), np.float64(394.20817445242915)]",3.2024585227206486
5,0.006,0.012,0.75,552.8622041099649,616.0036724615968,3291.5631667233215,2.9590418797068887,74293453.22999997,156.67315896732313,538.7596822908699,"[np.float64(1056.7517178789826), np.float64(503.2532474393938), np.float64(156.67315896732313), np.float64(438.36060487778)]",2.950244741840591
5,0.006,999.0,0.25,401.7700448317,433.1577525431956,1914.2873045840854,3.577741650681055,41933498.61,228.36838360289357,402.14822012534626,"[np.float64(656.4554877744717), np.float64(308.33293787268707), np.float64(228.36838360289357), np.float64(415.43607125133263)]",3.5951012687407755
5,0.006,999.0,0.5,540.736519693516,583.9885977079994,2611.4698133569905,3.535813599834659,61399221.33,280.3722747825241,532.028655505354,"[np.float64(926.2865994584959), np.float64(381.2744985399224), np.float64(280.3722747825241), np.float64(540.1812492404738)]",3.5257427514510202
5,0.006,999.0,0.75,673.8052932101723,734.4946473751985,3485.360366445302,3.3320457150844414,80868339.69000004,325.0249600236099,655.6189247054219,"[np.float64(1192.2797225979295), np.float64(446.37816943212334), np.float64(325.0249600236099), np.float64(658.7928467680251)]",3.3018962198669253
5,0.007,0.008,0.25,520.3323647996074,556.9403242415956,2335.748122828854,3.7700981715081507,42592916.019999996,384.6142982022469,526.2942165643422,"[np.float64(676.3369042489754), np.float64(638.8823034241769), np.float64(405.3433603819691), np.float64(384.6142982022469)]",3.927856656929702
5,0.007,0.008,0.5,569.3813432274267,606.2819195471958,2440.3919263729604,3.9281226700286442,46387353.93999998,381.8291379784916,571.1316692153653,"[np.float64(785.093708759831), np.float64(681.9490993055769), np.float64(435.65473081756187), np.float64(381.8291379784916)]",4.091143299075524
5,0.007,0.008,0.75,616.5209049788556,655.6703580263949,2612.4290259801205,3.9683599152393763,50183233.62999998,377.1370380593228,614.2854686638161,"[np.float64(891.873357704671), np.float64(723.7771355956874), np.float64(464.3543432955834), np.float64(377.1370380593228)]",4.130877352110893
5,0.007,0.01,0.25,523.1307439577772,561.6688381351985,2410.4067161905978,3.684342578614069,48649795.550000004,311.9724831498065,528.1058599515479,"[np.float64(755.4296188345057), np.float64(622.6871327363378), np.float64(311.9724831498065), np.float64(422.33420508554156)]",3.841917613279817
5,0.007,0.01,0.5,571.2408217093257,615.7832833807944,2718.7882804047163,3.5811499824663633,58559233.82,241.56911354804734,570.1596363637667,"[np.float64(941.1652867473275), np.float64(643.80578352962), np.float64(241.56911354804734), np.float64(454.09836163007174)]",3.7179440809599282
5,0.007,0.01,0.75,614.5411413636192,669.7205684103999,3173.048815380757,3.3372357553618994,68475475.98999995,165.8022458771124,607.4228627708527,"[np.float64(1123.8164975594282), np.float64(659.3817936015218), np.float64(165.8022458771124), np.float64(480.6909140453483)]",3.442240142951826
5,0.007,0.012,0.25,522.7506329694752,562.5339977999986,2453.7044575135205,3.6249041502960666,51904780.05999998,328.80646781552616,525.6565423808984,"[np.float64(750.0366525206521), np.float64(605.0779585988577), np.float64(328.80646781552616), np.float64(418.7050905885576)]",3.7478726723399287
5,0.007,0.012,0.5,568.4200809434685,617.5744566127935,2871.479468448514,3.400584836311671,65105084.5,272.9228082123371,563.1404566226669,"[np.float64(928.9041946453606), np.float64(606.1433812665765), np.float64(272.9228082123371), np.float64(444.59144236639327)]",3.4629360672597755
5,0.007,0.012,0.75,607.5041002246688,672.0558437168025,3463.8154716067793,3.0677546168263623,78309123.82000002,209.1816902760867,593.7050908059687,"[np.float64(1103.4618707408076), np.float64(598.376944569037), np.float64(209.1816902760867), np.float64(463.79985763794303)]",3.0791767932767002
5,0.007,999.0,0.25,563.550298570507,601.7493548743981,2477.1118251702806,3.8409621289689557,54080834.02999999,385.5149250364115,565.6758363101558,"[np.float64(795.9050829449368), np.float64(588.7271303839227), np.float64(385.5149250364115), np.float64(492.556206875352)]",3.942293902279443
5,0.007,999.0,0.5,649.291005060451,696.3887453671942,2965.528418147412,3.7129547617740912,69481521.75,386.38359150831917,642.2513689577736,"[np.float64(1019.7317421588724), np.float64(570.9888307537327), np.float64(386.38359150831917), np.float64(591.90131141017)]",3.7410218473290135
5,0.007,999.0,0.75,728.5389744656181,790.5468186304033,3646.6536813857792,3.4277021651835335,84884010.28000008,378.78744778960987,711.4165389958724,"[np.float64(1239.1675264644728), np.float64(542.7433715717725), np.float64(378.78744778960987), np.float64(684.9678101576345)]",3.409027436132402
5,0.008,0.01,0.25,665.0781009359347,709.5482959672005,2901.016231802798,3.86724607147966,60083883.25000001,399.27078275554646,658.2324742002909,"[np.float64(1076.309735286491), np.float64(748.7424208519574), np.float64(399.27078275554646), np.float64(408.6069579071687)]",4.014790306860136
5,0.008,0.01,0.5,664.833598130753,714.3287650463977,3081.7191733928244,3.6650093156199954,66178371.959999986,299.2716231875597,656.1416857852691,"[np.float64(1154.041873487874), np.float64(727.5239027636566), np.float64(299.2716231875597), np.float64(443.72934370198635)]",3.784821781657164
5,0.008,0.01,0.75,661.043139720137,718.8854474944015,3362.3088311970514,3.3805868303036686,72277506.83999997,194.0957998587054,650.0912084314582,"[np.float64(1230.0325151983589), np.float64(701.3340041946072), np.float64(194.0957998587054), np.float64(474.90251447416153)]",3.474405587651326
5,0.008,0.012,0.25,664.9534937497027,710.4134556319989,2936.9738553018938,3.82455668812409,63338867.76,405.0202716423597,655.9889947031228,"[np.float64(1071.3128756279284), np.float64(731.4044640866983), np.float64(416.2183674555047), np.float64(405.0202716423597)]",3.944424590056295
5,0.008,0.012,0.5,662.628499699772,716.1199382783982,3217.0873524479407,3.5195968196135308,72724222.63999997,331.1034274964409,649.6374272030187,"[np.float64(1142.5670929681344), np.float64(690.5115145208025), np.float64(331.1034274964409), np.float64(434.3676738266968)]",3.5767592526551404
5,0.008,0.012,0.75,654.6015005895927,721.220722800803,3637.8893198034075,3.134647565207839,82111154.67000002,238.1552380946104,636.9227546700523,"[np.float64(1210.3697564230597), np.float64(640.9901563743783), np.float64(238.1552380946104), np.float64(458.1758677881608)]",3.1421224733208493
5,0.008,999.0,0.25,705.7779340636517,749.6297411591975,2954.4491688990884,4.011809390426683,65512432.30999998,472.7215683271031,696.2809368292535,"[np.float64(1117.2468493578522), np.float64(715.2720257076892), np.float64(472.7215683271031), np.float64(479.8833039243697)]",4.117311777933435
5,0.008,999.0,0.5,743.7082468508447,794.9358363303996,3298.7753581255192,3.8102137362929196,77096300.07,444.4697466753187,729.2862734190245,"[np.float64(1233.741288280893), np.float64(655.8852058192657), np.float64(444.4697466753187), np.float64(583.0488529006208)]",3.8401144524728883
5,0.008,999.0,0.75,775.8042922052172,839.7142918168032,3810.744817261736,3.484108584112003,88679051.01000005,408.1170292108921,755.1653777145133,"[np.float64(1346.375670233616), np.float64(585.8753338660391), np.float64(408.1170292108921), np.float64(680.293477547506)]",3.4639829051417816
5,0.01,0.012,0.25,654.4739049366958,724.5530356744011,3748.76632685982,3.05598919557039,81731149.15000004,109.17876495531735,640.514413899128,"[np.float64(1299.6830137253585), np.float64(652.6850575785871), np.float64(109.17876495531735), np.float64(500.51081933724885)]",3.116259590422775
5,0.01,0.012,0.5,652.6073366462963,725.4916341952006,3833.481956919703,2.9923265757301016,84987291.96000001,123.24606392479225,636.1811741352111,"[np.float64(1293.4563228184115), np.float64(632.9428017385345), np.float64(123.24606392479225), np.float64(495.0795080591062)]",3.0283404418834774
5,0.01,0.012,0.75,648.4409852953947,726.0475123784021,3971.448563383004,2.8905873914419677,88242228.47000003,135.1505206235507,629.5397887583838,"[np.float64(1285.3058300387997), np.float64(609.9208572598428), np.float64(135.1505206235507), np.float64(487.78194711134194)]",2.8972469831683956
5,0.01,999.0,0.25,696.1941002155622,763.771610489599,3762.4387634900063,3.2096972909689447,83898200.40000004,163.28567266556496,680.1708748411743,"[np.float64(1345.7881956098877), np.float64(636.0424159191327), np.float64(163.28567266556496), np.float64(575.567215170112)]",3.2702591768636133
5,0.01,999.0,0.5,735.0995671052383,804.3122671400006,3902.244787524826,3.2589686868279584,89346118.27,234.1525186151042,715.3571916199644,"[np.float64(1385.069832366231), np.float64(597.6862526342449), np.float64(234.1525186151042), np.float64(644.5201628642777)]",3.2874849422479455
5,0.01,999.0,0.75,770.8042053329353,844.5480096296017,4130.333107388736,3.2330265312182243,94790278.03000005,301.80949783158167,747.1849430666016,"[np.float64(1421.7423626758532), np.float64(554.5126832245827), np.float64(301.80949783158167), np.float64(710.6752285343885)]",3.2232242663483777
10,0.004,0.006,0.25,13.797107918549537,18.705084163199945,176.39524193265493,1.6766515109131848,802916.9600000001,0.0,19.655898462120447,"[0.0, np.float64(7.681679807171893), np.float64(41.02387982343354), np.float64(29.918034217876357)]",1.6171631976275012
10,0.004,0.006,0.5,27.73881401029473,37.61396879679998,354.85193338444617,1.6759921821748298,1614649.32,0.0,39.52795425004027,"[0.0, np.float64(15.368072614080553), np.float64(82.48663073260832), np.float64(60.25711365347222)]",1.6169641070511118
10,0.004,0.006,0.75,41.68210077133887,56.5218199439999,533.2417968335534,1.675953475349587,2426048.8200000003,0.0,59.398840307201546,"[0.0, np.float64(23.077418788283154), np.float64(123.95042954003817), np.float64(90.56751290048484)]",1.6169780940017502
10,0.004,0.007,0.25,43.63410657411592,50.506655179199576,316.93082305510103,2.519730738452701,2680657.42,28.993450796223225,45.91293186967128,"[np.float64(54.244705399035574), np.float64(42.44557810103796), np.float64(57.96799318238838), np.float64(28.993450796223225)]",2.571637938154688
10,0.004,0.007,0.5,87.58827086507799,101.44016861999962,637.8398207334635,2.514596679632398,5391457.530000001,58.14833398469021,92.15260849894688,"[np.float64(109.08677934932652), np.float64(85.19003658147253), np.float64(116.18528408029822), np.float64(58.14833398469021)]",2.565172460506078
10,0.004,0.007,0.75,131.5837112824499,152.40148414159884,958.4628136466093,2.514108016584856,8099296.709999999,87.46309040498878,138.43082558924715,"[np.float64(163.9353358209037), np.float64(127.83107047283761), np.float64(174.49380565825854), np.float64(87.46309040498878)]",2.5646375633481053
10,0.004,0.008,0.25,105.22431586411078,116.5490134744005,604.5522724062009,3.048209050293033,9377845.609999998,43.661227442610105,93.17300555141956,"[np.float64(145.1919995132796), np.float64(78.31870931176665), np.float64(43.661227442610105), np.float64(105.5200859380219)]",2.886509064314547
10,0.004,0.008,0.5,211.43890900926831,234.21085746879868,1215.3032796174912,3.0471396513287368,18848869.760000013,87.37518397706378,187.16686282478045,"[np.float64(291.8129208410357), np.float64(157.13372162755917), np.float64(87.37518397706378), np.float64(212.3456248534632)]",2.8844777064580964
10,0.004,0.008,0.75,317.4765465335458,351.7022339095977,1825.851266082344,3.045648180615486,28320188.729999993,131.19451760284528,281.06272165588314,"[np.float64(438.34588271083146), np.float64(235.86622967679367), np.float64(131.19451760284528), np.float64(318.8442566330621)]",2.883127836742788
10,0.004,0.01,0.25,147.40509794427777,165.23409799680158,908.6087600937294,2.8753635213656596,17194797.439999998,67.63980865547892,144.69199074386978,"[np.float64(264.23562506031794), np.float64(145.84050410970892), np.float64(67.63980865547892), np.float64(101.0520251499733)]",2.929078396327346
10,0.004,0.01,0.5,296.36189916875634,332.2128340631977,1826.9449806033042,2.875152877434646,34564198.210000016,135.64472615918842,290.84741167261205,"[np.float64(531.3911765297964), np.float64(292.6402464278304), np.float64(135.64472615918842), np.float64(203.71349757363308)]",2.9282749435027093
10,0.004,0.01,0.75,445.1165127521348,498.99153397359686,2744.8590989800705,2.8743730071321107,51933467.65,203.48602107464538,436.8022869996921,"[np.float64(798.6229286809671), np.float64(439.28096271374665), np.float64(203.48602107464538), np.float64(305.8192355294094)]",2.926972067190267
10,0.004,0.012,0.25,179.75664560747583,199.7456131656007,1053.1735861451145,2.9987985767010117,23553164.95,110.26219597338883,179.39125083025078,"[np.float64(295.38510110452523), np.float64(145.2608251224622), np.float64(110.26219597338883), np.float64(166.6568811206269)]",3.0371245471197916
10,0.004,0.012,0.5,361.4311620893434,401.62043024239733,2117.5225952780056,2.9988707493721107,47345410.97,221.41609302951466,360.71356083239027,"[np.float64(594.0022534941803), np.float64(291.93911206244917), np.float64(221.41609302951466), np.float64(335.4967847434167)]",3.037488807520459
10,0.004,0.012,0.75,542.5945043178797,603.013741500799,3181.6114203960055,2.996746980630936,71141281.15999997,332.02459622231,541.4682538669653,"[np.float64(892.39188762455), np.float64(437.8665083217226), np.float64(332.02459622231), np.float64(503.5900232992782)]",3.0349671184489173
10,0.004,999.0,0.25,199.6342350716637,219.64234371600068,1099.440122889092,3.1587444477419693,24917456.750000004,91.43539048547528,192.76161994611792,"[np.float64(361.1585078904847), np.float64(126.38993188293956), np.float64(91.43539048547528), np.float64(192.06264952557217)]",3.1149602247064605
10,0.004,999.0,0.5,401.3669702961392,441.6017239159974,2210.704129385819,3.1584218975050526,50086806.60999999,183.5038839192789,387.55014365658724,"[np.float64(726.2287908203457), np.float64(253.84686867922989), np.float64(183.5038839192789), np.float64(386.6210312074946)]",3.1148657950535226
10,0.004,999.0,0.75,602.7233645592446,663.2047220960003,3321.768525935978,3.156808580169534,75257467.2,274.97228812435463,581.9286507435845,"[np.float64(1091.4419187233618), np.float64(380.83014226563915), np.float64(274.97228812435463), np.float64(580.4702538609823)]",3.1130713491086763
10,0.005,0.006,0.25,27.07548155912253,43.553244689600376,537.2192330483159,1.2818551927885236,1619288.2999999998,0.0,42.82125023348579,"[0.0, np.float64(7.681679807171893), np.float64(87.73576815946657), np.float64(75.8675529673047)]",1.3641479357778346
10,0.005,0.006,0.5,37.30658600267892,54.174275999200155,575.9677566894818,1.487184835942355,2158878.57,0.0,55.536129193056425,"[0.0, np.float64(15.368072614080553), np.float64(114.92650153776678), np.float64(91.84994262037834)]",1.4956451399581354
10,0.005,0.006,0.75,46.78366984512936,64.80272546640018,635.8902205850144,1.6113175232659893,2698506.8699999996,0.0,67.63064083660936,"[0.0, np.float64(23.077418788283154), np.float64(140.67209294131288), np.float64(106.77305161684139)]",1.5757513236405156
10,0.005,0.007,0.25,60.22787033904013,75.35481570559978,597.1148639231862,1.995368602334591,3497028.76,42.44557810103796,69.71777384425594,"[np.float64(54.244705399035574), np.float64(42.44557810103796), np.float64(106.81918270919866), np.float64(75.36162916775159)]",2.3612304368474377
10,0.005,0.007,0.5,100.38605848131658,118.00047582240026,781.5399856067247,2.3872756062041502,5935686.78,85.19003658147253,108.81220564599644,"[np.float64(109.08677934932652), np.float64(85.19003658147253), np.float64(150.74101383905938), np.float64(90.23099281412738)]",2.495665627720416
10,0.005,0.007,0.75,138.43583415468103,160.6823896639989,1018.4633706938026,2.49455378483955,8371754.759999999,103.98652796375195,147.0405810134212,"[np.float64(163.9353358209037), np.float64(127.83107047283761), np.float64(192.40938979619148), np.float64(103.98652796375195)]",2.5514780387788933
10,0.005,0.008,0.25,125.84412751396417,141.39717400080048,785.9628014290337,2.844518364868477,10194216.949999997,78.31870931176665,120.05536573998506,"[np.float64(145.1919995132796), np.float64(78.31870931176665), np.float64(96.59273554384897), np.float64(160.11801859104503)]",2.955072521587504
10,0.005,0.008,0.5,226.61597021527072,250.77116467119885,1294.5165707528797,3.0629505630543274,19393099.010000013,125.55332105815904,206.4458109784125,"[np.float64(291.8129208410357), np.float64(157.13372162755917), np.float64(125.55332105815904), np.float64(251.28328038689617)]",2.9727198943884554
10,0.005,0.008,0.75,325.35127108452076,359.9831394319982,1857.0084140378656,3.0650551479942694,28592646.779999994,151.03337137539955,291.04020309457655,"[np.float64(438.34588271083146), np.float64(235.86622967679367), np.float64(151.03337137539955), np.float64(338.91532861528157)]",2.9255067759799775
10,0.005,0.01,0.25,169.85957853035947,190.08225852320132,1037.0171090617694,2.8981820766009476,18011168.780000005,123.89130682488066,173.19052650188075,"[np.float64(264.23562506031794), np.float64(145.84050410970892), np.float64(123.89130682488066), np.float64(158.7946700126155)]",3.0957838775179463
10,0.005,0.01,0.5,312.46867285833224,348.77314126559787,1879.7056064657256,2.933750661000279,35108427.460000016,176.02265569296262,311.2246502451412,"[np.float64(531.3911765297964), np.float64(292.6402464278304), np.float64(176.02265569296262), np.float64(244.8445223299755)]",3.032432512576609
10,0.005,0.01,0.75,453.382435050964,507.2724394959974,2765.241309479162,2.900535836670707,52205925.7,224.31658933975618,447.29226274068503,"[np.float64(798.6229286809671), np.float64(439.28096271374665), np.float64(224.31658933975618), np.float64(326.9485702282703)]",2.9687749898300915
10,0.005,0.012,0.25,202.7694381676202,224.59377369200067,1165.029661761313,3.048110689668583,24369536.289999995,145.2608251224622,208.55859980220768,"[np.float64(295.38510110452523), np.float64(145.2608251224622), np.float64(168.71747810850198), np.float64(224.87099487334135)]",3.1656059950678395
10,0.005,0.012,0.5,377.76616403501714,418.18073744479756,2162.6761949284405,3.0573314836393664,47889640.21999999,262.9390385901693,381.3438485062693,"[np.float64(594.0022534941803), np.float64(291.93911206244917), np.float64(262.9390385901693), np.float64(376.49498987827826)]",3.123043568494091
10,0.005,0.012,0.75,550.9443328293684,611.2946470231986,3198.9430224130456,3.021440820480449,71413739.20999998,353.3203151617534,552.0305123985657,"[np.float64(892.39188762455), np.float64(437.8665083217226), np.float64(353.3203151617534), np.float64(524.5433384862371)]",3.069327394081161
10,0.005,999.0,0.25,222.78575583361518,244.49050424240065,1206.6065223340067,3.203806897187596,25733828.09,126.38993188293956,222.0716652071884,"[np.float64(361.1585078904847), np.float64(126.38993188293956), np.float64(150.46570033241477), np.float64(250.27252072291458)]",3.245302563559278
10,0.005,999.0,0.5,417.7314117754704,458.1620311183976,2253.6980554789507,3.2143515237563074,50631035.859999985,225.4383492977158,408.2451288686026,"[np.float64(726.2287908203457), np.float64(253.84686867922989), np.float64(225.4383492977158), np.float64(427.4665066771191)]",3.199736896792758
10,0.005,999.0,0.75,611.0751932489047,671.4856276184008,3338.223254742331,3.1804703240342653,75529925.25000001,296.4563339121172,592.5099094858929,"[np.float64(1091.4419187233618), np.float64(380.83014226563915), np.float64(296.4563339121172), np.float64(601.3112430424533)]",3.1469553424694046
10,0.006,0.007,0.25,89.3978785419667,107.21184946000103,756.7101428990372,2.2401816576279963,5114633.43,54.244705399035574,107.26811030345307,"[np.float64(54.244705399035574), np.float64(70.05410842287023), np.float64(184.36333057062828), np.float64(120.41029682127824)]",2.58323665629584
10,0.006,0.007,0.5,119.86750166368115,139.2374030912013,884.9910884147696,2.487637079170261,7011389.120000001,104.99190246554316,133.77389904639062,"[np.float64(109.08677934932652), np.float64(104.99190246554316), np.float64(201.63643683284909), np.float64(119.38047753784366)]",2.636387854343962
10,0.006,0.007,0.75,148.29296075172107,171.29132364959867,1066.5803122704854,2.539287102556368,8906688.34,118.22781674552274,159.4820950054062,"[np.float64(163.9353358209037), np.float64(138.06105857035686), np.float64(217.70416888484144), np.float64(118.22781674552274)]",2.611984364743848
10,0.006,0.008,0.25,156.00288947193076,173.25502898880166,910.9845540168137,3.0070790183397578,11809600.120000001,108.16798099623719,158.65434186333047,"[np.float64(145.1919995132796), np.float64(108.16798099623719), np.float64(175.46239766534313), np.float64(205.79498927846197)]",3.214294338068086
10,0.006,0.008,0.5,247.3641282487954,272.00975922959935,1357.550834385502,3.168096409991525,20464464.710000012,178.25697506185804,232.78618002560557,"[np.float64(291.8129208410357), np.float64(178.25697506185804), np.float64(178.82437773000507), np.float64(282.2504464695234)]",3.139184133163607
10,0.006,0.008,0.75,335.9133967659766,370.59445779679817,1882.788123569266,3.1121998280172236,29121282.57999999,178.05261174599403,304.42821930843076,"[np.float64(438.34588271083146), np.float64(246.66411410997415), np.float64(178.05261174599403), np.float64(354.6502686669235)]",2.9979785628529227
10,0.006,0.01,0.25,200.97705238992572,221.94011351120258,1133.339230852035,3.096320341457145,19626551.950000003,177.77921776166073,212.79300935443223,"[np.float64(264.23562506031794), np.float64(177.77921776166073), np.float64(203.58081043094643), np.float64(205.5763841648038)]",3.387690270054346
