name,kwargs,gates,threshold,score_250_500,score_250_400,score_400_500,roll_mean,roll_median,roll_min,roll_neg_count,recent_roll_mean,recent_roll_min
"current_short_only_x0.5_sm1.25_gate(20, 60)_th250.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.5, 'short_mult': 1.25}","(20, 60)",250.0,216.3699298179532,230.93705299487232,197.10864031368484,125.7260407052675,43.90930804962885,-119.86577374600066,5,248.6608472345569,-19.65799026599966
"current_short_only_x0.5_sm1.25_gate(20, 60)_th500.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.5, 'short_mult': 1.25}","(20, 60)",500.0,47.84013721506391,3.230167066465953,181.0378609138909,35.97889619674834,0.0,-99.77827877599975,3,68.5605372152472,-99.77827877599975
"current_short_only_x0.5_sm1.25_gate(20, 60)_th750.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.5, 'short_mult': 1.25}","(20, 60)",750.0,-14.597501735198962,0.47643205684849593,-56.275084703999326,-6.881017115851648,0.0,-56.275084703999326,5,-11.468361859752749,-56.275084703999326
"current_short_only_x0.5_sm1.25_gate(10, 40)_th-500.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.5, 'short_mult': 1.25}","(10, 40)",-500.0,409.7360444086626,486.905542829747,292.519150541219,265.310181327063,271.2311930802386,-170.49227520599808,3,463.8737131254911,210.4722502774442
"current_short_only_x0.5_sm1.25_gate(10, 40)_th-250.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.5, 'short_mult': 1.25}","(10, 40)",-250.0,373.0885001325038,453.3797202845577,252.39228286972983,272.43378700869687,324.58787246474816,-89.553145383999,3,454.8129301060497,252.39228286972983
"current_short_only_x0.5_sm1.25_gate(10, 40)_th0.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.5, 'short_mult': 1.25}","(10, 40)",0.0,348.10439646637195,412.0242099347889,252.39228286972983,228.24212231132913,292.44975124422365,-95.93432877399874,4,409.78306854916724,252.39228286972983
"current_short_only_x0.5_sm1.25_gate(10, 40)_th250.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.5, 'short_mult': 1.25}","(10, 40)",250.0,137.87664294250692,206.0071430006933,43.2845865722741,68.6220828067293,43.2845865722741,-217.41638376599775,6,196.78776869276956,6.889074807448405
"current_short_only_x0.5_sm1.25_gate(10, 40)_th500.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.5, 'short_mult': 1.25}","(10, 40)",500.0,106.9448239186847,133.26528644161408,72.72065160612065,36.84191806521615,5.4807004432718,-167.72355599999838,7,131.46070230180396,-24.87788940199881
"current_short_only_x0.5_sm1.25_gate(10, 40)_th750.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.5, 'short_mult': 1.25}","(10, 40)",750.0,-30.96387221919942,-21.567084138665585,-45.0590543400004,-27.68769518121224,-45.0590543400004,-90.86274613599939,9,-15.814951896687274,-55.32105124199947
current_short_only_x0.75_sm1.0_gate()_th-500.0,"{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.75, 'short_mult': 1.0}",(),-500.0,544.9663762932083,495.8160042916795,617.2649499082329,270.7297202585717,299.66537829281566,-352.65402541599934,5,547.7837737201174,290.1946224409772
"current_short_only_x0.75_sm1.0_gate(10,)_th-500.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.75, 'short_mult': 1.0}","(10,)",-500.0,448.42640137941737,530.9099835338238,323.0839740151469,313.0119949196953,306.20025049804934,-36.14434881199741,1,494.39742282699353,236.00600414481642
"current_short_only_x0.75_sm1.0_gate(10,)_th-250.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.75, 'short_mult': 1.0}","(10,)",-250.0,409.8287041477688,495.1589178241796,281.53433264940594,312.11580888761944,358.75409656437125,3.6785925193062474,0,479.1936345007964,281.53433264940594
"current_short_only_x0.75_sm1.0_gate(10,)_th0.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.75, 'short_mult': 1.0}","(10,)",0.0,361.8929469456155,415.6668442285195,281.53433264940594,253.06741135349603,280.1474840248649,-59.644638229999785,3,423.1391873737231,279.6233329120739
"current_short_only_x0.75_sm1.0_gate(10,)_th250.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.75, 'short_mult': 1.0}","(10,)",250.0,259.7830995215368,355.7258759889599,117.01242638001771,164.3714239687641,113.59049046419985,-146.87848629599767,2,293.42499187358067,98.84618949959787
"current_short_only_x0.75_sm1.0_gate(10,)_th500.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.75, 'short_mult': 1.0}","(10,)",500.0,192.70929122424567,289.58924609014156,54.01114842029623,105.19552537652447,54.01114842029623,-176.3132003260002,5,222.62015307491043,10.41001669509202
"current_short_only_x0.75_sm1.0_gate(10,)_th750.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.75, 'short_mult': 1.0}","(10,)",750.0,117.01832163056952,172.40960580101938,41.297635719010444,92.34236333029608,41.297635719010444,-143.38065541799878,2,154.65937393747214,-23.122357707994805
"current_short_only_x0.75_sm1.0_gate(20,)_th-500.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.75, 'short_mult': 1.0}","(20,)",-500.0,461.79577509031617,355.431040528212,617.2649499082329,225.69971590056787,92.61498213588973,-106.74029249599732,4,405.7111457857343,83.04049029046705
"current_short_only_x0.75_sm1.0_gate(20,)_th-250.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.75, 'short_mult': 1.0}","(20,)",-250.0,457.84307257303357,345.5203790724859,621.8831004652533,259.8807787442244,84.09564180842023,0.05463677648366157,0,415.45534385193196,70.38394661041794
"current_short_only_x0.75_sm1.0_gate(20,)_th0.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.75, 'short_mult': 1.0}","(20,)",0.0,442.68723481792335,395.22078927070424,512.493866425716,233.28568765351378,100.61106051996904,-185.94091551199938,2,405.9413710095982,40.44544888174077
"current_short_only_x0.75_sm1.0_gate(20,)_th250.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.75, 'short_mult': 1.0}","(20,)",250.0,393.0758372993925,402.5963538667505,379.58181230606584,215.14061666810386,227.56753889833703,-170.98727394400106,5,404.50171606917456,93.17994843961495
"current_short_only_x0.75_sm1.0_gate(20,)_th500.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.75, 'short_mult': 1.0}","(20,)",500.0,195.072980184224,146.5364567343448,270.59843378691716,103.48305083596306,5.524742865929233,-125.12488210600219,3,189.53072306254458,-10.74962981199992
"current_short_only_x0.75_sm1.0_gate(20,)_th750.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.75, 'short_mult': 1.0}","(20,)",750.0,0.04486698778168832,0.3304889112628606,-5.149118730001801,-13.688475572979609,-5.149118730001801,-122.4434103339992,8,-3.197906477334039,-122.08950578600057
"current_short_only_x0.75_sm1.0_gate(40,)_th-500.0","{'excluded': (5, 10, 17, 18, 34, 36, 48), 'mode': 'short_only', 'exposure_mult': 0.75, 'short_mult': 1.0}","(40,)",-500.0,544.9663762932083,495.8160042916795,617.2649499082329,259.6511098831386,299.66537829281566,-461.99020121199896,5,550.8516289409413,290.1946224409772
