top_n,window,start_day,end_day,days,total_pl,mean_pl,std_pl,ann_sharpe,score,worst_day,best_day,positive_day_rate,max_drawdown
10,101-201,101,201,100,35320.41851300004,353.2041851300004,713.5773700935737,7.826269097968382,347.5302667959771,-1124.6546959999996,2628.960424000001,0.71,-2834.1258650000163
10,126-226,126,226,100,35020.584570000035,350.20584570000034,661.9748208843143,8.364729951798434,345.271194081248,-1047.5805189999955,2058.9903959999974,0.7,-2834.1258650000054
10,151-251,151,251,100,34807.76635600001,348.0776635600001,666.1621303970701,8.261639090947,343.0516110072706,-969.3504120000016,3156.830043000009,0.72,-2834.1258650000045
10,176-276,176,276,100,35854.70028000002,358.5470028000002,695.2709073867443,8.153837339004895,353.2340196746024,-1445.334115999991,3156.8300430000054,0.69,-1771.4448690000136
10,201-301,201,301,100,28158.18322899999,281.5818322899999,720.7122583123867,6.177499601886834,274.3915606528689,-1460.1147980000023,3156.8300430000054,0.64,-2585.0559280000125
10,226-326,226,326,100,26116.104978999974,261.16104978999977,726.7635422609313,5.681791294096908,253.31431141451753,-1460.1147980000023,3156.8300430000054,0.65,-2585.055928000005
10,251-351,251,351,100,25401.627198999995,254.01627198999995,674.8724143701417,5.951272900840994,247.04118496525808,-1460.1147980000023,1687.6243440000035,0.64,-2585.0559280000125
10,276-376,276,376,100,29945.028383999987,299.4502838399999,631.4732763570188,7.497901957001688,294.216834742672,-1460.1147980000023,1596.2699959999936,0.68,-2585.055928000009
10,301-401,301,401,100,30144.818774,301.44818774,596.6145166052977,7.988934590566589,296.7978655578098,-884.3319320000046,1596.2699959999936,0.67,-1309.3492959999858
10,326-426,326,426,100,25176.116810999967,251.76116810999966,599.6966500415425,6.637845296926347,246.17404791865005,-1079.2866759999997,1552.874837999996,0.64,-2204.8388900000064
10,351-451,351,451,100,25645.127343999986,256.45127343999985,630.8471148720247,6.427628135269822,250.39065926233715,-1079.2866760000034,1976.2070210000093,0.63,-2204.83889000001
10,376-476,376,476,100,21293.11232900002,212.93112329000022,653.5389815174327,5.151546834827675,205.19898001814227,-1876.0205270000006,1976.2070210000093,0.63,-2256.151999999991
15,1-101,1,101,100,19183.725511000026,191.83725511000026,780.3093642703315,3.887193297940546,179.92949475319432,-2183.1435489999894,2590.793456999985,0.6,-2770.438877999999
15,26-126,26,126,100,31371.027341999994,313.71027341999996,893.388005099019,5.552117242112664,303.85323151848735,-2183.1435489999894,2590.793456999985,0.67,-2770.438877999999
15,51-151,51,151,100,42776.81323099997,427.7681323099997,906.3372605154213,7.4625730810547815,420.2223895860262,-2183.1435489999894,2590.793456999985,0.7,-2183.1435489999894
15,76-176,76,176,100,38984.04039299992,389.84040392999924,969.4450603619034,6.35819218016668,380.4300171126014,-2183.1435489999894,2590.793456999985,0.66,-2804.1187779999964
15,101-201,101,201,100,53603.47444599999,536.03474446,907.4433872075859,9.339925340665665,529.959609060786,-1647.5060550000053,2353.797684000019,0.72,-2804.118778
15,126-226,126,226,100,50268.827832999945,502.68827832999943,852.9049440351926,9.318974662467602,496.96572074560555,-1647.5060550000053,2353.797684000019,0.68,-2804.1187779999927
15,151-251,151,251,100,44926.45984599997,449.26459845999966,950.147772278323,7.476202358544363,441.36802336211167,-2665.140467999998,3271.814515999984,0.64,-3252.1121439999915
15,176-276,176,276,100,47198.57088000001,471.98570880000005,966.4150122305133,7.722095807535784,464.20111760730407,-2665.140467999998,3271.814515999984,0.66,-3252.112143999988
15,201-301,201,301,100,38368.74297699996,383.6874297699996,996.9008594477622,6.085490729345049,373.59920538108565,-2665.1404679999996,3271.8145159999876,0.62,-3511.4105190000046
15,226-326,226,326,100,38106.685303000035,381.06685303000035,998.019075678508,6.0371551292653685,370.89075374684893,-2665.1404679999996,3271.8145159999876,0.66,-3511.4105190000046
15,251-351,251,351,100,40574.244030000016,405.74244030000017,897.2719578207702,7.149840377599238,397.95769840243037,-2195.1199919999854,2367.255972999992,0.7,-3511.4105190000046
15,276-376,276,376,100,42588.62604699995,425.88626046999946,878.8686614029087,7.661956025984166,418.75315279776703,-1766.3058120000132,2367.255972999992,0.68,-3155.478327000026
15,301-401,301,401,100,39887.128123999995,398.87128124,812.8743199049105,7.758528662189387,392.3532193078928,-1639.131436999989,2367.255972999992,0.66,-2980.892848000007
15,326-426,326,426,100,36634.809084,366.34809084,850.7085537776919,6.808996914185296,358.61309875027825,-1639.131436999989,2367.255972999992,0.62,-3027.6380369999897
15,351-451,351,451,100,35450.81719300008,354.5081719300008,873.1381942100049,6.419678350319306,346.10994622668926,-1639.131436999989,2246.8339629999973,0.59,-3027.638036999988
15,376-476,376,476,100,30003.690676000027,300.03690676000025,856.3018822358172,5.5401023117912604,290.5698500425502,-1882.592949000009,2204.4813539999996,0.61,-4416.6273740000215
20,1-101,1,101,100,16542.02431499999,165.42024314999992,905.5440163381227,2.8883451826462245,147.7141075126814,-3307.957070000004,3012.8420650000116,0.61,-3307.957070000004
20,26-126,26,126,100,30483.015389999924,304.83015389999923,1015.9370989591015,4.7441794714027985,291.86265245264036,-3307.957070000004,3012.8420650000116,0.63,-3307.957070000004
20,51-151,51,151,100,50024.25768899996,500.2425768899996,1080.9183347937953,7.317416471921006,491.0713165773653,-3307.957070000004,3012.8420650000116,0.67,-3307.957070000004
20,76-176,76,176,100,45368.24183500003,453.6824183500003,1155.0783939731168,6.210270159346263,442.2163684570623,-3307.957070000004,3012.8420650000116,0.61,-4072.745883999967
20,101-201,101,201,100,64936.663792000094,649.3666379200009,1060.703636271216,9.679789632718883,642.5094245329914,-2322.6355980000008,3090.0026790000047,0.71,-4072.745883999967
20,126-226,126,226,100,64875.87351800007,648.7587351800007,1039.785598847193,9.865280195135242,642.1605459000176,-2322.6355980000008,3090.0026790000047,0.74,-4072.745883999971
20,151-251,151,251,100,57767.81619100011,577.6781619100011,1121.6349983973855,8.143374398914382,569.0963888597414,-2322.635597999999,3693.0611480000007,0.72,-4072.7458839999745
20,176-276,176,276,100,60325.188521000084,603.2518852100009,1076.817058665878,8.857818255672544,595.660081577413,-2251.6794469999877,3693.0611480000007,0.77,-3407.342239999998
20,201-301,201,301,100,53312.606766000026,533.1260676600002,1085.236282207102,7.767399051504,524.4336750174575,-2251.6794469999913,3693.0611480000007,0.73,-4194.012170000024
20,226-326,226,326,100,47621.19036299999,476.2119036299999,1087.1343589556586,6.926072439666255,466.4874347442442,-2251.6794469999913,3693.0611479999934,0.72,-4194.012170000016
20,251-351,251,351,100,45632.464009999865,456.32464009999865,978.1664369207597,7.376174241447111,448.0889145512708,-2094.771762999988,2931.0659649999943,0.75,-4194.012170000013
20,276-376,276,376,100,50114.1948059999,501.141948059999,990.8426774806236,7.9969808676029075,493.42633900068563,-1851.2553640000078,2931.0659649999943,0.72,-2932.34366699999
20,301-401,301,401,100,47806.31048499993,478.06310484999926,959.9338855013917,7.874335407111194,470.4754228373096,-1851.2553640000006,2931.065964999987,0.72,-2361.260601999991
20,326-426,326,426,100,46515.20012899997,465.1520012899997,993.8352431716426,7.400320085086464,456.81067264224407,-1851.2553640000006,2931.065964999987,0.71,-2361.260601999991
20,351-451,351,451,100,44819.626914000044,448.1962691400004,961.6929051871541,7.368885855492582,440.09152431209714,-1565.8824249999925,2714.9177470000213,0.67,-2330.6822139999786
20,376-476,376,476,100,39418.702718999986,394.18702718999987,929.5945015607758,6.704691281619126,385.6089580300257,-2256.9167550000057,2486.091840999994,0.67,-3593.614618000007
25,1-101,1,101,100,13921.067144000019,139.2106714400002,1028.8935192421561,2.1393020177442863,114.24737053201189,-3322.952530999988,2531.3942880000104,0.56,-5156.508720000023
25,26-126,26,126,100,32284.300257999923,322.8430025799992,1181.4751733759533,4.320527581985638,306.42750034782654,-3322.952530999988,3262.7595299999884,0.62,-5156.508720000022
25,51-151,51,151,100,63531.937257999896,635.3193725799989,1239.9529952072762,8.101340400593486,625.7845833236288,-3322.952530999988,3263.0211000000054,0.71,-4197.686795000005
25,76-176,76,176,100,55324.65984899984,553.2465984899984,1313.1147404937897,6.661715480823746,541.0547638170017,-3322.952530999988,3263.0211000000054,0.66,-4941.104855000034
25,101-201,101,201,100,76310.07715199998,763.1007715199999,1207.2294297819108,9.994523255910394,755.5371177717869,-2101.2419590000063,3552.247212999995,0.73,-4941.104855000034
25,126-226,126,226,100,73735.43026800005,737.3543026800005,1153.5439678565795,10.106762741461027,730.2057013397512,-2101.241958999999,3552.247212999995,0.74,-4941.104855000034
25,151-251,151,251,100,64871.655909000096,648.7165590900009,1241.9378387702566,8.2589555553879,639.3434438194304,-2605.4635109999945,3692.584335999978,0.7,-4941.104855000049
25,176-276,176,276,100,69942.94493700015,699.4294493700015,1191.2529027213775,9.283461629154756,691.4068741146222,-2605.4635109999945,3692.584335999978,0.75,-3099.922361000019
25,201-301,201,301,100,67049.57504400004,670.4957504400004,1178.3718869783995,8.996708748250681,662.3130623307281,-2605.463510999991,3692.584335999978,0.74,-3742.238799000006
25,226-326,226,326,100,66345.10662100001,663.4510662100001,1193.0119262162336,8.792940117308223,654.9795815174165,-2605.463510999991,3692.584335999978,0.74,-3742.238799000006
25,251-351,251,351,100,64709.127525999844,647.0912752599984,1072.3782270617978,9.540860827859008,640.0598163876235,-2176.7342199999985,3012.395352000007,0.76,-3742.238798999999
25,276-376,276,376,100,70823.08861599983,708.2308861599984,1062.0802510743652,10.543566304332884,701.9167990443127,-2107.5559839999987,3012.395352000007,0.74,-2269.4967040000283
25,301-401,301,401,100,67337.33683499997,673.3733683499996,1006.4558901698892,10.578673047092487,667.4094735028315,-2107.555983999988,3012.3953520000105,0.72,-2107.555983999988
25,326-426,326,426,100,59414.67604299997,594.1467604299997,1010.8483187266182,9.293466648567158,587.3462933457192,-2107.5559839999914,3012.3953520000105,0.66,-2680.2375189999657
25,351-451,351,451,100,55703.283330000006,557.0328333000001,999.9522775020408,8.80788275779137,549.9439894554424,-1477.1551769999933,2819.2238209999996,0.65,-2680.237518999973
25,376-476,376,476,100,47724.05591899999,477.2405591899999,1001.777518663215,7.532446729622432,468.9749006161712,-2098.2773610000077,2790.9726990000127,0.66,-4148.3914200000145
30,1-101,1,101,100,21362.889774999967,213.62889774999968,1051.272009686418,3.213030903023513,194.76303271503252,-2910.07555999999,2747.787224000007,0.62,-4226.685786000013
30,26-126,26,126,100,39832.99269900003,398.32992699000033,1218.413142321953,5.169140851092919,383.9601693884561,-2910.07555999999,3871.401106000005,0.69,-4226.685786000013
30,51-151,51,151,100,67613.93281100006,676.1393281100006,1274.8158179342406,8.386075315209988,666.6597993114079,-2910.07555999999,3871.401106000005,0.76,-3465.8094749999946
30,76-176,76,176,100,64286.663761000054,642.8666376100006,1376.7046271840434,7.383293287609096,631.2861716172727,-2910.0755599999893,3871.401106000005,0.7,-2994.3385059999855
30,101-201,101,201,100,84687.75354400008,846.8775354400008,1288.858360394201,10.389279355728725,839.1035324882143,-2175.2360259999987,4479.876917000016,0.75,-2968.277888000026
30,126-226,126,226,100,83540.85363400009,835.4085363400009,1220.8818838697994,10.81920285035404,828.3321103298183,-2175.236026000006,4479.876917000009,0.77,-2968.2778880000187
30,151-251,151,251,100,77046.58613100008,770.4658613100007,1294.0603510653425,9.413884673683116,761.8689484210727,-2532.2315460000027,4479.876917000009,0.72,-3007.4304800000027
30,176-276,176,276,100,79134.27785800009,791.3427785800009,1220.915173920754,10.248236911508545,783.8791367072205,-2532.2315459999736,4479.876917000009,0.77,-3007.4304799999736
30,201-301,201,301,100,77855.36191800013,778.5536191800013,1188.6571188659261,10.356235949375819,771.3615457743354,-2532.231545999988,3751.573942999996,0.78,-3007.430479999988
30,226-326,226,326,100,75414.3423500001,754.143423500001,1226.66629771892,9.720699529821976,746.2459721046946,-2532.2315459999845,3751.573942999992,0.75,-3007.430479999988
30,251-351,251,351,100,71184.56750699985,711.8456750699985,1163.0016473533974,9.67777509552106,704.3255957597204,-2440.7488189999967,3306.8647310000015,0.77,-2470.968549999987
30,276-376,276,376,100,75588.81211999987,755.8881211999987,1201.3299877378397,9.948674151381601,748.3274342971482,-2176.4613329999993,3760.89942099998,0.73,-2470.968549999983
30,301-401,301,401,100,72570.83527699989,725.7083527699989,1185.791612627228,9.676621454074981,718.040016584749,-2176.4613329999956,3760.89942099998,0.7,-2176.4613329999956
30,326-426,326,426,100,66941.92943499997,669.4192943499997,1159.926399721342,9.1251034562074,661.4753160619146,-2176.461333000003,3760.89942099998,0.69,-2945.10043199997
30,351-451,351,451,100,66604.12632400011,666.0412632400012,1163.3845613654275,9.052068754557796,658.0108596361835,-1665.7289329999912,3760.89942099998,0.66,-2945.10043199997
30,376-476,376,476,100,59218.31828300013,592.1831828300013,1146.2822224777935,8.168353364770944,583.4388573263499,-2155.8792220000105,3526.0252570000084,0.69,-3373.0196650000144
