name,asset_idx,asset,family,lookback,mode,lag_signal,threshold,full_mean_pl,full_std_pl,full_sharpe,full_score,full_worst_day,roll_mean_score,roll_median_score,roll_min_score,roll_neg_count,roll_positive_count,corr_to_market,vol_window,z_window,leader,lag,train_corr
ALGO_absolute_return_w2_momentum_cur,0,ALGO,absolute_return,2.0,momentum,False,0.0,-153.70205195840012,1008.2667875104526,-2.4103172456478905,-153.70205195840012,-3176.4555912000214,-111.46260520906682,-96.76596352000081,-289.3701565700005,15,0,-0.6848043027725191,,,,,
ALGO_absolute_return_w2_momentum_lag,0,ALGO,absolute_return,2.0,momentum,True,0.0,-52.43014490159997,1015.2734267829729,-0.8165222863513502,-52.43014490159997,-3180.4009012000024,-64.21144061412073,-37.39758571400016,-193.39069393400044,11,4,-0.04128646413843903,,,,,
ALGO_absolute_return_w2_reversal_cur,0,ALGO,absolute_return,2.0,reversal,False,0.0,150.66066804160022,1008.3236316797896,2.362489828887077,127.76863517306401,-3030.69462200001,83.98150414962589,61.118758836943655,0.16753874183374579,0,15,0.6846627818800892,,,,,
ALGO_absolute_return_w2_reversal_lag,0,ALGO,absolute_return,2.0,reversal,True,0.0,49.35857509840018,1014.9675119555175,0.7689187955912368,18.339561227666536,-2628.905794200007,41.48790668556337,7.889804455263104,-71.94497567199942,4,11,0.041115108366679136,,,,,
ALGO_absolute_return_w5_momentum_cur,0,ALGO,absolute_return,5.0,momentum,False,0.0,-155.05405814079947,1008.0911921926137,-2.431942605860076,-155.05405814079947,-3176.4555912000214,-98.91263764312636,-89.22606790999954,-302.3709067300003,11,4,-0.37402797272600186,,,,,
ALGO_absolute_return_w5_momentum_lag,0,ALGO,absolute_return,5.0,momentum,True,0.0,-39.619911155200505,1019.0279232622316,-0.6147484140712071,-39.619911155200505,-3180.4009012000024,-62.49909539031526,-52.725756437999806,-171.40832011800114,11,4,-0.1257263278881264,,,,,
ALGO_absolute_return_w5_reversal_cur,0,ALGO,absolute_return,5.0,reversal,False,0.0,152.8118618591999,1007.9749795488101,2.3970512501331593,130.15915604934375,-2628.905794200007,72.86864645080568,56.33000609232598,-53.23249543599988,4,11,0.3743278869897885,,,,,
ALGO_absolute_return_w5_reversal_lag,0,ALGO,absolute_return,5.0,reversal,True,0.0,37.40824884479988,1018.9541095380682,0.5804739807249912,9.427959633333833,-3030.694622000039,35.63143184654591,18.989345668898608,-84.80286945399945,4,11,0.12565785743442215,,,,,
ALGO_absolute_return_w10_momentum_cur,0,ALGO,absolute_return,10.0,momentum,False,0.0,-45.54469388800033,1018.8714039462177,-0.7067867812532763,-45.54469388800033,-3176.4555912000214,-30.75987442133511,0.1263160802657083,-174.25565363,7,8,-0.24430785914029757,,,,,
ALGO_absolute_return_w10_momentum_lag,0,ALGO,absolute_return,10.0,momentum,True,0.0,42.93114330879919,1018.8193240164292,0.6662623696402997,13.198489776471982,-3176.455591200007,-18.980819287322266,-1.6020941800010042,-251.2543281579997,8,7,-0.10630426578990951,,,,,
ALGO_absolute_return_w10_reversal_cur,0,ALGO,absolute_return,10.0,reversal,False,0.0,44.35130611200025,1018.582412255048,0.6884624298919738,14.2618269165408,-3026.6977384000056,7.4833043033024085,-9.502643883999554,-100.8494969000014,8,7,0.24456184221983862,,,,,
ALGO_absolute_return_w10_reversal_lag,0,ALGO,absolute_return,10.0,reversal,True,0.0,-44.12421669119969,1018.7578580194662,-0.6848193788967238,-44.12421669119969,-3026.6977384000056,-2.1856076353135903,8.374973559188651e-06,-184.45926092199923,7,8,0.10640475283811447,,,,,
ALGO_absolute_return_w20_momentum_cur,0,ALGO,absolute_return,20.0,momentum,False,0.0,-92.82106858240027,1015.4923019334078,-1.4452398654929919,-92.82106858240027,-3176.4555912000214,-86.5294190101674,-95.23476474800104,-258.20612731000017,9,6,-0.12621724903125198,,,,,
ALGO_absolute_return_w20_momentum_lag,0,ALGO,absolute_return,20.0,momentum,True,0.0,-88.58804134879983,1015.8729130581496,-1.3788141238654468,-88.58804134879983,-3176.455591200007,-97.33678445306755,-81.82382687600024,-267.5980894620001,12,3,0.017439313999900518,,,,,
ALGO_absolute_return_w20_reversal_cur,0,ALGO,absolute_return,20.0,reversal,False,0.0,91.91477141760005,1015.559243648298,1.431034329662501,61.757613951420495,-2214.0019496000023,64.75516472569136,61.80409057785772,-78.81577657399917,6,9,0.12642226390409445,,,,,
ALGO_absolute_return_w20_reversal_lag,0,ALGO,absolute_return,20.0,reversal,True,0.0,87.71371865119971,1015.9280599066678,1.3651317643813552,57.08297893325511,-3026.69773840002,74.79687669738043,49.89663127353344,-64.29133465000007,3,12,-0.017414112412426793,,,,,
ALGO_absolute_return_w40_momentum_cur,0,ALGO,absolute_return,40.0,momentum,False,0.0,-26.578587832000455,1019.419053519036,-0.4122390799437254,-26.578587832000455,-3176.4555912000214,-52.803381404066265,-64.33031893200139,-190.10416652600063,8,7,-0.009271013132437554,,,,,
ALGO_absolute_return_w40_momentum_lag,0,ALGO,absolute_return,40.0,momentum,True,0.0,-1.440948424000002,1019.7738969700971,-0.022341614274539796,-1.440948424000002,-3180.4009012000024,-48.4521313259156,-39.76466651199997,-215.59497162599962,9,6,-0.01149075528881799,,,,,
ALGO_absolute_return_w40_reversal_cur,0,ALGO,absolute_return,40.0,reversal,False,0.0,25.8935721680001,1019.3411010013616,0.4016450662510618,3.5968754498135955,-3026.6977384000056,28.745518583246323,31.344199899396006,-123.05521907799994,7,8,0.009333251880143646,,,,,
ALGO_absolute_return_w40_reversal_lag,0,ALGO,absolute_return,40.0,reversal,True,0.0,0.7566515760000911,1019.6601987897963,0.011733038016763614,0.00010414948193706776,-3026.6977384000056,23.57772506775878,9.26591004939697,-140.0456106139996,6,9,0.011314302368899087,,,,,
ALGO_absolute_return_w60_momentum_cur,0,ALGO,absolute_return,60.0,momentum,False,0.0,-29.767898027200776,1019.3041667036989,-0.46175794231277417,-29.767898027200776,-3176.4555912000214,-63.38384319530523,-53.605066876000635,-256.33689024200083,11,4,-0.05932998067241042,,,,,
ALGO_absolute_return_w60_momentum_lag,0,ALGO,absolute_return,60.0,momentum,True,0.0,-18.291304121600348,1019.5914050694083,-0.2836537367394981,-18.291304121600348,-3180.4009012000024,-52.34152583643727,-74.51494825200032,-201.07172293799974,10,5,-0.01286819182261774,,,,,
ALGO_absolute_return_w60_reversal_cur,0,ALGO,absolute_return,60.0,reversal,False,0.0,28.82810197280062,1019.2895729040717,0.4471862818821504,4.804194589504617,-3026.6977384000056,39.5859148189189,22.563697045663577,-195.9381774139995,4,11,0.05934405608776618,,,,,
ALGO_absolute_return_w60_reversal_lag,0,ALGO,absolute_return,60.0,reversal,True,0.0,17.352535878399912,1019.5327731405079,0.2691111948589213,1.171820893326242,-3026.6977384000056,28.882607047271573,38.78363558240447,-169.40342003799915,6,9,0.012911223333241177,,,,,
ALGO_relative_return_w2_momentum_cur,0,ALGO,relative_return,2.0,momentum,False,0.0,-71.82533297119983,1017.2846116032354,-1.1163623399897016,-71.82533297119983,-3176.4555912000214,-69.94381683726562,-67.29343629799841,-134.70059512199848,14,1,-0.08340988967972342,,,,,
ALGO_relative_return_w2_momentum_lag,0,ALGO,relative_return,2.0,momentum,True,0.0,-24.59049996480072,1019.4340450083537,-0.3813978406539455,-24.59049996480072,-3180.4009012000024,-34.29397901888467,-35.34792758200128,-170.7637806459998,9,6,-0.010144047218188235,,,,,
ALGO_relative_return_w2_reversal_cur,0,ALGO,relative_return,2.0,reversal,False,0.0,68.9410670287991,1017.2892845965514,1.0715280276435994,36.84817272107939,-2299.182078599988,39.54421632976877,32.971188621450366,-54.33882496599865,1,14,0.08337024091498296,,,,,
ALGO_relative_return_w2_reversal_lag,0,ALGO,relative_return,2.0,reversal,True,0.0,21.709340035200874,1019.4780202627414,0.33669662143683055,2.210480681381096,-2471.6650368000264,3.7982728284668474,6.856361767242569,-101.03932014599951,6,9,0.010379449325526542,,,,,
ALGO_relative_return_w5_momentum_cur,0,ALGO,relative_return,5.0,momentum,False,0.0,-21.159881062400643,1019.6156853980331,-0.3281305894648342,-21.159881062400643,-3176.455591200007,-46.535239027386076,-18.2529475239999,-163.99047291800147,9,6,-0.031299226931081704,,,,,
ALGO_relative_return_w5_momentum_lag,0,ALGO,relative_return,5.0,momentum,True,0.0,36.270925607999494,1019.0419785045758,0.5627772956523545,8.724467086901523,-3176.455591200007,-34.76421226800213,-21.20988994999949,-237.06172474199934,10,5,-0.07847156657468483,,,,,
ALGO_relative_return_w5_reversal_cur,0,ALGO,relative_return,5.0,reversal,False,0.0,19.488598937600035,1019.415834723226,0.3022729241060203,1.631576835453533,-2471.6650367999973,24.089630512545074,0.8965095006256226,-58.12545119400034,7,8,0.031171089819941898,,,,,
ALGO_relative_return_w5_reversal_lag,0,ALGO,relative_return,5.0,reversal,True,0.0,-37.94187439200009,1019.0439707652301,-0.5887024761288662,-37.94187439200009,-3026.69773840002,12.920143273127286,1.7207357091893674,-235.77698234799973,5,10,0.07892330930548239,,,,,
ALGO_relative_return_w10_momentum_cur,0,ALGO,relative_return,10.0,momentum,False,0.0,5.321109174399637,1019.6692930540681,0.08251118663739507,0.0359816551024508,-3176.455591200007,-13.036373544597371,-10.466100554000878,-181.58634265600062,8,7,-0.0045020017015644604,,,,,
ALGO_relative_return_w10_momentum_lag,0,ALGO,relative_return,10.0,momentum,True,0.0,-14.616597494400223,1019.558259652599,-0.22667532378171495,-14.616597494400223,-3180.4009012000024,-24.719843885879012,-9.132292873998813,-222.78773047600072,9,6,-0.021121728839065535,,,,,
ALGO_relative_return_w10_reversal_cur,0,ALGO,relative_return,10.0,reversal,False,0.0,-6.611850825599395,1019.7319830747359,-0.10251962527994202,-6.611850825599395,-3026.6977384000056,-11.022942637513097,0.15238884641466885,-210.82712000799933,7,8,0.004177674575663683,,,,,
ALGO_relative_return_w10_reversal_lag,0,ALGO,relative_return,10.0,reversal,True,0.0,13.326282505600712,1019.686485498806,0.2066390310152011,0.5457257984187682,-3026.6977384000056,0.41627570772094546,0.12112269002755181,-159.93510919199906,6,9,0.020940227286754664,,,,,
ALGO_relative_return_w20_momentum_cur,0,ALGO,relative_return,20.0,momentum,False,0.0,6.584591315200145,1019.733527022594,0.10209680012283635,0.0679281110537161,-3176.455591200007,-60.863778319692756,-33.09849386200003,-286.49049797200075,11,4,-0.011836525239180414,,,,,
ALGO_relative_return_w20_momentum_lag,0,ALGO,relative_return,20.0,momentum,True,0.0,23.431447524799733,1019.531648335662,0.36338618410738577,2.733194369200134,-3176.455591200007,-43.695718264984485,-18.875262970000332,-255.8986291920008,8,7,-0.02314795936370616,,,,,
ALGO_relative_return_w20_reversal_cur,0,ALGO,relative_return,20.0,reversal,False,0.0,-7.239088684799906,1019.6548566702256,-0.11225371152880272,-7.239088684799906,-3026.6977384000056,36.39059642712963,6.9886529389268075,-147.013971876,4,11,0.01196728254077622,,,,,
ALGO_relative_return_w20_reversal_lag,0,ALGO,relative_return,20.0,reversal,True,0.0,-24.085512475199533,1019.3499514519099,-0.3735963195247356,-24.085512475199533,-3026.6977384000056,20.912770455043688,1.2568456522451084,-145.5675270039993,7,8,0.02330337265984313,,,,,
ALGO_relative_return_w40_momentum_cur,0,ALGO,relative_return,40.0,momentum,False,0.0,22.146575446400384,1019.5629771004442,0.3434492147927709,2.3367184907090217,-3176.455591200007,-20.018773543873028,0.01853351435161251,-115.2047141439996,7,8,-0.028140577664747705,,,,,
ALGO_relative_return_w40_momentum_lag,0,ALGO,relative_return,40.0,momentum,True,0.0,64.53319960639969,1017.4953981866435,1.0028148324709711,32.35729704787659,-3176.455591200007,7.793768548101678,2.8265609947197308,-94.9356679659999,5,10,0.04065980073069166,,,,,
ALGO_relative_return_w40_reversal_cur,0,ALGO,relative_return,40.0,reversal,False,0.0,-22.799824553599755,1019.376907455894,-0.3536443454538751,-22.799824553599755,-3026.6977384000056,-5.237749937977315,-5.070735478000861,-98.23159078799974,8,7,0.02785160921255917,,,,,
ALGO_relative_return_w40_reversal_lag,0,ALGO,relative_return,40.0,reversal,True,0.0,-65.2188003935992,1017.8081679935328,-1.01315730209865,-65.2188003935992,-3026.6977384000056,-29.93502282417285,-23.406022310000118,-168.33883508399842,10,5,-0.040942211513401425,,,,,
ALGO_relative_return_w60_momentum_cur,0,ALGO,relative_return,60.0,momentum,False,0.0,45.19871771039959,1018.7075739851147,0.7015305419037849,14.907616882920555,-3176.455591200007,-12.263987257593396,-14.310564342000289,-146.28823113200008,10,5,-0.04904014236182318,,,,,
ALGO_relative_return_w60_momentum_lag,0,ALGO,relative_return,60.0,momentum,True,0.0,39.18243026240048,1018.9058854399112,0.6080332131774779,10.575943639209338,-3176.455591200007,-2.8311232867884537,3.0102322297656525,-127.1955528679998,7,8,-0.08660366607600657,,,,,
ALGO_relative_return_w60_reversal_cur,0,ALGO,relative_return,60.0,reversal,False,0.0,-45.94896228959982,1018.6899861503507,-0.7131874217465566,-45.94896228959982,-3026.6977384000056,-11.573409534748228,0.5510358835029352,-217.1347918039997,5,10,0.04903646386415166,,,,,
ALGO_relative_return_w60_reversal_lag,0,ALGO,relative_return,60.0,reversal,True,0.0,-39.932449737599875,1018.9943912203458,-0.6196181981422835,-39.932449737599875,-3026.6977384000056,-24.652415516065158,-25.37873878600003,-125.46434870399986,8,7,0.08661625471521416,,,,,
ALGO_own_z_l2_v20_momentum_e0.5,0,ALGO,own_return_z,2.0,momentum,,0.5,-117.80566668320016,856.2040219011636,-2.175499171134061,-117.80566668320016,-3176.4555912000214,-81.69085108493324,-48.955031924000934,-243.7223687060007,13,2,-0.696591370387639,20.0,,,,
ALGO_own_z_l2_v20_momentum_e1.0,0,ALGO,own_return_z,2.0,momentum,,1.0,-103.0157129504002,684.415828244215,-2.3798710832351535,-103.0157129504002,-2473.6387711999996,-63.37368727565255,-50.090131803999974,-179.18847253599978,11,4,-0.5603055854631226,20.0,,,,
ALGO_own_z_l2_v20_reversal_e0.5,0,ALGO,own_return_z,2.0,reversal,,0.5,114.93113331679965,856.1641962266799,2.122514331639506,94.05379767687394,-2227.7051928,59.72804401085557,21.103658080065816,-29.52089325599911,2,13,0.6967115029151557,20.0,,,,
ALGO_own_z_l2_v20_reversal_e1.0,0,ALGO,own_return_z,2.0,reversal,,1.0,100.69212704960019,684.2166191333044,2.3268688235541855,84.99410290193785,-2227.7051928,44.99110283050462,27.144389380823565,-44.88443629999907,4,11,0.5602683576986782,20.0,,,,
ALGO_own_z_l2_v40_momentum_e0.5,0,ALGO,own_return_z,2.0,momentum,,0.5,-119.81600715120032,844.8128065628414,-2.2424582096852466,-119.81600715120032,-3176.4555912000214,-82.80338989628969,-49.36376349400073,-237.43150682600083,13,2,-0.7164179236822049,40.0,,,,
ALGO_own_z_l2_v40_momentum_e1.0,0,ALGO,own_return_z,2.0,momentum,,1.0,-83.69709769360017,670.2029437177938,-1.9745769899874521,-83.69709769360017,-2473.6387711999996,-58.26864663982527,-56.47795730800074,-170.99249718199997,10,5,-0.5404002571392373,40.0,,,,
ALGO_own_z_l2_v40_reversal_e0.5,0,ALGO,own_return_z,2.0,reversal,,0.5,117.00567284879979,844.748469141622,2.190027202645917,96.81912195164651,-2227.7051928,58.59546594798937,19.787459087103127,-35.849799435999294,2,13,0.7165382720476514,40.0,,,,
ALGO_own_z_l2_v40_reversal_e1.0,0,ALGO,own_return_z,2.0,reversal,,1.0,81.5012223064002,670.0287677565285,1.9232718577062538,64.15675280530404,-2227.7051928,42.40324581462489,38.8615716446061,-27.896059499999097,5,10,0.5404511812796906,40.0,,,,
ALGO_own_z_l2_v60_momentum_e0.5,0,ALGO,own_return_z,2.0,momentum,,0.5,-134.7043730488,840.4566131499795,-2.53417382262416,-134.7043730488,-3176.4555912000214,-86.08546285384212,-56.456035170000675,-246.81555218600087,12,3,-0.7198387526022687,60.0,,,,
ALGO_own_z_l2_v60_momentum_e1.0,0,ALGO,own_return_z,2.0,momentum,,1.0,-79.01349106400012,667.8469171121797,-1.8706577154239636,-79.01349106400012,-2473.6387711999996,-49.14465420622119,-45.14160714400057,-160.15825845599994,11,4,-0.5370796464654856,60.0,,,,
ALGO_own_z_l2_v60_reversal_e0.5,0,ALGO,own_return_z,2.0,reversal,,0.5,131.8944269511997,840.380094182821,2.4815366447610883,113.46833271721671,-2227.7051928,63.06741581839747,27.2868746271042,-42.61473547799905,3,12,0.7199843399134548,60.0,,,,
ALGO_own_z_l2_v60_reversal_e1.0,0,ALGO,own_return_z,2.0,reversal,,1.0,76.88202893600042,667.6763091983281,1.8206600954933345,59.06382827433966,-2227.7051928,30.64988927045724,26.55103962058413,-62.92929212199901,5,10,0.5371545072305913,60.0,,,,
ALGO_own_z_l5_v20_momentum_e0.5,0,ALGO,own_return_z,5.0,momentum,,0.5,-90.86318938480015,878.097215155394,-1.636120858624711,-90.86318938480015,-3028.688441800041,-50.53133121968205,-35.72758144599951,-193.82394653800046,9,6,-0.32336766068465406,20.0,,,,
ALGO_own_z_l5_v20_momentum_e1.0,0,ALGO,own_return_z,5.0,momentum,,1.0,-53.64142018320075,756.698873340851,-1.1208491956392304,-53.64142018320075,-3028.688441800041,-36.323492688177375,-36.76464008600105,-120.79625832800117,11,4,-0.31641905554086497,20.0,,,,
ALGO_own_z_l5_v20_reversal_e0.5,0,ALGO,own_return_z,5.0,reversal,,0.5,88.81673061520013,878.0627025405844,1.599334320094633,63.85327665562328,-2628.905794200007,29.2124605972906,8.170863625370599,-60.318039642000365,6,9,0.3234804660888104,20.0,,,,
ALGO_own_z_l5_v20_reversal_e1.0,0,ALGO,own_return_z,5.0,reversal,,1.0,51.99913981680024,756.8004375071409,1.0863875735344557,28.148926779289514,-2227.7051928,16.36089317592401,11.43716902892044,-79.51832176599986,4,11,0.3163192720510816,20.0,,,,
ALGO_own_z_l5_v40_momentum_e0.5,0,ALGO,own_return_z,5.0,momentum,,0.5,-94.46365246720018,869.7389382821792,-1.7172986326502697,-94.46365246720018,-3028.688441800041,-53.25094047695526,-35.56368861999972,-202.98899707000032,11,4,-0.3210268397323779,40.0,,,,
ALGO_own_z_l5_v40_momentum_e1.0,0,ALGO,own_return_z,5.0,momentum,,1.0,-48.98524614000089,738.5293123719813,-1.0487393455572949,-48.98524614000089,-3028.688441800041,-30.45463770745638,-34.27257660599993,-121.71940267400092,10,5,-0.32586183939198143,40.0,,,,
ALGO_own_z_l5_v40_reversal_e0.5,0,ALGO,own_return_z,5.0,reversal,,0.5,92.38514753280009,869.6934648277617,1.6796003418985788,68.20724595379285,-2628.905794200007,32.08469851591084,8.322646782505409,-60.318039642000365,4,11,0.3210997826611461,40.0,,,,
ALGO_own_z_l5_v40_reversal_e1.0,0,ALGO,own_return_z,5.0,reversal,,1.0,47.27915386000041,738.64830163336,1.0120500630173688,23.922719164038053,-2227.7051928,11.58689212013403,10.550264451287417,-94.76457605199961,5,10,0.3256954062669043,40.0,,,,
ALGO_own_z_l5_v60_momentum_e0.5,0,ALGO,own_return_z,5.0,momentum,,0.5,-99.5306311256002,865.4847306661953,-1.818307592028085,-99.5306311256002,-3028.688441800041,-59.14641129101296,-48.23113526599975,-202.98899707000032,11,4,-0.3211408786452456,60.0,,,,
ALGO_own_z_l5_v60_momentum_e1.0,0,ALGO,own_return_z,5.0,momentum,,1.0,-47.91073987680081,737.2520808380775,-1.0275119347395982,-47.91073987680081,-3028.688441800041,-27.223182456038394,-17.510117653999913,-119.03313701600088,11,4,-0.3240492081869121,60.0,,,,
ALGO_own_z_l5_v60_reversal_e0.5,0,ALGO,own_return_z,5.0,reversal,,0.5,97.45232887440012,865.4283152682349,1.7804555102601498,74.08258814231121,-2628.905794200007,36.572337225301716,17.97818460314668,-60.318039642000365,4,11,0.32121818880107506,60.0,,,,
ALGO_own_z_l5_v60_reversal_e1.0,0,ALGO,own_return_z,5.0,reversal,,1.0,46.23646012320036,737.3999860163117,0.9914058021803943,22.918693692047185,-2227.7051928,9.794533754404634,2.0227864610856767,-93.97297198399988,4,11,0.32387299478965037,60.0,,,,
ALGO_own_z_l10_v20_momentum_e0.5,0,ALGO,own_return_z,10.0,momentum,,0.5,-93.76779095840041,934.1069906683539,-1.5871832325059902,-93.76779095840041,-3176.4555912000214,-52.37679565194719,-55.01887746199966,-161.0553110780011,11,4,-0.25735613969477417,20.0,,,,
ALGO_own_z_l10_v20_momentum_e1.0,0,ALGO,own_return_z,10.0,momentum,,1.0,-53.63423269440024,851.1337404154922,-0.9963553776341824,-53.63423269440024,-2628.905794200007,-29.39507921872056,-21.130605115999934,-124.94868949399911,12,3,-0.19829011665152182,20.0,,,,
ALGO_own_z_l10_v20_reversal_e0.5,0,ALGO,own_return_z,10.0,reversal,,0.5,92.35572904160043,933.9296686283848,1.563578439293735,65.5453681166525,-3026.6977384000056,29.182027631416215,23.0779867701048,-91.97617445600073,4,11,0.2576849491442661,20.0,,,,
